type,id,session,trial,delay,response,reward,totalvolume,flag,accuracy,normResponse,normAccuracy,lagResponse,lagNormAccuracy,lagReward,lagReward2,lagReward3,lagReward21,lagDelay,rewardRate,lagRewardRate,windowReward
6,9,2,41,4,0.645661756566142,1.4,14.05,0,-1.35433824343386,-1.55278224753185,-1.82197865034952,4.73692637554882,-0.806727109160785,0,2.8,2.8,0,10,0.35,0,1.4
6,9,2,42,6,2.07655213193584,1.4,15.45,0,-0.923447868064159,-0.820738817129443,-0.869570435937912,0.645661756566142,-1.82197865034952,1.4,0,2.8,0,4,0.233333333333333,0.35,0.933333333333333
6,9,2,44,6,1.46892410477585,1.4,16.9,0,-1.53107589522415,-1.13160127945883,-1.63869063664006,NaN,NaN,0,1.4,1.4,0,4,0.233333333333333,0,0.933333333333333
6,9,2,45,4,2.02740883276965,2.8,19.7,0,0.0274088327696518,-0.845880526041709,0.39191355185129,1.46892410477585,-1.63869063664006,1.4,0,1.4,0,6,0.7,0.233333333333333,1.4
6,9,2,46,8,0.827373175998673,0.7,20.4,0,-3.17262682400133,-1.45981869622533,-2.16766605281505,2.02740883276965,0.39191355185129,2.8,1.4,0,0,4,0.0875,0.7,1.63333333333333
6,9,2,47,6,2.70493175456022,1.4,21.8,0,-0.295068245439779,-0.499259839802428,-0.0741833901347256,0.827373175998673,-2.16766605281505,0.7,2.8,1.4,0,8,0.233333333333333,0.0875,1.63333333333333
6,9,2,48,10,5.55685000672202,0,21.85,0,0.556850006722016,0.959781367320336,-0.261554932802993,2.70493175456022,-0.0741833901347256,1.4,0.7,2.8,0,6,0,0.233333333333333,0.7
6,9,2,49,8,6.61747590034065,2.8,24.65,0,2.61747590034065,1.50239751101869,1.63835395675636,5.55685000672202,-0.261554932802993,0,1.4,0.7,0,10,0.35,0,1.4
6,9,2,50,10,5.25038885911363,0.7,25.35,0,0.250388859113627,0.802995862545144,-0.465322801490607,6.61747590034065,1.63835395675636,2.8,0,1.4,0,8,0.07,0.35,1.16666666666667
6,9,2,51,4,1.18323478550292,2.8,28.15,0,-0.816765214497082,-1.27775991810077,-0.960656953077255,5.25038885911363,-0.465322801490607,0.7,2.8,0,0,10,0.7,0.07,2.1
6,9,2,52,6,1.98122686360102,1.4,29.55,0,-1.01877313639898,-0.869507218704455,-0.990230751520025,1.18323478550292,-0.960656953077255,2.8,0.7,2.8,0,4,0.233333333333333,0.7,1.63333333333333
6,9,2,53,6,1.92913630947805,1.4,30.95,0,-1.07086369052195,-0.896156743076222,-1.0561656584877,1.98122686360102,-0.990230751520025,1.4,2.8,0.7,0,6,0.233333333333333,0.233333333333333,1.86666666666667
6,9,2,54,4,1.04049891420573,1.4,32.35,0,-0.959501085794273,-1.35078358131387,-1.18935425801923,1.92913630947805,-1.0561656584877,1.4,1.4,2.8,0.7,6,0.35,0.233333333333333,1.4
6,9,2,55,6,3.58726118558889,0.7,33.05,0,0.587261185588886,-0.0478601556943114,1.04264690528464,1.04049891420573,-1.18935425801923,1.4,1.4,1.4,0.7,4,0.116666666666667,0.35,1.16666666666667
6,9,2,56,10,6.06884282141345,1.4,34.45,0,1.06884282141345,1.22171686067444,0.0788721831535198,3.58726118558889,1.04264690528464,0.7,1.4,1.4,1.4,6,0.14,0.116666666666667,1.16666666666667
6,9,2,57,8,3.23753306846584,0.7,35.15,0,-0.762466931534163,-0.226781039483738,-0.583390744808489,6.06884282141345,0.0788721831535198,1.4,0.7,1.4,1.4,10,0.0875,0.14,0.933333333333333
6,9,2,58,4,1.45715890878864,0,35.2,0,-0.542841091211358,-1.13762035302176,-0.52176441552023,3.23753306846584,-0.583390744808489,0.7,1.4,0.7,2.8,8,0,0.0875,0.7
6,9,2,59,4,1.42602807123922,0.7,35.9,0,-0.573971928760784,-1.15354688764891,-0.571643528482076,1.45715890878864,-0.52176441552023,0,0.7,1.4,2.8,4,0.175,0,0.466666666666667
6,9,2,60,10,6.27330918382495,0.7,36.6,0,1.27330918382495,1.32632183944714,0.214823102909715,1.42602807123922,-0.571643528482076,0.7,0,0.7,2.8,4,0.07,0.175,0.466666666666667
6,9,2,61,4,2.01879197532753,0.7,37.3,0,0.018791975327531,-0.850288909793392,0.378107267164947,6.27330918382495,0.214823102909715,0.7,0.7,0,0,10,0.175,0.07,0.7
6,9,2,62,6,2.67634886488395,2.8,40.1,0,-0.323651135116052,-0.513882844450164,-0.11036288953539,2.01879197532753,0.378107267164947,0.7,0.7,0.7,1.4,4,0.466666666666667,0.175,1.4
6,9,2,63,4,1.72010699468638,0.7,40.8,0,-0.279893005313625,-1.00309612801354,-0.100458138142675,2.67634886488395,-0.11036288953539,2.8,0.7,0.7,1.4,6,0.175,0.466666666666667,1.4
6,9,2,64,10,6.84633900062636,0.7,41.5,0,1.84633900062636,1.61948385942773,0.595834090355619,1.72010699468638,-0.100458138142675,0.7,2.8,0.7,0,4,0.07,0.175,1.4
6,9,2,65,4,1.80994241053941,0,41.55,0,-0.190057589460594,-0.95713633463965,0.0434798734252246,6.84633900062636,0.595834090355619,0.7,0.7,2.8,1.4,10,0,0.07,0.466666666666667
6,9,2,66,10,5.0023247637223,1.4,42.95,0,0.00232476372229939,0.676086286189221,-0.630262117323242,1.80994241053941,0.0434798734252246,0,0.7,0.7,2.8,4,0.14,0,0.7
6,9,2,67,6,2.3224639189616,0,43,0,-0.677536081038397,-0.69493036160453,-0.558301510644448,5.0023247637223,-0.630262117323242,1.4,0,0.7,0.7,10,0,0.14,0.466666666666667
6,9,2,68,4,1.65245355034813,0,43.05,0,-0.347546449651873,-1.03770762608803,-0.208855279306891,2.3224639189616,-0.558301510644448,0,1.4,0,1.4,6,0,0,0.466666666666667
6,9,2,69,10,6.66084667328323,0,43.1,0,1.66084667328323,1.52458599586044,0.472499121157782,1.65245355034813,-0.208855279306891,0,0,1.4,0,4,0,0,0
6,9,2,70,6,2.45009140657839,1.4,44.5,0,-0.549908593421605,-0.629636146578102,-0.396753862242292,6.66084667328323,0.472499121157782,0,0,0,2.8,10,0.233333333333333,0,0.466666666666667
6,9,2,71,6,2.7524514390916,0.7,45.2,0,-0.247548560908399,-0.474948772040159,-0.0140341743803069,2.45009140657839,-0.396753862242292,1.4,0,0,0.7,6,0.116666666666667,0.233333333333333,0.7
6,9,2,72,4,1.0608734158609,2.8,48,0,-0.939126584139103,-1.34035998748647,-1.1567093904346,2.7524514390916,-0.0140341743803069,0.7,1.4,0,2.8,6,0.7,0.116666666666667,1.63333333333333
6,9,2,73,6,3.03910695128843,2.8,50.8,0,0.0391069512884314,-0.328295829156181,0.348807128552469,1.0608734158609,-1.1567093904346,2.8,0.7,1.4,1.4,4,0.466666666666667,0.7,2.1
6,9,2,74,8,4.19183228976408,1.4,52.2,0,0.191832289764079,0.261438385019005,0.0439007048077683,3.03910695128843,0.348807128552469,2.8,2.8,0.7,1.4,6,0.175,0.466666666666667,2.33333333333333
6,9,2,75,8,7.20839186882631,2.8,55,0,3.20839186882631,1.80471008513049,2.0267819531331,4.19183228976408,0.0439007048077683,1.4,2.8,2.8,1.4,8,0.35,0.175,2.33333333333333
6,9,2,76,10,7.9393990670369,0,55.05,0,2.9393990670369,2.17869332398529,1.32261633279711,7.20839186882631,2.0267819531331,2.8,1.4,2.8,0.7,8,0,0.35,1.4
6,9,2,77,4,2.566860293231,0.7,55.75,0,0.566860293231002,-0.569897191155077,1.25624494965142,7.9393990670369,1.32261633279711,0,2.8,1.4,1.4,10,0.175,0,1.16666666666667
6,9,2,78,8,2.87347743921146,0,55.8,0,-1.12652256078854,-0.413031877622073,-0.822696172623114,2.566860293231,1.25624494965142,0.7,0,2.8,0.7,4,0,0.175,0.233333333333333
6,9,2,79,6,3.65332825550558,2.8,58.6,0,0.653328255505585,-0.0140602466789476,1.12627293272718,2.87347743921146,-0.822696172623114,0,0.7,0,0,8,0.466666666666667,0,1.16666666666667
6,9,2,80,8,2.95126579281896,1.4,60,0,-1.04873420718104,-0.373235360571996,-0.771563395807757,3.65332825550558,1.12627293272718,2.8,0,0.7,0.7,6,0.175,0.466666666666667,1.4
6,9,2,81,4,1.12877786509853,0,60.05,0,-0.871222134901473,-1.30562007532048,-1.04791007885944,2.95126579281896,-0.771563395807757,1.4,2.8,0,0.7,8,0,0.175,1.4
6,9,2,82,6,3.94339931100467,0.7,60.75,0,0.943399311004669,0.134340087954048,1.49343754405376,1.12877786509853,-1.04791007885944,0,1.4,2.8,0.7,4,0.116666666666667,0,0.7
6,9,2,83,8,5.14401321737978,2.8,63.55,0,1.14401321737978,0.748574090600537,0.669799732125884,3.94339931100467,1.49343754405376,0.7,0,1.4,2.8,6,0.35,0.116666666666667,1.16666666666667
6,9,2,84,8,5.44968088454698,0,63.6,0,1.44968088454698,0.904953650829506,0.870724881972787,5.14401321737978,0.669799732125884,2.8,0.7,0,0.7,8,0,0.35,1.16666666666667
6,9,2,85,8,3.89370943107633,2.8,66.4,0,-0.106290568923669,0.108918748356578,-0.152065000723846,5.44968088454698,0.870724881972787,0,2.8,0.7,0.7,8,0.35,0,1.86666666666667
6,9,2,86,8,5.84552939253399,0,66.45,0,1.84552939253399,1.1074697238247,1.13092878747928,3.89370943107633,-0.152065000723846,2.8,0,2.8,0,8,0,0.35,0.933333333333333
6,9,2,87,6,2.44110126731766,0,66.5,0,-0.558898732682337,-0.634235501285845,-0.408133353318226,5.84552939253399,1.13092878747928,0,2.8,0,1.4,8,0,0,0.933333333333333
6,9,2,88,4,2.65854511083626,2.8,69.3,0,0.658545110836258,-0.522991243955433,1.40314614904761,2.44110126731766,-0.408133353318226,0,0,2.8,0,6,0.7,0,0.933333333333333
6,9,2,89,8,4.8978639140355,2.8,72.1,0,0.897863914035497,0.622644121741284,0.507997909520592,2.65854511083626,1.40314614904761,2.8,0,0,0,4,0.35,0.7,1.86666666666667
6,9,2,90,10,6.90118562373073,0.7,72.8,0,1.90118562373073,1.64754338852544,0.632301941441822,4.8978639140355,0.507997909520592,2.8,2.8,0,0,8,0.07,0.35,2.1
6,9,2,91,8,5.80934774005391,0,72.85,0,1.80934774005391,1.08895919258131,1.10714542820663,6.90118562373073,0.632301941441822,0.7,2.8,2.8,1.4,10,0,0.07,1.16666666666667
6,9,2,92,6,3.38228049771806,0,72.9,0,0.382280497718057,-0.152728263341228,0.783187530883919,5.80934774005391,1.10714542820663,0,0.7,2.8,0.7,8,0,0,0.233333333333333
6,9,2,93,10,4.12698153798056,0.7,73.6,0,-0.873018462019445,0.228260744287779,-1.21228311695567,3.38228049771806,0.783187530883919,0,0,0.7,2.8,6,0.07,0,0.233333333333333
6,9,2,94,10,7.93055964800806,1.4,75,0,2.93055964800806,2.17417107773916,1.31673894967693,4.12698153798056,-1.21228311695567,0.7,0,0,2.8,10,0.14,0.07,0.7
6,9,2,95,4,1.34155671218878,2.8,77.8,0,-0.658443287811224,-1.19676242988362,-0.706987026819633,7.93055964800806,1.31673894967693,1.4,0.7,0,1.4,10,0.7,0.14,1.63333333333333
6,9,2,97,4,1.54290398685043,0.7,79.9,0,-0.457096013149567,-1.09375317621706,-0.384380112005236,1.9793440336266,-2.64026026965825,1.4,2.8,1.4,0,10,0.175,0.14,1.63333333333333
6,9,2,98,6,2.26152221660868,0.7,80.6,0,-0.738477783391318,-0.726108132881011,-0.635439977353897,1.54290398685043,-0.384380112005236,0.7,1.4,2.8,0.7,4,0.116666666666667,0.175,0.933333333333333
6,9,2,99,8,3.60698852858468,1.4,82,0,-0.393011471415321,-0.0377676481983167,-0.340535835180348,2.26152221660868,-0.635439977353897,0.7,0.7,1.4,0,6,0.175,0.116666666666667,0.933333333333333
6,9,2,100,4,2.28902338073203,1.4,83.4,0,0.289023380732033,-0.71203853896141,0.811083179702126,3.60698852858468,-0.340535835180348,1.4,0.7,0.7,2.8,8,0.35,0.175,1.16666666666667
6,9,2,101,6,2.90331887214461,2.8,86.2,0,-0.0966811278553905,-0.397765002319439,0.17693000963123,2.28902338073203,0.811083179702126,1.4,1.4,0.7,1.4,4,0.466666666666667,0.35,1.86666666666667
6,9,2,102,4,1.67500821722115,2.8,89,0,-0.324991782778852,-1.02616865986565,-0.172717261015863,2.90331887214461,0.17693000963123,2.8,1.4,1.4,0,6,0.7,0.466666666666667,2.33333333333333
6,9,2,103,10,8.45197775531324,2.8,91.8,0,3.45197775531324,2.44092855023037,1.66343299964008,1.67500821722115,-0.172717261015863,2.8,2.8,1.4,0.7,4,0.28,0.7,2.8
6,9,2,104,8,4.07234574726272,0,91.85,0,0.072345747262716,0.200309077026406,-0.0346416273900382,8.45197775531324,1.66343299964008,2.8,2.8,2.8,2.8,10,0,0.28,1.86666666666667
6,9,2,105,8,1.31123467524867,1.4,93.25,0,-2.68876532475133,-1.21227518216745,-1.84960838861082,4.07234574726272,-0.0346416273900382,0,2.8,2.8,0,8,0.175,0,1.4
6,9,2,106,10,3.93866569875081,1.4,94.65,0,-1.06133430124919,0.131918372208274,-1.33749545626662,1.31123467524867,-1.84960838861082,1.4,0,2.8,2.8,8,0.14,0.175,0.933333333333333
6,9,2,107,8,5.97321259385535,0,94.7,0,1.97321259385535,1.17279244197905,1.21485904610357,3.93866569875081,-1.33749545626662,1.4,1.4,0,0,10,0,0.14,0.933333333333333
6,9,2,108,8,3.36088115713346,1.4,96.1,0,-0.639118842866537,-0.163676164703587,-0.502310094609019,5.97321259385535,1.21485904610357,0,1.4,1.4,0,8,0.175,0,0.933333333333333
6,9,2,109,10,5.69815168997957,2.8,98.9,0,0.698151689979568,1.0320713000182,-0.167602589858182,3.36088115713346,-0.502310094609019,1.4,0,1.4,2.8,8,0.28,0.175,1.4
6,9,2,110,10,6.56469332336428,0.7,99.6,0,1.56469332336428,1.47539394779654,0.408566177836707,5.69815168997957,-0.167602589858182,2.8,1.4,0,2.8,10,0.07,0.28,1.63333333333333
6,9,2,111,6,2.27987284464871,1.4,101,0,-0.720127155351292,-0.716719952673993,-0.612212216140969,6.56469332336428,0.408566177836707,0.7,2.8,1.4,0.7,10,0.233333333333333,0.07,1.63333333333333
6,9,2,112,8,4.50220043419267,0,101.05,0,0.502200434192673,0.420222709133587,0.247915628940746,2.27987284464871,-0.612212216140969,1.4,0.7,2.8,0,6,0,0.233333333333333,0.7
6,9,2,113,6,3.27538261331392,2.8,103.85,0,0.275382613313923,-0.207417214604698,0.647878890346351,4.50220043419267,0.247915628940746,0,1.4,0.7,0,8,0.466666666666667,0,1.4
6,9,2,114,4,2.97975924733828,0.7,104.55,0,0.979759247338279,-0.358658110945204,1.91780869784953,3.27538261331392,0.647878890346351,2.8,0,1.4,0.7,6,0.175,0.466666666666667,1.16666666666667
6,9,2,115,6,4.23261970620797,2.8,107.35,0,1.23261970620797,0.282305224830632,1.85952541107598,2.97975924733828,1.91780869784953,0.7,2.8,0,1.4,4,0.466666666666667,0.175,2.1
6,9,2,117,8,4.28521637534959,1.4,110.15,0,0.285216375349592,0.30921367761565,0.105285055869412,NaN,NaN,1.4,2.8,0.7,1.4,4,0.175,0.35,1.86666666666667
6,9,2,119,6,1.94094702832626,0.7,112.25,0,-1.05905297167374,-0.890114380020332,-1.04121594905209,NaN,NaN,1.4,1.4,1.4,0.7,4,0.116666666666667,0.35,1.16666666666667
6,9,2,120,8,4.41474780550288,1.4,113.65,0,0.414747805502884,0.375481949529805,0.190430214513875,1.94094702832626,-1.04121594905209,0.7,1.4,1.4,1.4,6,0.175,0.116666666666667,1.16666666666667
6,9,2,121,10,5.19431946681516,0.7,114.35,0,0.194319466815159,0.774310764800921,-0.502603679201958,4.41474780550288,0.190430214513875,1.4,0.7,1.4,1.4,8,0.07,0.175,0.933333333333333
6,9,2,122,6,3.58823793479405,0,114.4,0,0.588237934794051,-0.0473604508594059,1.04388324974397,5.19431946681516,-0.502603679201958,0.7,1.4,0.7,2.8,10,0,0.07,0.7
6,9,2,123,6,2.51860108258279,0.7,115.1,0,-0.481398917417209,-0.594586600434458,-0.3100360457439,3.58823793479405,1.04388324974397,0,0.7,1.4,2.8,6,0.116666666666667,0,0.466666666666667
6,9,2,124,6,2.54372972259398,0.7,115.8,0,-0.45627027740602,-0.581730789708647,-0.278228848272923,2.51860108258279,-0.3100360457439,0.7,0,0.7,2.8,6,0.116666666666667,0.116666666666667,0.466666666666667
6,9,2,125,8,1.28139500169573,0.7,116.5,0,-2.71860499830427,-1.22754115737127,-1.86922296196617,2.54372972259398,-0.278228848272923,0.7,0.7,0,0,6,0.0875,0.116666666666667,0.7
6,9,2,126,6,2.78697722163497,2.8,119.3,0,-0.21302277836503,-0.457285383757289,0.029667688621748,1.28139500169573,-1.86922296196617,0.7,0.7,0.7,1.4,8,0.466666666666667,0.0875,1.4
6,9,2,127,4,2.0223685019123,0.7,120,0,0.0223685019122968,-0.848459159006676,0.383837725693387,2.78697722163497,0.029667688621748,2.8,0.7,0.7,1.4,6,0.175,0.466666666666667,1.4
6,9,2,128,10,8.19309816377108,0.7,120.7,0,3.19309816377108,2.30848576669097,1.49130239506937,2.0223685019123,0.383837725693387,0.7,2.8,0.7,0,4,0.07,0.175,1.4
6,9,2,129,6,4.0518217343988,0,120.75,0,1.0518217343988,0.189808993273559,1.63067590751647,8.19309816377108,1.49130239506937,0.7,0.7,2.8,1.4,10,0,0.07,0.466666666666667
6,9,2,130,8,2.5252955239971,1.4,122.15,0,-1.4747044760029,-0.591161724607549,-1.05156729967679,4.0518217343988,1.63067590751647,0,0.7,0.7,2.8,6,0.175,0,0.7
6,9,2,131,6,2.67960577074427,0,122.2,0,-0.320394229255726,-0.512216611606942,-0.106240380406459,2.5252955239971,-1.05156729967679,1.4,0,0.7,0.7,8,0,0.175,0.466666666666667
6,9,2,132,4,1.53470146342988,0,122.25,0,-0.465298536570117,-1.09794958670811,-0.397522533619053,2.67960577074427,-0.106240380406459,0,1.4,0,1.4,6,0,0,0.466666666666667
6,9,2,133,10,7.88630478654704,0,122.3,0,2.88630478654704,2.1515302932643,1.28731362490298,1.53470146342988,-0.397522533619053,0,0,1.4,0,4,0,0,0
6,9,2,134,4,2.93962250831419,1.4,123.7,0,0.939622508314187,-0.379192064227803,1.85349995779317,7.88630478654704,1.28731362490298,0,0,0,2.8,10,0.35,0,0.466666666666667
6,9,2,136,10,6.04591663210158,2.8,127.2,0,1.04591663210158,1.20998782359459,0.0636284213596788,NaN,NaN,0.7,1.4,0,2.8,8,0.28,0.0875,1.63333333333333
6,9,2,137,10,7.48627159290891,2.8,130,0,2.48627159290891,1.94687333534044,1.02132913744649,6.04591663210158,0.0636284213596788,2.8,0.7,1.4,1.4,10,0.28,0.28,2.1
6,9,2,138,10,6.21615073522253,1.4,131.4,0,1.21615073522253,1.297079580563,0.176818105081771,7.48627159290891,1.02132913744649,2.8,2.8,0.7,1.4,10,0.14,0.28,2.33333333333333
6,9,2,139,10,4.03285147521774,2.8,134.2,0,-0.96714852478226,0.180103809811871,-1.2748707644219,6.21615073522253,0.176818105081771,1.4,2.8,2.8,1.4,10,0.28,0.14,2.33333333333333
6,9,2,140,10,3.41735960531332,0,134.25,0,-1.58264039468668,-0.134781793994924,-1.68411502753235,4.03285147521774,-1.2748707644219,2.8,1.4,2.8,0.7,10,0,0.28,1.4
6,9,2,141,8,6.34979559613157,0.7,134.95,0,2.34979559613157,1.36545228340561,1.46239911752616,3.41735960531332,-1.68411502753235,0,2.8,1.4,1.4,10,0.0875,0,1.16666666666667
6,9,2,142,10,6.7361194426303,0,135,0,1.7361194426303,1.56309554015343,0.522548440295835,6.34979559613157,1.46239911752616,0.7,0,2.8,0.7,8,0,0.0875,0.233333333333333
6,9,2,143,8,5.820429195835,2.8,137.8,0,1.820429195835,1.09462846469571,1.11442962409157,6.7361194426303,0.522548440295835,0,0.7,0,0,10,0.35,0,1.16666666666667
6,9,2,145,10,5.99967722595238,0,139.25,0,0.999677225952382,1.18633174617602,0.0328835608318998,NaN,NaN,1.4,2.8,0,0.7,10,0,0.14,1.4
6,9,2,146,8,3.53094460038119,0.7,139.95,0,-0.46905539961881,-0.0766717173161021,-0.3905219452941,5.99967722595238,0.0328835608318998,0,1.4,2.8,0.7,10,0.0875,0,0.7
6,9,2,147,6,3.39102461698985,2.8,142.75,0,0.391024616989853,-0.1482547724451,0.794255616075316,3.53094460038119,-0.3905219452941,0.7,0,1.4,2.8,8,0.466666666666667,0.0875,1.16666666666667
6,9,2,148,6,2.0164728190789,0,142.8,0,-0.983527180921101,-0.851475389991394,-0.945617311817802,3.39102461698985,0.794255616075316,2.8,0.7,0,0.7,6,0,0.466666666666667,1.16666666666667
6,9,2,149,4,2.94220205282227,2.8,145.6,0,0.942202052822267,-0.377872369411851,1.85763301048423,2.0164728190789,-0.945617311817802,0,2.8,0.7,0.7,6,0.7,0,1.86666666666667
6,9,2,150,4,1.76460380701928,0,145.65,0,-0.235396192980716,-0.980331561487094,-0.0291635086528199,2.94220205282227,1.85763301048423,2.8,0,2.8,0,4,0,0.7,0.933333333333333
6,9,2,151,4,1.70985625955882,0,145.7,0,-0.290143740441181,-1.00834040349131,-0.116882289100951,1.76460380701928,-0.0291635086528199,0,2.8,0,1.4,4,0,0,0.933333333333333
6,9,2,152,8,4.23238541542105,2.8,148.5,0,0.232385415421049,0.282185361678065,0.0705575734419311,1.70985625955882,-0.116882289100951,0,0,2.8,0,4,0.35,0,0.933333333333333
