hr,hrv,scl,ebr
90.1526739374333,0.0378138742470382,NaN,0.63607512382296
85.0174648905866,0.0806209082534298,NaN,0.550050181138845
76.1352459779169,0.0648652428097437,NaN,0.409140876924287
78.971906838109,0.050025447454444,NaN,0.50859917284425
62.8408350126998,0.0788149412945088,NaN,0.363389314761202
74.9497242791122,0.040479051689616,NaN,0.38747532127856
82.2068838760285,0.0584564293834854,NaN,0.539419659121119
68.5008115676807,0.082451553446344,NaN,0.371508583384572
68.2964558848461,0.100577384851334,0.256408512592316,0.401199917737238
NaN,NaN,NaN,NaN
70.6878902360753,0.0630978648702803,NaN,0.41177411788005
77.3559233951372,0.0789537728965691,2.79732513427734,0.441859399585882
79.238105324823,0.0862109443864343,0.456840008497238,0.371675743539589
84.5717339086732,0.044722388080284,0.643181920051575,0.517160637276277
70.0094638122855,0.0721829653247978,0.585579454898834,0.329963908984923
84.4857250528829,0.0610462085351118,NaN,0.348432492799947
79.5450157458394,0.060026983248258,2.52394604682922,0.380725116090163
NaN,NaN,NaN,NaN
88.1180868215732,0.067241086918131,0.789515316486359,0.266844048719509
73.7758633162577,0.0667080260563764,0.750701069831848,0.380020358558997
76.5804065945791,0.068922563289183,0.627333521842957,0.343226782690793
66.2929346119299,0.0742673847291347,0.107717990875244,0.531620094618365
93.3983795391862,0.0387491275668285,-0.229779377579689,0.853078719721686
78.3575891869544,0.0652499243563421,0.499315023422241,0.50103055645213
84.5850272726813,0.0496863435135945,0.0899472162127495,0.468477122047428
84.6879488959747,0.0415286727268711,NaN,0.387698764616766
81.4516163831853,0.0708912841113918,0.280648797750473,0.611255348987738
71.9295069550921,0.0553651261996848,1.79706013202667,0.47970738736076
85.601489582905,0.0550756564298974,0.371566027402878,0.717556050255802
90.9179672394213,0.046782646933234,0.735288619995117,0.511082387753092
106.195447788635,0.104401438140412,0.439320117235184,0.484788494638084
76.3814371670953,0.0835011283575725,-0.0865539535880089,0.356012545139364
68.9593408353107,0.10138346600247,0.0107381194829941,0.325268659106459
NaN,NaN,NaN,NaN
73.0049440073093,0.0867798250922844,0.975474298000336,0.367252316051944
72.12517825399,0.0680686309909685,-0.0689120292663574,0.441640132054463
78.8328642176315,0.052757912932053,0.380664587020874,0.489516369636183
84.0194951912931,0.0727263274507645,0.499584376811981,0.588312990671483
94.1330325411086,0.0452848819818893,0.0694803148508072,0.407457077591924
70.5217883291413,0.0789817043582592,0.170205757021904,0.607184910902847
76.6133162612036,0.0894551643730067,0.512329816818237,0.422535211267606
84.5789286954374,0.0678305897715616,1.39634835720062,0.390403996801248
74.7854119938817,0.0678157194617757,0.0768543481826782,0.455665987612404
76.783717738426,0.0619366332569818,1.08848416805267,0.40213694764627
66.520057377334,0.105798543063162,0.269923061132431,0.276854780845042
83.4502630661228,0.0598801854674864,0.970178782939911,0.331329279941777
85.3485544764524,0.0640075163938387,3.40553545951843,0.529335279787079
64.2533969859204,0.0767860769213136,-0.164107263088226,0.493173003181406
74.2479607188523,0.0537200068362822,0.661933422088623,0.390614271458609
80.8776661442463,0.0530433381351109,0.00642030872404575,0.487923519093143
89.7849536348717,0.0481385542945724,0.776394546031952,0.341556544875066
47.1806300391474,0.104538979471157,0.122966662049294,0.157080270472591
