A	DA	B	DB	R
24.1	0	23.2	4	0
27.8	0	32.7	4	1
25.2	0	26.1	1	0
26.9	0	28	1	1
29	0	39.5	4	1
24	0	29	6	0
23.2	0	26.9	4	1
24.5	0	36.7	9	1
25.5	0	33.3	6	1
21	0	31.5	12	0
29	0	48	12	1
27.2	0	38.1	9	0
28.6	0	31.5	2	1
26.9	0	28.1	6	0
27.5	0	47.9	9	0
22.3	0	29.3	6	0
23.2	0	64.9	6	1
23.5	0	20.5	4	0
29	0	47.3	2	0
28.2	0	46.8	12	0
24.5	0	51.5	1	1
27.3	0	42.5	9	0
23.1	0	24.7	1	0
29.2	0	53.3	1	1
24.9	0	45.5	12	0
29.9	0	34.6	2	0
22	0	77.6	9	1
20.4	0	23.7	2	0
23.9	0	35.8	6	0
20.5	0	29.9	1	0
26.5	0	88.7	6	0
25.7	0	27.7	1	1
25.2	0	109.1	4	1
21.8	0	36.4	9	0
22.2	0	57	2	1
29	0	22.6	2	0
27.3	0	21	1	0
29.3	0	95	6	0
29.3	0	30.7	12	0
29.3	0	59.7	12	0
25.3	0	20.6	2	0
28.3	0	26.3	4	0
22.8	0	31.8	4	0
24.5	0	27	1	1
24.4	0	170.2	12	1
25.6	0	110.2	9	0
29.8	0	110.9	6	0
28.2	0	60.5	1	1
23	0	25.3	1	0
23.9	0	25.3	9	0
28.3	0	22.1	1	0
21.9	0	48.7	12	0
30	0	49	6	0
26.9	0	34.9	12	0
