A	DA	B	DB	R
22.8	0	47.6	12	0
27.2	0	131.9	12	0
29.7	0	31.3	1	0
27.5	0	30.5	2	0
23.6	0	18.9	12	0
29.4	0	39.7	6	0
20.3	0	21.7	1	1
20.6	0	34.6	12	0
29.8	0	364.6	9	1
21	0	23.8	2	0
22.1	0	142.9	9	0
28.6	0	44.1	9	0
26.2	0	41.3	9	0
29.3	0	41.5	6	0
21.2	0	30.6	6	0
20.4	0	34.7	9	0
23.5	0	18	2	0
26.1	0	21.2	2	1
29.5	0	38.2	4	0
29.8	0	38.9	4	0
26.9	0	29.1	1	1
25.5	0	19.3	6	0
26.2	0	34.7	4	0
27.2	0	40.8	6	1
23	0	72.3	1	1
23.9	0	41.1	9	0
24.3	0	174.8	6	1
27.9	0	1466.1	12	1
24.4	0	20.9	4	0
23.9	0	37.1	6	0
23.9	0	22.1	4	0
20.7	0	24.8	2	0
28.8	0	31	6	1
22.3	0	34.1	6	0
22.1	0	18.6	4	0
25.4	0	30.3	2	0
21.8	0	16.6	1	0
26.6	0	20.8	1	1
23	0	-1501.2	12	1
24.8	0	1932	12	1
26.2	0	669.7	12	0
27.4	0	72.3	1	0
23.9	0	47.2	12	0
22.9	0	19	9	1
23.6	0	27.3	2	0
24.3	0	14.9	2	0
25.6	0	1197.9	4	1
20.7	0	15	6	0
26.6	0	107.5	1	1
23.8	0	31.9	4	0
29.7	0	22.9	6	0
22.2	0	17.7	6	0
28.6	0	59.1	12	1
25.5	0	52	12	0
25.9	0	-292.7	12	1
25.9	0	141.9	4	1
21.5	0	-473.3	12	1
24.8	0	73.5	2	1
27.6	0	58	12	0
28.7	0	31.5	1	0
28.4	0	28.2	9	0
20.5	0	72.2	4	0
28.9	0	22.3	1	0
20.9	0	126.1	6	1
27	0	68.5	12	0
20.9	0	53.8	12	0
21.2	0	16.9	1	0
27.4	0	22.1	1	1
20.3	0	31.1	4	0
25.3	0	28.8	1	0
21.8	0	394.9	9	1
25	0	45.3	6	0
29.3	0	30.6	1	0
29.2	0	68.2	12	1
27.2	0	35.4	6	0
28.5	0	63.2	12	0
21.1	0	22.5	1	0
28.9	0	41.3	6	0
24.9	0	34.7	1	0
26.6	0	28.2	1	0
28.7	0	44.2	9	0
25.2	0	27	1	1
20.1	0	22.6	2	0
25.1	0	22.1	9	0
22.7	0	181.4	12	1
20.3	0	50.3	4	1
25.5	0	36.8	6	0
24.4	0	96.8	12	0
21.1	0	17.7	6	0
29.1	0	112.3	6	1
22.6	0	24.4	1	0
26.4	0	51	12	0
20.1	0	40.6	12	0
22.8	0	20.7	2	0
20.7	0	22.8	1	0
29.9	0	32.9	1	0
24.2	0	56.3	6	0
27.6	0	28.2	6	0
26.1	0	49.1	9	0
22.7	0	25.1	1	0
24.3	0	26.9	1	0
29.9	0	42.6	4	0
20.5	0	19.7	2	0
29.8	0	29.8	2	0
