A	DA	B	DB	R
22	0	19.9	2	0
28.5	0	28.9	4	0
21.7	0	23.7	2	0
25.8	0	28.1	4	0
22.1	0	30.5	4	0
28.5	0	30.9	1	0
28.1	0	57.5	12	0
29.7	0	41.7	4	1
27.4	0	41.8	9	1
25	0	38.7	9	1
27.3	0	20.8	2	0
28.5	0	60.6	4	1
25.5	0	41.3	12	1
23.7	0	26	2	0
26.1	0	41.7	1	1
24.6	0	38.7	12	0
25.4	0	24.7	6	0
21.9	0	26.2	12	0
20.5	0	25.3	4	0
29.8	0	29.9	4	0
24.6	0	34.6	2	1
27.9	0	29.7	1	0
22.7	0	31.6	12	0
20.7	0	37.3	12	0
23.8	0	50.7	9	1
29	0	33.2	2	0
25.9	0	32.6	6	0
20.6	0	20.3	4	0
23.9	0	22	1	0
26.6	0	48	9	1
27.8	0	46.9	9	1
25.9	0	41.6	9	1
26.4	0	34.1	6	0
