A	DA	B	DB	R
22.6	0	24.6	2	1
27.6	0	36.1	9	0
22.4	0	26.3	4	0
20.5	0	26.5	6	0
26.9	0	32.9	4	1
29.8	0	32.8	2	1
26.7	0	39.1	1	1
20.6	0	24.5	4	0
27	0	29.8	2	0
29.1	0	47.2	12	0
28.2	0	47.4	12	0
25.6	0	27.2	1	1
22.5	0	38.8	12	0
21.9	0	39	12	0
24.3	0	34.7	6	1
29.1	0	57.5	6	0
26	0	27.8	1	1
27.5	0	21.1	2	0
24	0	24.3	9	0
26	0	29.8	2	0
25.6	0	27.5	1	0
21.9	0	35.1	1	0
26.1	0	37	6	0
20.5	0	26.6	4	0
23.3	0	76.1	4	1
28.7	0	106.2	6	1
25	0	29	2	0
22.5	0	20.2	4	0
22.3	0	39	9	0
27.9	0	63.9	4	0
25.1	0	58.6	2	1
29.7	0	35	2	0
28.8	0	44.2	6	0
25.6	0	46.1	1	0
27.7	0	37.2	4	0
23	0	20.2	6	0
28.4	0	58.8	12	0
22.4	0	41.2	9	0
25.2	0	47.1	9	0
28.2	0	194.2	9	0
21.5	0	23.6	1	0
23.5	0	16.7	1	0
25.2	0	18.5	1	0
20.3	0	21.6	9	0
22.9	0	70	4	0
20.3	0	24.4	2	0
28.1	0	61.9	12	0
23.8	0	372.9	9	1
22.3	0	17.8	2	0
22.6	0	37.1	6	0
28.2	0	55.6	9	0
25.1	0	37.8	4	0
28.6	0	20	1	0
25.9	0	23.2	9	0
22.6	0	48.3	4	0
21.1	0	27.5	6	0
28.3	0	37.5	6	0
21	0	31.8	9	0
29.4	0	51.1	12	0
29.8	0	32	1	0
22	0	40.7	12	0
24.1	0	47	12	0
29.9	0	46.1	6	0
25.6	0	38.7	1	0
25.6	0	22.5	9	0
25.4	0	58.1	1	1
25.7	0	38.8	6	0
29.1	0	167.3	9	0
27.9	0	170.3	4	0
21.6	0	-140	9	0
21.9	0	15.4	12	0
21.6	0	23.2	1	0
23.9	0	25.7	1	1
24.4	0	26.3	1	0
23.8	0	273.6	1	1
29.9	0	34.5	2	0
25.2	0	-120.4	9	0
25.4	0	29.3	2	0
28.1	0	19.7	12	0
28.9	0	55	12	0
28.5	0	48.6	9	0
28.1	0	380.9	1	1
27.1	0	-373	4	0
22	0	12	1	0
23.5	0	25.5	1	0
28.9	0	31.4	1	0
27	0	53.2	12	0
27.6	0	32.4	2	0
26.3	0	518.2	1	1
20.3	0	-58.3	12	0
24.3	0	48.7	12	0
29.7	0	40.2	4	0
29.1	0	31.7	1	0
23.7	0	25.9	1	0
22.5	0	-65.3	9	1
26.8	0	31.7	2	0
28.2	0	777.8	1	1
27.2	0	15.4	1	0
24.6	0	29.2	2	0
29	0	53.1	9	0
21.4	0	16.6	12	0
21.7	0	26	2	0
29.5	0	63.4	12	0
23.3	0	18.8	12	0
27.6	0	38.8	4	0
22.7	0	-108	9	1
26	0	-102.1	12	1
27.6	0	21.3	6	0
29.1	0	25.1	9	0
27.9	0	33.9	2	0
21.7	0	49.6	12	0
