A	DA	B	DB	R
21.3	0	29.2	2	0
20.9	0	29.2	9	0
24.9	0	61.1	2	1
22.8	0	44.7	1	1
26.9	0	39.3	9	0
30	0	40.6	6	0
23.2	0	22.4	6	0
26.3	0	22.1	1	0
21.6	0	31	6	0
27.2	0	46.8	9	0
22.5	0	34.9	12	0
22.5	0	47.7	12	0
23.1	0	55.5	9	1
25.9	0	57.5	12	0
28.4	0	35.7	6	0
20.8	0	25.8	12	0
28.2	0	38.3	12	0
24.3	0	25.8	1	0
24.2	0	29.1	1	0
30	0	24.7	2	0
20.6	0	25.9	4	0
26.9	0	24.1	2	0
29.1	0	30.2	4	0
27.9	0	33.5	6	0
24.1	0	47.4	12	1
28.2	0	32.3	2	0
23.9	0	34.7	6	1
29.4	0	31.4	1	0
24.5	0	28	2	0
28.7	0	28.5	2	0
26.8	0	44.6	9	1
28.5	0	34.4	1	0
26.8	0	43	9	1
26.5	0	29.8	2	0
20.5	0	23.2	2	0
22.7	0	32.1	1	1
26.6	0	30.2	2	0
29.8	0	31.9	1	0
26.5	0	30.4	2	0
24.5	0	40.7	9	1
24	0	32.5	1	1
28.5	0	37.2	1	1
26.2	0	37.6	12	0
22.7	0	22.7	2	0
24.5	0	37.8	12	0
27.4	0	51.8	12	1
