A	DA	B	DB	R
22.6	0	26.5	4	0
24.1	0	50.5	9	0
28.3	0	23.5	6	0
28.1	0	28.6	12	0
24.5	0	52.5	4	1
22.6	0	28.7	4	0
23.4	0	28.2	9	0
28.8	0	38.7	4	0
21.4	0	33.9	6	1
21.9	0	41.4	4	1
25.8	0	34	4	0
24.7	0	27.4	4	0
22.5	0	28.4	1	0
25.1	0	77.7	9	1
26.3	0	45.3	9	0
24.4	0	66.9	9	1
22.5	0	70.7	12	1
27.8	0	36.1	1	0
28.2	0	25.5	2	0
26.7	0	29.1	1	0
21.5	0	38.4	9	0
20.4	0	44.6	6	1
23.1	0	33.2	9	0
26.3	0	44.8	12	0
27.7	0	28.2	6	0
22.3	0	21.1	2	0
28.6	0	38.1	4	0
22.7	0	26.7	9	0
23.5	0	25	4	0
22.9	0	35.2	4	0
28.9	0	31.1	1	0
22.9	0	33.5	6	0
20.5	0	29.3	12	0
22.4	0	22.6	2	0
22.7	0	28.6	1	0
27.2	0	26.8	4	0
22.8	0	86.6	12	1
28.4	0	43.5	2	1
30	0	46.9	6	0
29.1	0	35.1	2	0
26.3	0	51.2	9	1
24	0	44.9	9	0
22.8	0	27.6	2	0
26.6	0	34.3	1	0
24.1	0	33.7	4	0
27.9	0	87	9	1
26.9	0	39	9	0
22.2	0	31.9	4	0
