A	DA	B	DB	R
21.2	0	26.7	6	0
29.7	0	48	4	0
21.1	0	65.8	4	1
27.7	0	29.2	1	0
22.9	0	19.3	6	0
24.4	0	40.6	12	0
22.2	0	56.2	6	1
23.5	0	80.4	12	1
27.6	0	31.5	2	0
23.3	0	48.1	6	1
20.1	0	55.7	12	1
26.8	0	36.6	9	0
27.5	0	26.9	1	0
24.2	0	42.8	9	0
29.3	0	62.6	9	1
27.2	0	29.8	1	0
29.3	0	33.3	2	0
25.4	0	38.1	12	0
28	0	25.6	2	0
21.9	0	36.7	12	0
29.1	0	47	9	1
22.4	0	30.1	6	0
23.3	0	26.2	2	0
24.8	0	30.1	1	0
25	0	42.4	12	0
23.3	0	37.8	1	0
28.4	0	82.8	1	1
29.8	0	24.7	9	0
28.8	0	20.9	2	0
22.2	0	23.7	1	0
24	0	33.3	6	1
26.8	0	45.5	12	0
25.6	0	192.8	12	1
25	0	34.7	6	0
23	0	21.1	6	0
24.7	0	45.5	12	0
22.5	0	37.9	9	0
24.6	0	23.3	4	0
22.1	0	37.5	2	1
21.6	0	38.1	9	0
21.1	0	49.9	6	1
27.1	0	96.9	12	1
29.5	0	34.9	2	0
28.4	0	27.8	2	0
29	0	42.7	2	0
28.6	0	68.1	6	1
28.7	0	40.3	1	1
25.6	0	25.1	2	0
28.6	0	42.8	2	0
23	0	32	4	0
22.9	0	90.5	12	1
23.5	0	44.6	9	0
27.3	0	52.3	4	0
24.2	0	23	2	0
22.2	0	20	1	0
