A	DA	B	DB	R
23.7	0	49.5	12	0
26.4	0	19.7	1	0
27.9	0	38	6	0
24.4	0	35	6	0
23.9	0	35.9	6	0
21.3	0	27.5	1	0
26.7	0	37.5	6	0
22.6	0	32.8	6	0
28.5	0	29.2	6	0
22	0	30	4	0
21.8	0	30.6	9	0
22.6	0	31.9	4	0
28.1	0	51.7	12	0
20.4	0	30.6	12	0
21	0	26.3	12	0
20.9	0	34.9	6	0
22.4	0	31.4	6	0
21.6	0	24.8	9	0
27.7	0	61.3	6	0
24.9	0	64.6	2	0
20.8	0	31.6	9	0
25.7	0	1008.2	6	1
22.9	0	168.2	4	1
22.6	0	70.2	1	1
23.2	0	36.7	9	0
29.6	0	48.2	9	0
20.3	0	29.7	6	0
24.5	0	20.9	4	0
20.3	0	16.8	2	0
27	0	37.1	4	0
22.1	0	30.8	12	0
25.5	0	61.3	6	0
29.4	0	35	2	0
26	0	239.8	12	1
26.9	0	29.6	1	0
28.3	0	68.3	4	0
25.6	0	1310.3	12	1
27.5	0	126.8	6	0
26.9	0	31.6	2	0
29.5	0	24.4	6	0
27.2	0	49.3	9	0
21	0	29	4	0
21.4	0	84.9	4	0
27.7	0	57.1	12	0
20.3	0	-532.4	9	0
27.6	0	-180.2	9	0
29	0	19.5	6	0
23.9	0	422.1	2	1
20.6	0	134	1	1
27.5	0	243.4	2	1
28	0	23.6	12	0
28.9	0	25.3	12	0
25.2	0	277.6	4	1
29	0	54.1	9	0
26.1	0	20	4	0
22.8	0	18	4	0
25.6	0	57	12	0
29.7	0	32.9	1	0
26.1	0	84.7	2	1
27.4	0	44.9	6	0
20.4	0	24.8	2	0
25.6	0	18.5	1	0
