A	DA	B	DB	R
29.6	0	40.8	9	0
21.9	0	19.2	1	0
20.5	0	21.7	1	0
27.6	0	38.3	6	0
26.1	0	40.6	12	0
22.1	0	23.7	2	0
24.1	0	38.7	9	0
20.1	0	23.6	4	0
29.4	0	42	2	0
20.5	0	22.6	2	0
28.6	0	30.2	1	0
21.2	0	25.9	4	0
25.1	0	24.9	12	0
25.5	0	56.8	4	0
29.4	0	39.3	6	0
25.7	0	182.8	6	1
22.6	0	16.8	4	0
20.4	0	35.5	12	0
27.4	0	101.1	6	0
27.3	0	192.7	4	1
23.5	0	25.1	1	0
23.7	0	41.9	12	0
20.3	0	29	6	0
27.6	0	67.9	1	1
23.6	0	23.8	12	0
25.4	0	57	2	1
25.4	0	29.8	2	0
20.9	0	19.4	4	0
23.9	0	43.7	9	0
25.1	0	25.7	4	0
24	0	45.9	9	0
29.6	0	71.3	6	0
29.1	0	35.1	2	0
28.7	0	31.7	1	0
21.8	0	24.1	1	0
27.9	0	62.9	12	0
29.8	0	33.1	1	0
22.4	0	107.7	12	0
22.8	0	21.4	4	0
23	0	33	4	0
25.5	0	31.2	2	0
28.7	0	31.9	1	0
28.4	0	45.4	1	1
