A	DA	B	DB	R
27.2	0	29.6	2	0
27.9	0	66.7	12	0
23.4	0	154.4	12	1
28.6	0	30.4	1	0
20.7	0	21.1	9	0
27.1	0	27.7	6	0
23.8	0	45.3	12	0
29.4	0	53.7	9	0
27.3	0	67.1	9	0
28.5	0	38.3	4	1
25.1	0	99.7	6	0
23.1	0	16.5	6	0
22.5	0	28.4	4	0
29.3	0	52.5	12	0
26.3	0	34.2	4	0
28	0	21.8	4	0
21.7	0	434.1	12	0
27.7	0	31.9	2	0
26.8	0	22.8	12	0
23.2	0	44.7	12	0
22.7	0	16.1	2	0
28.9	0	26.9	9	0
20.7	0	18.8	6	0
28.8	0	39.8	4	0
23.1	0	27.7	2	0
29.6	0	64.4	12	0
30	0	33.2	1	0
29.1	0	28.4	4	0
24.8	0	34.7	12	0
21.6	0	32.4	12	0
26.9	0	26.6	4	0
27.5	0	45.8	6	0
22.7	0	49.4	4	0
26.3	0	32.2	4	0
28	0	31.4	2	0
24.5	0	27.7	2	0
29.2	0	25.7	9	0
20.2	0	21.7	1	0
29.8	0	56.8	12	0
23.8	0	23.3	4	0
22.1	0	31.7	1	0
23.8	0	70.5	2	0
21	0	15.8	12	0
21	0	91.3	1	0
21.8	0	33.5	9	0
25.4	0	17.2	9	0
24.8	0	26.5	1	0
25.6	0	-151.6	9	0
28.9	0	19.7	12	0
26	0	29.6	2	0
29	0	-182.4	6	0
25.7	0	14.1	2	0
29.5	0	41.7	6	0
28.5	0	46.3	9	0
20	0	25.9	4	0
23.1	0	13.8	4	0
29.5	0	-103.8	9	0
23.5	0	39.3	9	0
21.9	0	-269.3	2	0
23	0	26.6	2	0
28.7	0	-71.1	9	0
21.5	0	11	1	0
26.5	0	17.1	12	0
21.7	0	14.2	12	0
20.4	0	27.1	4	0
27	0	-82.7	6	0
27.3	0	-59.7	9	0
29.5	0	-93.7	4	0
21.5	0	13	9	0
23.3	0	-102.9	2	0
24.6	0	49.2	12	0
23.6	0	47.6	12	0
29.6	0	-119.8	2	0
24.5	0	37.4	6	0
25.5	0	45.8	9	0
27.5	0	30	1	0
22	0	-39.6	9	0
23.3	0	25.5	1	0
24.9	0	-63.8	4	0
28.3	0	33.6	2	0
24.3	0	11.9	1	0
29.1	0	40.1	4	0
23.7	0	12.1	2	0
20.4	0	-31.3	12	0
22.6	0	13.5	9	0
25.4	0	30.4	2	0
28.4	0	-97.2	2	0
23.7	0	33	4	0
25.3	0	30.3	2	0
20.5	0	-49	4	0
27.9	0	49	6	0
28.1	0	15.2	4	0
24.3	0	11.4	1	0
24.6	0	15.4	12	0
23.6	0	27.9	1	0
25.4	0	34.5	2	0
29.8	0	18	9	0
25.2	0	12	1	0
28	0	15.2	4	0
22.4	0	13.7	9	0
24.3	0	33.3	2	0
28.8	0	60.3	6	0
29	0	18.6	12	0
26.2	0	14.4	4	0
21.5	0	45.5	6	0
21.6	0	25.8	1	0
25.3	0	-63.4	1	0
23.9	0	11.5	1	0
