A	DA	B	DB	R
27.3	0	28.5	1	0
23.3	0	24.5	1	0
20.3	0	22.7	2	0
21.4	0	19.8	1	0
28.3	0	36.4	4	1
26.5	0	44.5	12	0
20.3	0	28.5	4	0
26.4	0	29.9	2	1
23.8	0	57.9	6	1
23.6	0	19.4	1	0
26.4	0	30.4	9	0
24.5	0	27.5	6	0
20.4	0	23.2	2	0
27.9	0	51.1	6	1
23.9	0	44	12	1
29.6	0	27.4	1	0
29.5	0	31.4	1	0
21.7	0	28.1	2	1
21	0	26	6	0
21.5	0	34.6	9	1
24.3	0	33.5	6	1
23.7	0	29.3	6	0
23	0	24	1	0
22.1	0	23.3	1	0
20.3	0	28.6	2	1
24.6	0	34.2	12	0
25.2	0	35.2	6	1
28.3	0	39.3	4	1
22.2	0	26.9	4	0
27.7	0	29.3	1	0
29.1	0	34	4	1
27.6	0	24	1	0
24	0	38	12	1
23.1	0	20.8	2	0
29.2	0	50.8	9	1
20	0	32.9	9	1
20	0	27.2	9	1
23.3	0	32.8	6	1
30	0	39.5	9	1
21.3	0	24.7	1	1
25.7	0	24.2	1	0
25.7	0	28	6	0
24.7	0	32.4	6	1
26.7	0	31.9	6	1
22.9	0	25.7	4	0
28.4	0	39.9	9	1
25.6	0	32.8	6	1
21.7	0	27.7	9	0
