0.45149,0.1999,0.59352,0.21074,0.69109,0.30395,0.80721,0.40957
0.49222,0.19868,0.63608,0.34245,0.67192,0.19264,0.87316,0.32204
0.46322,0.1765,0.5684,0.17671,0.68121,0.27056,0.86839,0.50817
0.46345,0.23005,0.56556,0.20129,0.71993,0.26952,0.87176,0.29971
