2.1516,0.41324,3.1565,0.58803,4.078,0.81672,4.9283,0.89393
2.217,0.39089,3.2069,0.60303,4.0388,0.80132,4.9328,1.0245
2.199,0.44852,3.1605,0.58539,4.152,0.82121,4.9541,0.94795
2.2571,0.48882,3.2242,0.60439,3.962,0.73989,4.9204,0.91489
