12,892.558302,85.037262,67.878893,6.773403,56.041965,323,34.545455,32.99795,74.807777,24,420,0,0.046875,0.253906,2500.952733,2562.3728,1270.210463,39.483559,40.453223,20.05333,66.846666,33.136995,6334.162293,2.017282,0.003906,0.042969,0.152344,2850.014815,2645.447975,1281.995491,42.0454,39.027487,18.912889,67.341483,32.633973,6778.422476,2.063539,0.232972,39.649059,113.339825,1.440282,1.592187,4.550893,1.226477,0.861978,9.63469,426,28.865545,97.904455,3.06957,1.592187,1.697235,1.698307,1.781438,1.913329,1.871905,1.930701,1.698732,1.656617,1.661007,1.65569,1.40271,1.09152,1.369079,1.498418,1.151767,1.496546,1.476742,1.398255,1.363822
13,750.86185,68.88214,80.592482,7.521407,38.063027,270,15.725102,33.427295,62.184733,21.209877,370,0,0.113281,0.164062,1837.091155,1350.422991,852.041588,45.473506,33.427012,21.09058,61.304165,38.679509,4039.915383,1.584926,0.003906,0.042969,0.1875,2245.204916,1452.708835,879.207,49.043329,31.732372,19.205035,62.273244,37.688951,4578.002649,1.652294,0.186165,26.922509,93.597527,1.323272,1.393422,4.075083,1.252791,0.839688,10.981186,462,31.604725,98.538584,3.182491,1.393422,1.782645,1.733709,1.421579,1.724525,1.520319,1.514716,1.354596,1.171319,1.26755,1.315243,0.92379,1.764913,1.060265,1.303993,1.380635,1.335147,1.183118,1.816693,1.211524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t71, t 99 were the messed up ones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t 89 d, t 90 would not even open",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,702.046816,75.034706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,meanrr,sdnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,707.23913,33.764892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,meanrr,sdnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,834.371399,55.516125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,meanrr,sdnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,600.669755,53.259806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,meanrr,sdnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1275.873275,133.245647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,meanrr,sdnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,872.790462,81.249453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,meanrr,sdnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,681.192493,42.562691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,meanrr,sdnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,521.997811,26.843489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
