type,id,session,trial,delay,response,reward,totalvolume,flag,accuracy,normResponse,normAccuracy,lagResponse,lagReward,lagDelay,rewardRate,lagRewardRate,windowReward
1,9,2,145,6,3.87909422899975,2.3,112.54,0,0.879094228999747,0.303075616570886,0.7672727030393,3.86119208499804,0.5,10,0.383333333333333,0.05,1.7
1,9,2,147,10,7.28638532300101,0,113.05,0,2.28638532300101,2.49164330180685,1.76087115212584,NaN,0.5,4,0,0.125,0.933333333333333
1,9,2,148,4,1.11827690399878,1.2,114.25,0,-0.881723096001224,-1.47024970716633,-1.01403270970827,7.28638532300101,0,10,0.3,0,0.566666666666667
1,9,2,149,4,0.718294286998571,0,114.26,0,-1.28170571300143,-1.72716612729959,-1.62463644181857,1.11827690399878,1.2,4,0,0.3,0.4
1,9,2,150,6,1.66731725499994,0,114.27,0,-1.33268274500006,-1.11759067776691,-1.36175735255997,0.718294286998571,0,4,0,0,0.4
1,9,2,151,4,0.54069828199863,0.5,114.77,0,-1.45930171800137,-1.84123940922557,-1.89575018239592,1.66731725499994,0,6,0.125,0,0.166666666666667
1,9,2,152,4,1.94298997900114,2.3,117.07,0,-0.0570100209988595,-0.940520859308433,0.244954206506515,0.54069828199863,0.5,4,0.575,0.125,0.933333333333333
1,9,2,153,8,3.7572485990022,2.3,119.37,0,-0.242751400997804,0.224811857753994,-0.134715263887109,1.94298997900114,2.3,4,0.2875,0.575,1.7
1,9,2,154,6,3.13424693699926,1.2,120.57,0,0.134246936999261,-0.175353924297445,0.0502916103964122,3.7572485990022,2.3,8,0.2,0.2875,1.93333333333333
1,9,2,155,4,1.63244989699888,1.2,121.77,0,-0.367550103001122,-1.13998664303241,-0.229108727684256,3.13424693699926,1.2,6,0.3,0.2,1.56666666666667
1,9,2,156,4,1.46849154799929,0,121.78,0,-0.531508452000708,-1.24530019988608,-0.479403554396036,1.63244989699888,1.2,4,0,0.3,0.8
1,9,2,157,10,3.77180190099898,1.2,122.98,0,-1.22819809900102,0.234159719614026,-0.671484248876881,1.46849154799929,0,4,0.12,0,0.8
1,9,2,158,4,2.35155214600309,0.5,123.48,0,0.351552146003087,-0.678093631507242,0.868655270921354,3.77180190099898,1.2,10,0.125,0.12,0.566666666666667
1,9,2,159,4,1.31407024500004,2.3,125.78,0,-0.685929754999961,-1.34448793123407,-0.71513935870633,2.35155214600309,0.5,4,0.575,0.125,1.33333333333333
1,9,2,160,6,1.91151558699858,0.5,126.28,0,-1.08848441300142,-0.960737458169192,-1.12669495953212,1.31407024500004,2.3,4,0.0833333333333333,0.575,1.1
1,9,2,161,4,1.60185822499989,1.2,127.48,0,-0.398141775000113,-1.15963625409505,-0.275809229906503,1.91151558699858,0.5,6,0.3,0.0833333333333333,1.33333333333333
1,9,2,162,4,1.06294377000086,1.2,128.68,0,-0.937056229999143,-1.50579122846572,-1.09850292589387,1.60185822499989,1.2,4,0.3,0.3,0.966666666666667
1,9,2,163,6,2.50778978000017,0,128.69,0,-0.492210219999833,-0.577739236314612,-0.552728554599872,1.06294377000086,1.2,4,0,0.3,0.8
1,9,2,164,10,4.10746485300115,0.5,129.19,0,-0.892535146998853,0.449762399166764,-0.439180303803952,2.50778978000017,0,6,0.05,0,0.566666666666667
1,9,2,165,4,1.43362517999776,0,129.2,0,-0.566374820002238,-1.2676955292561,-0.532629703538549,4.10746485300115,0.5,10,0,0.05,0.166666666666667
1,9,2,166,4,1.82305679499768,0,129.21,0,-0.176943205002317,-1.01755621779587,0.061867125608834,1.43362517999776,0,4,0,0,0.166666666666667
1,9,2,167,4,1.25823889299863,2.3,131.51,0,-0.741761107001366,-1.38034946740527,-0.800370142375123,1.82305679499768,0,4,0.575,0,0.766666666666667
1,9,2,168,6,2.18245709799885,1.2,132.71,0,-0.817542902001151,-0.786706587543501,-0.865889902326962,1.25823889299863,2.3,4,0.2,0.575,1.16666666666667
1,9,2,169,4,2.34644526600096,0,132.72,0,0.346445266000956,-0.681373877379019,0.860859232153151,2.18245709799885,1.2,6,0,0.2,1.16666666666667
1,9,2,170,6,1.90291965299912,2.3,135.02,0,-1.09708034700088,-0.966258789589557,-1.13496930276651,2.34644526600096,0,4,0.383333333333333,0,1.16666666666667
1,9,2,172,6,2.29817731499861,1.2,136.72,0,-0.701822685001389,-0.712377297656866,-0.754499005808394,3.67040482700031,0.5,4,0.2,0.125,1.33333333333333
1,9,2,173,8,4.77089826999872,1.2,137.92,0,0.770898269998725,0.875898264195393,0.715949691856331,2.29817731499861,1.2,6,0.15,0.2,0.966666666666667
1,9,2,174,8,3.34471478200066,0.5,138.42,0,-0.655285217999335,-0.0401664361599401,-0.480917774698639,4.77089826999872,1.2,8,0.0625,0.15,0.966666666666667
1,9,2,175,10,4.31217799799924,0.5,138.92,0,-0.687822002000757,0.581253534360536,-0.297503449365048,3.34471478200066,0.5,8,0.05,0.0625,0.733333333333333
1,9,2,176,4,1.64349434399992,2.3,141.22,0,-0.356505656000081,-1.13289258527775,-0.21224854358799,4.31217799799924,0.5,10,0.575,0.05,1.1
1,9,2,177,6,3.44587822000176,0.5,141.72,0,0.445878220001759,0.0248127585224163,0.350264155357602,1.64349434399992,2.3,4,0.0833333333333333,0.575,1.1
1,9,2,178,10,3.94810614199741,2.3,144.02,0,-1.05189385800259,0.347403277024939,-0.549468487313895,3.44587822000176,0.5,6,0.23,0.0833333333333333,1.7
1,9,2,180,6,1.90048563299933,0,145.23,0,-1.09951436700067,-0.967822206793951,-1.13731226130002,NaN,1.2,4,0,0.3,1.16666666666667
1,9,2,181,10,3.71787401499751,0,145.24,0,-1.28212598500249,0.199520815751745,-0.708806391796916,1.90048563299933,0,6,0,0,0.4
