type,id,session,trial,delay,response,reward,totalvolume,flag,accuracy,normResponse,normAccuracy,lagResponse,lagNormAccuracy,lagReward,lagReward2,lagReward3,lagDelay,rewardRate,lagRewardRate,windowReward
1,1,2,41,4,1.13675568300005,1.2,1.2,0,-0.863244316999953,-1.59001738290931,-1.30949219754715,5.02772031299992,0.192530071674712,0,0,0,10,NaN,NaN,0.4
1,1,2,42,4,0.617755432999729,0.5,1.7,0,-1.38224456700027,-1.95804043252833,-2.05204317355376,1.13675568300005,-1.30949219754715,1.2,0,0,4,NaN,NaN,0.566666666666667
1,1,2,43,6,2.53868409400002,1.2,2.9,0,-0.461315905999982,-0.595910021374444,-0.558282850918584,0.617755432999729,-2.05204317355376,0.5,1.2,0,4,NaN,NaN,0.966666666666667
1,1,2,44,4,1.55168658300045,0,2.91,0,-0.448313416999554,-1.29578990382964,-0.71583671323783,2.53868409400002,-0.558282850918584,1.2,0.5,1.2,6,NaN,NaN,0.566666666666667
1,1,2,45,6,2.19723623499976,0.5,3.41,0,-0.802763765000236,-0.838030679996633,-0.953196865719671,1.55168658300045,-0.71583671323783,0,1.2,0.5,4,NaN,NaN,0.566666666666667
1,1,2,46,10,3.93971184800012,1.2,4.61,0,-1.06028815199988,0.397558684329804,-0.664296158091177,2.19723623499976,-0.953196865719671,0.5,0,1.2,6,NaN,NaN,0.566666666666667
1,1,2,47,8,3.54069877699931,2.3,6.91,0,-0.459301223000693,0.114618536945527,-0.0897370403746201,3.93971184800012,-0.664296158091177,1.2,0.5,0,10,NaN,NaN,1.33333333333333
1,1,2,48,6,1.94969888000014,0,6.92,0,-1.05030111999986,-1.01355940523623,-1.23949525096176,3.54069877699931,-0.0897370403746201,2.3,1.2,0.5,8,NaN,NaN,1.16666666666667
1,1,2,49,4,1.39816797900039,0,6.93,0,-0.601832020999609,-1.40464993774547,-0.935480902687342,1.94969888000014,-1.23949525096176,0,2.3,1.2,6,NaN,NaN,0.766666666666667
1,1,2,50,8,4.37257421899994,2.3,9.23,0,0.372574218999944,0.704501368539643,0.671402617772811,1.39816797900039,-0.935480902687342,0,0,2.3,4,NaN,NaN,0.766666666666667
1,1,2,51,8,4.03860804600026,2.3,11.53,0,0.0386080460002631,0.467685973061781,0.365834156539659,4.37257421899994,0.671402617772811,2.3,0,0,8,NaN,NaN,1.53333333333333
1,1,2,52,4,3.31020349800019,2.3,13.83,0,1.31020349800019,-0.0488256531102362,1.80013211636562,4.03860804600026,0.365834156539659,2.3,2.3,0,8,NaN,NaN,2.3
1,1,2,53,10,5.48566217699954,0,13.84,0,0.48566217699954,1.49379198024352,0.553167523868461,3.31020349800019,1.80013211636562,2.3,2.3,2.3,4,NaN,NaN,1.53333333333333
1,1,2,54,10,4.24203371899966,0.5,14.34,0,-0.757966281000336,0.611935106945618,-0.426212248602146,5.48566217699954,0.553167523868461,0,2.3,2.3,10,NaN,NaN,0.933333333333333
1,1,2,55,8,2.85495765300038,0,14.35,0,-1.14504234699962,-0.371640457540702,-0.717168430154457,4.24203371899966,-0.426212248602146,0.5,0,2.3,10,NaN,NaN,0.166666666666667
1,1,2,56,6,3.92110111999955,0.5,14.85,0,0.921101119999548,0.384361818096321,1.04060214272388,2.85495765300038,-0.717168430154457,0,0.5,0,8,NaN,NaN,0.333333333333333
1,1,2,57,4,2.23737639699993,0,14.86,0,0.237376396999935,-0.80956729326128,0.265202584186015,3.92110111999955,1.04060214272388,0.5,0,0.5,6,NaN,NaN,0.166666666666667
1,1,2,58,4,2.05417264900007,0,14.87,0,0.0541726490000656,-0.939477061205523,0.00308686866316412,2.23737639699993,0.265202584186015,0,0.5,0,4,NaN,NaN,0.166666666666667
1,1,2,59,6,2.41878236299999,2.3,17.17,0,-0.581217637000009,-0.680932332437304,-0.696959585074897,2.05417264900007,0.00308686866316412,0,0,0.5,4,NaN,NaN,0.766666666666667
1,1,2,60,4,1.90927348200057,0,17.18,0,-0.0907265179994283,-1.04222505280355,-0.204225204650776,2.41878236299999,-0.696959585074897,2.3,0,0,6,NaN,NaN,0.766666666666667
1,1,2,61,6,2.36957759400048,2.3,19.48,0,-0.630422405999525,-0.715823431512863,-0.753869161048969,1.90927348200057,-0.204225204650776,0,2.3,0,4,NaN,NaN,1.53333333333333
1,1,2,62,8,2.67596596099975,0.5,19.98,0,-1.32403403900025,-0.49856345680034,-0.880940154119462,2.36957759400048,-0.753869161048969,2.3,0,2.3,6,NaN,NaN,0.933333333333333
1,1,2,63,6,2.04665554999974,2.3,22.28,0,-0.953344450000259,-0.944807435706086,-1.12735646665837,2.67596596099975,-0.880940154119462,0.5,2.3,0,8,NaN,NaN,1.7
1,1,2,64,10,4.03380268399997,0.5,22.78,0,-0.966197316000034,0.464278491123436,-0.590197932885469,2.04665554999974,-1.12735646665837,2.3,0.5,2.3,6,NaN,NaN,1.1
1,1,2,65,4,2.05700467299994,2.3,25.08,0,0.0570046729999376,-0.937468873138125,0.00713873990056302,4.03380268399997,-0.590197932885469,0.5,2.3,0.5,10,NaN,NaN,1.7
1,1,2,66,8,3.36053690999961,0,25.09,0,-0.63946309000039,-0.013134233343589,-0.254579437368048,2.05700467299994,0.00713873990056302,2.3,0.5,2.3,4,NaN,NaN,0.933333333333333
1,1,2,67,10,3.9026034110002,1.2,26.29,0,-1.0973965889998,0.371245093630579,-0.69351971947877,3.36053690999961,-0.254579437368048,0,2.3,0.5,8,NaN,NaN,1.16666666666667
1,1,2,68,8,3.21932076499979,1.2,27.49,0,-0.780679235000207,-0.113270594237908,-0.383787733349908,3.9026034110002,-0.69351971947877,1.2,0,2.3,10,NaN,NaN,0.8
1,1,2,69,6,2.48000247800064,1.2,28.69,0,-0.519997521999358,-0.637521152152607,-0.626153221045321,3.21932076499979,-0.383787733349908,1.2,1.2,0,8,NaN,NaN,1.2
1,1,2,70,4,1.53958415800025,0,28.7,0,-0.460415841999747,-1.30437173275237,-0.733152056527039,2.48000247800064,-0.626153221045321,1.2,1.2,1.2,6,NaN,NaN,0.8
1,1,2,71,6,2.31911275400034,2.3,31,0,-0.680887245999656,-0.751608046867813,-0.81223611824442,1.53958415800025,-0.733152056527039,0,1.2,1.2,4,NaN,NaN,1.16666666666667
1,1,2,72,6,3.36579821499981,0.5,31.5,0,0.365798214999813,-0.00940344224830615,0.398346249580353,2.31911275400034,-0.81223611824442,2.3,0,1.2,6,NaN,NaN,0.933333333333333
1,1,2,73,10,4.46111213799941,2.3,33.8,0,-0.538887862000593,0.767283602184201,-0.253684054370995,3.36579821499981,0.398346249580353,0.5,2.3,0,6,NaN,NaN,1.7
1,1,2,74,8,4.19426672699956,1.2,35,0,0.194266726999558,0.578063535463724,0.508256915118212,4.46111213799941,-0.253684054370995,2.3,0.5,2.3,10,NaN,NaN,1.33333333333333
1,1,2,75,6,3.17925792900041,1.2,36.2,0,0.179257929000414,-0.141679149110221,0.182596256354855,4.19426672699956,0.508256915118212,1.2,2.3,0.5,8,NaN,NaN,1.56666666666667
1,1,2,76,6,2.71045528700051,2.3,38.5,0,-0.289544712999486,-0.474107077571045,-0.359614592597633,3.17925792900041,0.182596256354855,1.2,1.2,2.3,6,NaN,NaN,1.56666666666667
1,1,2,77,10,4.0225436640003,0.5,39,0,-0.977456335999705,0.456294720641634,-0.599064613584666,2.71045528700051,-0.359614592597633,2.3,1.2,1.2,6,NaN,NaN,1.33333333333333
1,1,2,78,4,2.03978154400011,2.3,41.3,0,0.0397815440001068,-0.949681792994128,-0.0175029654718415,4.0225436640003,-0.599064613584666,0.5,2.3,1.2,10,NaN,NaN,1.7
1,1,2,79,10,4.03305341299983,1.2,42.5,0,-0.966946587000166,0.463747183097169,-0.590787997270782,2.03978154400011,-0.0175029654718415,2.3,0.5,2.3,4,NaN,NaN,1.33333333333333
