type,id,session,trial,delay,response,reward,totalvolume,flag,accuracy,normResponse,normAccuracy,lagResponse,lagNormAccuracy,lagReward,lagReward2,lagReward3,lagDelay,rewardRate,lagRewardRate,windowReward
4,1,1,1,4,0.730667828999685,0,NaN,0,-1.26933217100031,-1.94004375786392,-1.94808536730621,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN
4,1,1,2,4,1.47634742800074,0,NaN,0,-0.523652571999264,-1.46850341913139,-0.978450814855186,0.730667828999685,-1.94808536730621,0,NaN,NaN,4,0,0,NaN
4,1,1,3,4,1.02923448199999,0,NaN,0,-0.970765518000007,-1.75124119322543,-1.55984818964092,1.47634742800074,-0.978450814855186,0,0,NaN,4,0,0,0
4,1,1,4,8,2.96552712100038,0,NaN,0,-1.03447287899962,-0.526800980428007,-0.93870119217437,1.02923448199999,-1.55984818964092,0,0,0,4,0,0,0
4,1,1,5,10,3.62368074499955,0,NaN,0,-1.37631925500045,-0.110608847487314,-1.54777666742065,2.96552712100038,-0.93870119217437,0,0,0,8,0,0,0
4,1,1,6,6,1.58140140399973,0,NaN,0,-1.41859859600027,-1.40207115050807,-2.25686061932509,3.62368074499955,-1.54777666742065,0,0,0,10,0,0,0
4,1,1,7,8,2.45950411299964,0,NaN,0,-1.54049588700036,-0.846791309945905,-1.35871539053746,1.58140140399973,-2.25686061932509,0,0,0,6,0,0,0
4,1,1,8,8,2.59719514399967,0,NaN,0,-1.40280485600033,-0.759720568725192,-1.24442772556397,2.45950411299964,-1.35871539053746,0,0,0,8,0,0,0
4,1,1,9,6,2.21493869400001,0,NaN,0,-0.785061305999989,-1.00144548135121,-1.43418074040988,2.59719514399967,-1.24442772556397,0,0,0,8,0,0,0
4,1,1,10,6,1.82915952199983,0,NaN,0,-1.17084047800017,-1.24539803374049,-1.93513430307859,2.21493869400001,-1.43418074040988,0,0,0,6,0,0,0
4,1,1,11,4,0.96268742600023,0,NaN,0,-1.03731257399977,-1.79332310262702,-1.64638176914035,1.82915952199983,-1.93513430307859,0,0,0,6,0,0,0
4,1,1,12,10,3.07605261499975,0,NaN,0,-1.92394738500025,-0.456908725163327,-1.98785124811461,0.96268742600023,-1.64638176914035,0,0,0,4,0,0,0
4,1,1,13,6,1.73061478499949,0,NaN,0,-1.26938521500051,-1.30771409914941,-2.06309957613006,3.07605261499975,-1.98785124811461,0,0,0,10,0,0,0
4,1,1,14,4,1.45632257499983,0,NaN,0,-0.543677425000169,-1.48116639929038,-1.00448986621644,1.73061478499949,-2.06309957613006,0,0,0,6,0,0,0
4,1,1,15,10,3.65783127200029,0,NaN,0,-1.34216872799971,-0.0890133108903628,-1.52033326554438,1.45632257499983,-1.00448986621644,0,0,0,4,0,0,0
4,1,1,16,6,2.23998309499984,0,NaN,0,-0.760016905000157,-0.985608323748085,-1.40165933226667,3.65783127200029,-1.52033326554438,0,0,0,10,0,0,0
4,1,1,17,8,2.36564661000011,0,NaN,0,-1.63435338999989,-0.906143341054542,-1.43661991910516,2.23998309499984,-1.40165933226667,0,0,0,6,0,0,0
4,1,1,18,10,3.84736780399999,0,NaN,0,-1.15263219600001,0.0308426173408152,-1.36802149542771,2.36564661000011,-1.43661991910516,0,0,0,8,0,0,0
4,1,1,19,10,3.67658293099976,0,NaN,0,-1.32341706900024,-0.0771554517666198,-1.50526441129924,3.84736780399999,-1.36802149542771,0,0,0,10,0,0,0
4,1,1,20,8,2.96324358600032,0,NaN,0,-1.03675641399968,-0.528245003932041,-0.940596594374112,3.67658293099976,-1.50526441129924,0,0,0,10,0,0,0
4,1,2,21,4,1.64184553599989,0.5,0.5,0,-0.358154464000108,-1.36384850566714,-0.763247550482351,2.96324358600032,-0.940596594374112,0,0,0,8,0.125,0,0.166666666666667
4,1,2,22,6,2.30694859400046,2.3,2.8,0,-0.69305140599954,-0.943261806390703,-1.31470128026424,1.64184553599989,-0.763247550482351,0.5,0,0,4,0.383333333333333,0.125,0.933333333333333
4,1,2,23,6,3.52809157299998,2.3,5.1,0,0.528091572999983,-0.171055922349251,0.271013994839841,2.30694859400046,-1.31470128026424,2.3,0.5,0,6,0.383333333333333,0.383333333333333,1.7
4,1,2,24,8,3.31242736100012,2.3,7.4,0,-0.687572638999882,-0.307434033960638,-0.650763640103137,3.52809157299998,0.271013994839841,2.3,2.3,0.5,6,0.2875,0.383333333333333,2.3
4,1,2,25,8,3.36025402299947,0.5,7.9,0,-0.63974597700053,-0.277190212847881,-0.611066083307437,3.31242736100012,-0.650763640103137,2.3,2.3,2.3,8,0.0625,0.2875,1.7
4,1,2,26,10,3.70295595199968,1.2,9.1,0,-1.29704404800032,-0.0604781237662759,-1.48407102198562,3.36025402299947,-0.611066083307437,0.5,2.3,2.3,8,0.12,0.0625,1.33333333333333
4,1,2,27,10,3.76490070199998,2.3,11.4,0,-1.23509929800002,-0.021306543322114,-1.43429215127169,3.70295595199968,-1.48407102198562,1.2,0.5,2.3,10,0.23,0.12,1.33333333333333
4,1,2,28,8,2.85605978500007,1.2,12.6,0,-1.14394021499993,-0.596024095512398,-1.02956234799171,3.76490070199998,-1.43429215127169,2.3,1.2,0.5,10,0.15,0.23,1.56666666666667
4,1,2,29,10,4.82924615399952,1.2,13.8,0,-0.17075384600048,0.651746354513142,-0.578982949930258,2.85605978500007,-1.02956234799171,1.2,2.3,1.2,8,0.12,0.15,1.56666666666667
4,1,2,30,6,2.71098374099984,2.3,16.1,0,-0.289016259000164,-0.687764847199168,-0.79004142036745,4.82924615399952,-0.578982949930258,1.2,1.2,2.3,10,0.383333333333333,0.12,1.56666666666667
4,1,2,31,8,2.88506991099985,2.3,18.4,0,-1.11493008900015,-0.577679159350898,-1.00548307763531,2.71098374099984,-0.79004142036745,2.3,1.2,1.2,6,0.2875,0.383333333333333,1.93333333333333
4,1,2,32,10,4.54677487800018,0.5,18.9,0,-0.453225121999822,0.473121914008969,-0.805977184765393,2.88506991099985,-1.00548307763531,2.3,2.3,1.2,8,0.05,0.2875,1.7
4,1,2,33,4,2.04481476500041,0.5,19.4,0,0.0448147650004103,-1.1090255937942,-0.2392518711894,4.54677487800018,-0.805977184765393,0.5,2.3,2.3,10,0.125,0.05,1.1
4,1,2,34,8,3.09918500200001,1.2,20.6,0,-0.900814997999987,-0.442280654854837,-0.827761162066314,2.04481476500041,-0.2392518711894,0.5,0.5,2.3,4,0.15,0.125,0.733333333333333
4,1,2,35,8,3.61214156000005,1.2,21.8,0,-0.387858439999945,-0.11790580345962,-0.401991910279322,3.09918500200001,-0.827761162066314,1.2,0.5,0.5,8,0.15,0.15,0.966666666666667
4,1,2,36,4,1.72162992100039,1.2,23,0,-0.278370078999615,-1.31339579651551,-0.659500986212427,3.61214156000005,-0.401991910279322,1.2,1.2,0.5,8,0.3,0.15,1.2
4,1,2,37,10,3.72590379200028,2.3,25.3,0,-1.27409620799972,-0.0459667541893723,-1.46563011197229,1.72162992100039,-0.659500986212427,1.2,1.2,1.2,4,0.23,0.3,1.56666666666667
4,1,2,38,10,3.5494655020002,0.5,25.8,0,-1.4505344979998,-0.157539836171876,-1.60741612009823,3.72590379200028,-1.46563011197229,2.3,1.2,1.2,10,0.05,0.23,1.33333333333333
4,1,2,39,8,4.62211800200021,0.5,26.3,0,0.622118002000207,0.520766133134361,0.436318678261507,3.5494655020002,-1.60741612009823,0.5,2.3,1.2,10,0.0625,0.05,1.1
4,1,2,40,6,3.03385355000046,1.2,27.5,0,0.0338535500004582,-0.483593861018754,-0.370778814098622,4.62211800200021,0.436318678261507,0.5,0.5,2.3,8,0.2,0.0625,0.733333333333333
4,1,2,41,6,2.74300629699974,1.2,28.7,0,-0.256993703000262,-0.667514961157624,-0.748458528707604,3.03385355000046,-0.370778814098622,1.2,0.5,0.5,6,0.2,0.2,0.966666666666667
