type,id,D1,D2,D3,D4
1,1,0.544650616582424,0.745952378268244,0.6571931938755,0.805310772379821
1,2,0.487375551922979,0.583164425083055,0.436133942012172,0.659765928116271
1,3,0.373490933248118,0.613096953135466,0.841186142624748,1.00387828595192
1,4,0.861598564656747,1.3012845854125,1.24758463707077,1.49557684783189
1,5,0.369676084011726,0.721108955428538,0.750033263928919,1.2417304735249
1,6,0.319363878665453,0.483729576426757,0.378079447483455,0.637624674534834
1,7,0.66114488347281,0.746567927648165,0.739657985025682,0.952169569667405
1,8,0.500429126492478,0.473482683536157,0.644893052481128,0.785557122197857
1,9,0.607214243335556,0.911903027936661,1.19159683745365,1.35802739614455
1,10,0.599856342489108,0.668491693501086,0.792007961133475,1.44685415081263
1,11,0.533400130825164,0.713637953244053,0.698098969236518,1.00998751200682
1,12,0.530169252217928,0.623407256822647,1.06037983093536,0.910780936698216
1,13,0.398860763184487,0.511297771344706,0.713881553419186,0.82743083907514
1,14,0.317444681220388,0.493663143750198,0.434371841069864,0.576805565890091
1,15,0.41479663586275,0.53185135102116,0.632366348229058,0.833162085515995
1,16,0.543520610376959,0.788600539214303,0.63870871809687,0.962135834359324
1,17,0.732615303937617,0.78323921361981,0.740789644518402,1.06519955119213
1,18,0.760896488944723,0.664750091085218,0.843410753375056,1.23660737292904
1,19,0.244257843249967,0.336830380280931,0.3796728525507,0.469541280893023
1,20,0.507490465718349,0.619863419941699,0.825165470431528,0.767882668726583
1,21,0.54931370136613,0.635035036125187,0.793917064434357,1.195932166256
1,22,0.30673973359838,0.374799519333489,0.504066467128064,0.656042574794211
1,23,0.683422704083069,0.528545707928635,0.596486366785969,0.827461960932145
1,24,0.621429203651356,0.878744715643237,1.03249086936269,1.61063358399035
1,25,0.770451407642259,0.603642939135338,0.581946007913593,0.733229295618301
2,1,0.718093351440142,0.491757776863208,0.654052444763388,0.677948918676928
2,2,0.542845138109812,0.626356627753969,0.792150289898518,0.937171316928422
2,3,0.367105973496015,0.414062114412274,0.492699864133397,0.665649563717279
2,4,0.495173512082608,0.731588116047796,0.842121758396839,1.14206687817743
2,5,0.437408949185277,0.516450600954988,0.661829240957963,0.818908689863019
2,6,0.645537413677874,0.866551597771234,0.682618283860516,0.757902573473169
2,7,0.32906576413397,0.374997508296948,0.564106929467459,0.645227336689619
2,8,0.670486099858386,0.770979545301407,0.998081445391747,0.900680269334736
2,9,0.465433385048462,0.561337765738909,0.615623513491602,0.678093140702189
2,10,0.412169509137942,0.689928537823405,0.671645563097573,1.03558635205993
2,11,0.459436412441865,0.569046981002978,0.545299039063017,0.918602442040872
2,12,0.239351530060923,0.330676181070781,0.346550459895047,0.401392080352891
2,13,0.456323576589072,0.334905485580559,0.468099302688125,0.628576306337136
2,14,0.443873785523606,0.502704398227289,0.532178920429605,0.945511473690374
2,15,0.432283296248314,0.478607253038599,0.603041916738091,1.20599542994013
2,16,0.721807555453475,0.732020610302456,0.623389914013709,0.778169785700089
2,17,0.517305734746152,0.605749922848345,0.760319699271447,0.624364215483387
2,18,0.414609941428025,0.584852541181837,0.766542081362919,0.81911823301414
2,19,0.485219282874245,0.440641349611723,0.756840313104092,0.681009645950894
2,20,0.464912166464799,0.30791997319993,0.431457031590998,0.456780249212502
2,21,0.65390743031911,0.774297580726444,1.16846833179613,1.17243051417609
2,22,0.348371106662678,0.501630573836581,0.603359192358962,0.853632368076535
2,23,0.385335756839564,0.751882942025235,0.567793775039878,0.977630696226519
2,24,0.27347968381118,0.411743719840835,0.724617683841702,0.774560042460273
2,25,0.972490639971387,1.34746586415762,1.39530561279374,1.95382601602295
3,1,0.557589166733684,0.657175184840013,0.606346239470469,1.04202395338115
3,2,0.450772961002587,0.490231737885272,0.53760947127904,0.616423820348302
3,3,0.710356388996791,1.01944269541141,1.22831205763526,1.66138342051032
3,4,0.458427831224559,0.446578654082864,0.561940578476251,0.612759759390958
3,5,0.376215524372762,0.485538485968491,0.618972535883866,0.675257515974034
3,6,0.641441178702129,0.806932090472969,0.905718529415973,1.03873385318591
3,7,0.567023899821652,0.665413125728881,1.03476230067815,1.00701908156932
3,8,0.516847762938897,0.635704602953406,0.70735330320704,0.735646185603085
3,9,0.589162822431858,0.547059709828932,0.706820420218963,0.900833471032072
3,10,0.974084903252157,1.05730667028591,1.2135849819767,1.25949400289973
3,11,0.360879620757193,0.38490249060787,0.468587057408286,0.548978489394935
3,12,0.395531294963395,0.426617938624437,0.491726823519562,0.715686475248829
3,13,0.661191461589081,0.750234433158375,0.95630578431134,0.780313452528569
3,14,0.614341200381145,0.811910846826228,0.813718103820994,1.26605799748322
3,15,0.273691346792966,0.420967233332699,0.499400715310157,0.589298265805741
3,16,0.464633555454879,0.466656375076495,0.844377998386702,0.854384777703811
3,17,0.348597478626051,0.402970657627551,0.445890092310899,0.521384338488077
3,18,0.338361068496647,0.512421139665789,0.633562564385872,0.84570771804774
3,19,0.368481634060387,0.456599198414083,0.565394425023758,0.590031599278708
3,20,0.502014570438843,0.433239311022527,0.595257658585651,0.960858923970413
3,21,0.511115806189791,0.761721576153627,0.719978002045948,0.743800135589968
3,22,0.416492551826853,0.797155007080702,1.08851436563875,1.23312434203116
3,23,0.597200829352665,0.580841573100365,0.678037083793491,0.818057431303065
3,24,0.741900877623471,0.817497174899076,0.766670362754281,0.989161223872305
3,25,0.579565164512441,0.952223358300202,1.1671858544633,1.43076735266678
