type,id,D1S1,D1S2,D1S3,D2S1,D2S2,D2S3,D3S1,D3S2,D3S3,D4S1,D4S2,D4S3
1,12,0.762382879214044,0.496836477383675,0.54123892526247,0.638641517165081,0.609919230373445,0.640848279201302,0.655579690222381,1.16293123109191,0.82689599108888,1.02357873173033,0.85809228516158,1.06599135558745
1,13,0.384056232079022,0.349880275760682,0.492749934593561,0.51639622371854,0.417295402295465,0.68243299372613,0.684644546610068,0.525769372560759,0.921156099569377,1.02584550246395,0.670258430105192,1.02153688461221
1,14,0.201932971710009,0.296906191317762,0.222689644741554,0.526567135846925,0.412032482086117,0.201956119410869,0.186473568528053,0.401336162223328,0.314875997568853,0.491881148786331,0.464464455356084,0.38875101902468
1,15,0.416312885223004,0.407127499613249,0.40565245095672,0.561221217620765,0.542979245790916,0.443067741079567,0.921886301832817,0.582581439827664,0.468841792256122,0.786258702972649,0.861313149940094,0.717537421590738
1,16,0.645205339487392,0.533918204045156,0.502951417876892,0.579167147504795,0.826702002150823,0.871430073486894,0.702121966802501,0.654367091471042,0.346811676714228,0.306871749275719,1.03886834831619,1.08125464545677
1,17,0.848551986275479,0.717316184139051,0.400811741917318,0.658491776483799,0.726751578523236,0.615885357426309,0.866724131327804,0.708831327299489,0.494910850695488,1.05509567073327,0.936469862635009,0.889229921610165
1,18,0.417977577989484,0.713241391586183,0.674309828668139,0.685478899398043,0.587288847372336,0.783496289175082,0.857040931534518,0.802233146260618,0.78875122479654,0.866407734516605,1.23183831378164,1.11793113058864
1,19,0.276886187559847,0.240645343120467,0.165260564915912,0.33598690923679,0.297446037979777,0.155458987470432,0.469667362154417,0.340118523871363,0.282249775656696,0.593463242311299,0.479842362508209,0.2127613533297
1,20,0.554223551676875,0.490684393911103,0.551281710992554,0.468446278670808,0.600529948655569,0.865599658095295,0.608814751724937,0.864638708537022,0.733612666605347,0.742230499602342,0.750529884620639,0.627480217604857
1,21,0.705496231764409,0.50492252527448,0.503084622294742,0.652283709414232,0.6126605628636,0.481080375410209,0.44400766950393,0.747879172218546,0.815419901469817,0.819612053159018,1.29475500499297,0.657690313617293
1,22,0.256151969289381,0.328005687065448,0.119626501090484,0.406430169724537,0.364471938714367,0.284995821768495,0.620658441073933,0.464332467945952,0.407314473330239,0.627313661929808,0.659842973900603,0.499085174898662
1,23,0.518336722904202,0.522502468423625,0.451790899475165,0.77766757076128,0.466598450987945,0.347877162295062,0.54485672308079,0.580858495651227,0.458340899091641,0.360834776763143,0.722713761124902,0.520759979401651
1,24,1.00176467801538,0.535708019803425,0.446544823564413,0.811882118108365,0.66551318466505,0.231502461942052,0.714933347019611,0.770197319645406,1.39689874935377,1.06328604034662,1.25549333105659,1.03370680937945
1,25,1.03563567281173,0.754377382750058,0.489470850297764,0.844880728497992,0.587269794633258,0.287722759993846,0.668339491550982,0.577687130176703,0.378005924327,0.899728487313762,0.723594978946624,0.565564165363171
2,1,0.756308940891565,0.698905929757248,0.693710344338024,0.485627504323716,0.47000645844422,0.621321344336789,0.867667370481835,0.601063756128473,0.287368277315866,0.850374920253191,0.686399138350384,0.530037704301471
2,2,0.376262926565486,0.413402620037737,0.583759543016308,0.624459022471251,0.446223220499753,0.0969061807983073,0.781302433360379,0.697275894819926,0.275957543758766,1.12379777339161,0.700073187133759,0.338363992795139
2,3,0.433598227135983,0.310784925565043,0.4178388958982,0.380358608940201,0.439469983908055,0.347203343351399,0.542439742034016,0.488317439197176,0.481882176806248,0.458215474240339,0.601796473449052,0.975009431659905
2,4,0.352691814669115,0.369047727118564,0.38192597544329,0.668604093733415,0.53131649005657,0.493382419235279,0.697869719809096,0.669191270876072,0.489380705554787,0.495244740497925,0.850933657231272,0.757165432451024
2,5,0.480994144690812,0.406953451895808,0.505131087585984,0.659960636709617,0.501051391943493,0.47462048186834,0.538758659170081,0.65517148150336,0.392239038882007,0.982892966417351,0.712833213219678,1.0233792723667
2,6,0.498209844009645,0.56675554721801,0.688812049011379,0.692379516388247,0.602791366533663,1.34248100497021,0.698686687719964,0.57389544309517,0.731901636328216,0.743778443159682,0.586076583743016,1.04660717171752
2,7,0.412951258023967,0.26356189718526,0.298836854700237,0.484078824454955,0.31447861564007,0.386520755452849,0.613747554142004,0.498010547123494,0.61140594775289,0.598596835627551,0.614837394372138,0.552926455560857
2,8,0.509053850594957,0.666335623728319,0.870958622668207,0.705843270145007,0.761055554633274,0.937663601732106,0.489807098670159,1.02663342785256,0.807617756718814,0.72847607618917,0.905321500597195,1.00401950174445
2,9,0.360461837096261,0.496508822299296,0.454857518411613,0.303909742133099,0.637247853078224,0.455606036046874,0.425010450601826,0.645823907605367,0.653723896576319,0.725145753047016,0.543231539701001,0.658934834978661
2,10,0.481622567583981,0.40243458989941,0.350297994536719,0.450914030165754,0.637999753420107,0.704811892615219,0.303016890872427,0.607096038210722,0.624572984249451,0.746950492998993,0.960508860621778,1.05183418969277
2,11,0.561042954764385,0.386632883528794,0.388433494148419,0.25469050333719,0.565277846279139,0.355052046164144,0.493319408398794,0.468056286429305,0.625968859890893,0.448920809922291,0.999803428324607,0.551821578687308
2,12,0.245817639214019,0.255754343696992,0.0992342027743287,0.37242920957759,0.296952042763868,0.300073575841758,0.219765199323796,0.3331485293591,0.147830810611393,0.300392029581855,0.404998748301347,0.250416245121853
2,13,0.585572230637463,0.431915646558417,0.300116535469872,0.367440370990889,0.270582241697426,0.269088997004612,0.521672013506223,0.459704068142021,0.395993324866347,0.526271498023302,0.615750833253601,0.406636990779082
2,14,0.47278261326211,0.458356984955198,0.386311255094106,0.568175759229598,0.511678903344287,0.343372112542743,0.417012372865376,0.519764835104498,0.439270799848423,0.745057135068049,1.05138444857111,0.469021577674083
2,15,0.754185162942758,0.337640371378971,0.225587006200787,0.516451218930884,0.494531370842606,0.137673785751465,0.616158632678234,0.462185219539613,0.208669674823708,1.51853115732996,0.878845079633284,0.156978090059469
2,16,0.591431634837189,0.677546232486818,0.915192046663618,0.847118626700567,0.5549793752125,0.765536414623564,0.421944956347615,0.557718419968032,0.829496101224043,0.992986893865384,0.692887213130824,0.668427098602996
2,17,0.552785397903239,0.469794198327688,0.521000111656782,0.366838104610977,0.604505585934535,0.677141469756438,0.617562657967529,0.704807200419615,0.518279160367185,0.274534831646486,0.6071772391376,0.725072585536665
2,18,0.416660474654446,0.408674894996455,0.151290623702133,0.566878207257827,0.567645026699526,0.691701842121051,0.694124534652843,0.784274732362147,0.510824730212935,0.817143580830477,0.834321855002638,0.638534057844954
2,19,0.717549970154051,0.412668510230397,0.510295816980746,0.71354089510885,0.380500190033323,0.334803881984368,1.22576450963588,0.499137575629872,0.453162058219886,0.603452254443463,0.626631639436062,0.885479158872882
2,20,0.371495958243478,0.462778146471502,0.558926896482188,0.19208336839456,0.292367158393871,0.199232892542156,0.430148692107296,0.362864323386106,0.352053608409396,0.764986413600396,0.366353506101202,0.41705154275286
2,21,0.601334872570583,0.637213649829865,0.577376877221282,0.399941130922099,0.740535692812731,0.540065367072655,0.760819968737051,1.21757173902544,0.889023503485354,1.06398670679396,1.11706026647047,0.652571885853608
2,22,0.323334697725802,0.340896489381461,0.424515430986944,0.574882281437519,0.471456066787996,0.543731003784375,0.731000706129693,0.567155221835275,0.634918581842691,0.769580700039725,0.878017083575712,0.596460104847086
2,23,0.437255816927097,0.396611365317759,0.21112306039094,0.568405358112752,0.759109421003285,0.658099076027848,0.487151177611793,0.591442137793589,0.447934506754668,1.21634822700444,1.01227527474412,0.547349497151672
2,24,0.217973736546862,0.270484619507165,0.174728840419965,0.362054087556698,0.371268968261441,0.323687020741879,0.34531183902974,0.54741460583656,0.357838942033698,0.377020100370757,0.728057599295558,0.556542961531825
2,25,0.901111769212587,1.08902129459489,0.291462824887884,1.12872492426633,1.24038998039961,1.09760993210073,0.606410276363802,1.40319955632443,1.66213359711431,2.04497557706012,1.78457624990806,1.97433770453489
3,1,0.456198153765591,0.444756430263668,0.587613271293751,0.468586101700086,0.68474705036056,0.366982100042482,0.633834786502194,0.602386359441871,0.53846152852643,0.825322351741762,1.14147740473745,0.600421895455238
3,2,0.701356500401412,0.427224238828688,0.216400120794924,0.528843082042603,0.511229499363322,0.263875547678073,0.63205559990779,0.504450961461942,0.344021929504229,0.728873593500745,0.558722198051821,0.524098176006816
3,3,0.708492418378104,0.713678490688401,0.636181256125408,0.86774607604786,1.10132248316831,0.801192590417212,1.01701558454434,1.00186362682083,0.837746035219719,1.70378200568574,1.67813398628981,1.3758435432728
3,4,0.509207573385242,0.456218280371234,0.386593711406522,0.393283310448125,0.473542682203518,0.393949013327008,0.998191253955255,0.473648061970962,0.352066682587234,0.446073916471784,0.663898345757087,0.400190638840582
3,5,0.330809404118296,0.330241227718978,0.218334075532971,0.467596720050466,0.491786369914027,0.280238320911281,0.484496812340489,0.536646883204476,0.639960890359941,0.487645115149489,0.594685650790806,0.649271757632658
3,6,0.799879880225269,0.618444301412898,0.605315448306798,0.739546083779559,0.754532081801022,1.0523502205868,0.963517355846387,0.870949472235743,0.698426602855746,0.619737604643921,1.11526680971757,0.952972223492918
3,7,0.449042511778562,0.534740144973586,0.817456941828016,0.724543558806454,0.616951582694183,0.81371509680314,1.11358499928302,0.951242116638666,1.35322244068532,0.981295834930586,1.03935243519547,0.965208972302093
3,8,0.485626221424137,0.482235489861568,0.473107123500825,0.761254331242777,0.550083988556367,0.686981982758136,0.609095105045492,0.743246672443004,0.611037878551329,0.784414397891192,0.780362407956172,0.515389931601769
3,9,0.729677195498701,0.573688383029131,0.288271311167492,0.433011262906306,0.598843979989812,0.348455345251016,0.418728918175666,0.733847768484183,0.45059850227926,0.993358895122058,0.948683145471902,0.234993259608411
3,10,0.80789910598967,1.03375306961503,0.763971866541384,0.781263966571507,0.920154696177593,1.13978892101436,1.3662724151762,1.17438537803317,1.14840696353256,1.01130975605266,1.11246610206219,1.12611032713443
3,11,0.435930894700352,0.344264266685452,0.360524071843523,0.406449709695248,0.38989192067274,0.313275030680549,0.451644627898789,0.472851846582971,0.45701429623786,0.366516887267657,0.546014348083074,0.600276311445348
3,12,0.3385681540804,0.376985720153663,0.514754439776318,0.487703482883868,0.348846157262273,0.457339341113796,0.483263537972492,0.456357955117806,0.434430847418957,0.482202213391165,0.653057949324835,0.801252736383611
3,13,0.250763515429652,0.511508203051671,0.542293426824233,0.43418558720647,0.648824899593961,0.595977956934101,0.480069198159896,0.64846257372453,1.02207846885042,0.491097984397709,0.549568148677055,0.652924561902799
3,14,0.737790167276417,0.604526464207168,0.46063213485467,0.825095251514428,0.806105525018981,0.895779996379248,0.974143055233051,0.841490195603761,0.573594012679791,0.93007732559797,1.31973514488644,1.27701409956171
3,15,0.19522568953705,0.281938829309946,0.328394502374235,0.333893743402531,0.367246244942889,0.676099144140598,0.467335359038257,0.492549298485966,0.578795852445037,0.607669447117489,0.570552240881931,0.649382355068141
3,16,0.524239411373747,0.405994643730634,0.367988507763773,0.465217112739385,0.400716111713154,0.424225850348425,0.795365675993767,0.89198257855302,0.65103320382988,0.700553682833915,0.904961512569482,0.775270812511891
3,17,0.215124193042223,0.359613496062117,0.40171054815941,0.281953902510693,0.416636433319984,0.364061475296566,0.351505683036128,0.417645461400504,0.564677525895478,0.389904796148914,0.487834328938043,0.690099073070495
3,18,0.363898132824469,0.314625453875974,0.440310690511841,0.507037700764996,0.550915565279127,0.377822956825549,0.55421724592477,0.63344477475378,0.703617442866256,0.77602303250581,0.910258984636637,0.445528286752589
3,19,0.565549837700812,0.308995535462641,0.281025487906527,0.575385327148996,0.427773673568075,0.477640775939808,0.551126834102517,0.569558250475805,0.330765410378123,0.489413854117571,0.575124352948648,0.479916451681795
3,20,0.945033508526755,0.318527527595548,0.30960452501561,0.580026244549103,0.443406756734798,0.258559130341662,0.504952862192702,0.570928593908028,0.437762513798585,1.62350361829514,0.817521992539655,0.866854204169295
3,21,0.580630992287952,0.475364068202374,0.436366223308333,0.789182130749472,0.723506258471392,0.900472902616923,1.04671004514547,0.667170988761159,0.381059509155711,0.609236879125835,0.707568302935987,0.699068794483387
3,22,0.3561859105127,0.436436267738946,0.282212319940991,0.83464132396105,0.720109632630871,0.575758036597547,0.531466719556232,0.92406910769317,1.05615617644203,0.797542007256619,1.00572102915532,1.15889728250679
3,23,0.337019512233794,0.573385702699233,0.608294701951545,0.682840937736042,0.501581763970608,0.61117471812381,0.535899900381441,0.758839953723666,0.306354222537807,0.792632129810023,0.750926841619217,0.864706517838239
3,24,0.780526380075832,0.719279886255336,0.651151183957216,0.866315956180205,0.810299725918389,0.869808476029581,0.780265183082628,0.800919995217394,0.603592443590432,1.07704895970018,0.982283628741779,0.987143449403122
3,25,0.723139236558659,0.527060583359741,0.559577109264677,0.764523884118584,0.836165177972176,0.98417660934299,0.747524501818837,1.16706385259999,1.01144210649413,0.610681886066735,1.50451306552451,1.49497078772404
