type,id,D1,D2,D3,D4
1,1,1.13263596537617,1.02146591084324,0.964198076385528,1.11119302137287
1,2,1.06413021406402,1.21199465162219,1.05279782217154,1.25149117790279
1,3,1.50580601811017,1.63860612647278,1.47465938050412,1.60840494516727
1,4,1.52438610238191,1.51816916465143,1.62264860111976,1.43781368496669
1,5,1.394190263407,1.72134911554685,1.87362334255074,1.75080243678421
1,6,0.806497703554731,0.870354887998524,0.820626213415763,0.761904994807755
1,7,1.28324463505886,1.44624057823601,1.42749546102613,1.35612734802989
1,8,1.1249066333207,1.0414076543408,1.30554982065424,1.2562154467936
1,9,1.53615079328079,1.43259529497038,1.49379834964085,1.58683586674207
1,10,1.48485659805607,1.5182921456741,1.6475359060375,1.52577782478368
1,11,1.0465590150665,0.991145787909054,1.15947442438672,1.19860733028585
1,12,1.31865948719848,1.42572106747047,1.45816259438484,1.21111339022542
1,13,1.22932017415413,1.39030473898811,1.49366027938983,1.56109868271261
1,14,1.06961811745322,1.16564156982379,1.4259290964807,1.32495270334867
1,15,1.14585510230174,1.2126776236457,1.07660942144814,1.08352110222312
1,16,1.04969673712164,1.03064188519718,1.37049360296513,1.30156002445293
1,17,1.22833086474597,1.43516456959865,1.44340515846889,1.20788431682575
1,18,1.10782004469133,1.20261161077449,1.39227845362742,1.27298184327024
1,19,1.25570585612146,1.45421270519904,1.42899135860947,1.2968773373097
1,20,1.00547771922641,0.973826076843336,0.989616894082297,1.1240565629782
1,21,1.26438462957144,1.47511393580166,1.6533629810497,1.6388555513593
1,22,0.999304228114249,1.05534765095904,1.09779185239691,1.18808513820975
1,23,0.879471478616934,1.00975169922688,1.06610631608573,0.931798315156315
1,24,1.39373042621183,1.56251098420397,1.60714466875593,1.69219340151012
1,25,1.09015052927224,1.11354601207346,1.42384496835153,1.10855329332847
2,1,1.11365105046088,1.16539021912953,1.01366706208709,0.965920742664068
2,2,1.47540826750673,1.43554142653088,1.44650117478526,1.50821250003926
2,3,1.21424620567703,1.31849737040498,1.25666674400218,1.21408110426008
2,4,1.44702740295653,1.66544276120652,1.83061166541033,1.46764436325787
2,5,1.18784088627257,1.13812964762491,1.15626953955845,1.13958917696342
2,6,1.03288164349706,0.946461788715318,1.28220864136957,1.03433780721223
2,7,1.05366521434403,1.20275948047565,1.2147631263244,1.16551212848013
2,8,1.2417550701633,1.22225564422609,1.28964776153028,1.30653149226365
2,9,1.03345089971519,1.11680646668654,1.07920777668273,0.92822763886204
2,10,1.14511849288513,1.36170462085911,1.60168401843869,1.6693279943129
2,11,1.01304619171171,1.06896300231056,1.3176976123503,1.03641415490239
2,12,1.27016022709304,1.18905756569977,1.23158246391101,1.23514718085293
2,13,1.05370409094039,1.08091249988519,1.09154030922945,1.08009613985119
2,14,1.02408800325809,1.14273240044515,1.16645612460393,1.02213880144225
2,15,1.07503115617359,1.11532109424698,1.40715394446273,1.22966747160907
2,16,0.929211385551896,1.02990770907579,0.9223145606662,0.896012854004077
2,17,1.1633414056005,1.20960717369767,1.17587649566357,1.1384538253857
2,18,1.30730809405394,1.47606533827287,1.28894268859636,1.395723178751
2,19,1.36880488382882,1.54103683835493,1.26202771554807,1.38873654445536
2,20,1.2417406538681,1.17404594268697,1.30032615072917,1.14412693954568
2,21,1.42600586221869,1.39790906675056,1.36652512897286,1.34737776460181
2,22,1.0194368504379,1.14177652621053,1.43927579960908,1.350966999972
2,23,1.27000647984089,1.39420618386511,1.46741093219599,1.43295847348618
2,24,1.27573955265245,1.525754931636,1.47084012160175,1.34297299264941
2,25,1.63017791754916,1.58519037163667,1.51084280614617,1.62592521009892
3,1,1.3871114318651,1.47763252881455,1.4302864791079,1.25073017881869
3,2,1.09108700073074,1.0864325095846,1.13370002283283,1.13684394249542
3,3,1.42288764024536,1.95976693371666,1.67301331605594,1.62238459666458
3,4,0.98633960481366,1.08400168906597,1.25234319791556,1.11005609560637
3,5,1.20049356810229,1.20359457679859,1.26855460772284,1.37719735492364
3,6,1.22151349075865,1.31069076015035,1.30835632661165,1.17939752829577
3,7,1.35435852073474,1.29979640304651,1.31911958114081,1.38017969939031
3,8,1.04307685214848,0.99952963896206,1.09970036439945,1.16084315567195
3,9,1.18419941006098,1.30202445404346,1.42240012777012,1.17085793291834
3,10,1.09629909106122,1.2993278171806,1.37966093054578,1.27605009147337
3,11,0.903150563081025,0.977756206049056,1.02484463672461,1.07180443297985
3,12,0.9956316594306,1.17800371322935,1.07370430528117,1.02844672883061
3,13,0.94227019684479,0.96306930649849,1.00223257608229,1.05859456898495
3,14,1.56813806408554,1.64324978594825,2.08895418272829,1.8474462640057
3,15,1.2533058080601,1.26517624920667,1.13500997674916,1.30680849410595
3,16,1.09206648347173,1.21948185544941,1.40734668263841,1.20742262242255
3,17,0.919727779392803,0.943416894475029,0.962525899068948,0.916195964659813
3,18,1.28174721403655,1.28933773685983,1.33949755591388,1.34180985691531
3,19,1.02346796131602,1.12008004268522,1.14934253826741,1.15018105919252
3,20,1.25424756160551,1.27368194631487,1.36097999342656,1.22001459154105
3,21,1.03510765732091,1.02935418471905,1.05064100946517,1.06559498181541
3,22,1.48739487216674,1.73217705166203,2.02882017690263,1.95169012369548
3,23,0.9236320124554,1.0027221869943,0.860359617509297,0.829455379696503
3,24,1.12702165429297,1.13135405936975,1.48451430661365,1.265687694987
3,25,1.35782208514731,1.38128981588119,1.46634660432996,1.45112755227864
