type,id,D1R1,D1R2,D1R3,D1R4,D2R1,D2R2,D2R3,D2R4,D3R1,D3R2,D3R3,D3R4,D4R1,D4R2,D4R3,D4R4
1,1,0.516423492087216,0.41752561821534,0.579490108627386,0.408646178273555,0.692049259739615,0.40593703343059,0.898515161839159,0.999245468663299,1.01044319125748,0.528661017363743,0.693784782808227,0.533189717265194,0.998554269234198,0.781020714696166,0.904681653777901,0.499300759274858
1,2,0.660098022091915,0.406017813626471,0.450565234052008,0.387755194998533,0.527771702302408,0.668943175877167,0.269830814705161,0.727333780442409,0.52714316773413,0.381461797888848,0.215845231392366,0.65360009143349,0.732972170069278,0.846263551346503,0.406003228556124,0.57374017379532
1,3,0.491741934535006,0.288863087752664,0.504026785192683,0.351114243368401,0.634135706089967,0.849930803680832,0.677096548301473,0.541303191201792,1.1313188275778,0.663806763064399,0.708953434888648,0.682637051865514,1.04004225665025,1.1661254816698,1.17242481069043,1.05760395449454
1,4,0.727358755233688,0.816359269661601,0.901117051417501,1.07645138759307,1.10435574235438,0.923990777030619,1.32635544279501,1.20777367901633,1.26889164078552,1.21258573131444,1.09812999751338,1.13876386189378,1.20723467436343,0.860582477352667,1.61203516855947,1.68614926527368
1,5,0.381884800822692,0.315885992388198,0.317141347245758,0.335459899708996,0.39867285505769,0.817228543401715,0.616414693043335,0.795341472290123,0.742297718405209,0.892474041477756,0.774745793907517,0.467097412807526,0.534420505916981,1.40953869231298,0.935052819026871,1.44138455554929
1,6,0.294763891900821,0.231091512286011,0.239603864230481,0.300274420380936,0.260818695266935,0.516945640452316,0.337110687791687,0.340496501235705,0.344071161637097,0.242151394470959,0.27017189840193,0.337045692146996,0.38443415467316,0.799943308694647,0.566419345832917,0.664615514933039
1,7,0.437684099371101,0.574841041950428,0.593540326990035,0.618104911621967,0.767891428603776,0.533570944480819,0.918925783343257,0.493131685984802,0.638061846013633,0.898873987119644,0.70398922266216,0.573207776134154,0.46798457119974,0.649433156114553,0.703547433565359,0.902445191324677
1,8,0.431653428026267,0.405564388147329,0.48458096566694,0.545522825447802,0.41195325989801,0.308099070758028,0.46278920744403,0.490510357424282,0.488359027842178,0.781831265384099,0.46780594746736,0.528145904977203,0.612808790723309,0.786112476874451,0.548734982150543,0.896760785568641
1,9,0.876119433455154,0.601390700303405,0.515005661539727,0.57717270409673,1.18127650814665,0.814392331486746,0.848919835035112,0.952786731000303,0.894128395855369,1.13965321602909,1.14372043132382,1.09681475692399,1.05850207063921,1.22547387438558,1.01364924359206,1.32569876412913
1,10,0.617243191095426,0.475212133694789,0.382026023528301,0.599644291370769,0.871612679447762,0.663730053148359,0.572208896169358,0.549263905709706,0.843716478964473,0.317282317090445,0.708867544086025,0.897823881913675,1.72377224023051,1.78543357759056,1.38342882967931,1.36626815781693
1,11,0.46559296123464,0.52882984280798,0.494620315163163,0.464758332973721,0.767035074864274,0.583588554023877,0.901595342771179,0.416970044520165,0.434680364264931,0.865740758565576,0.571878400384107,0.585218770820851,1.37333268376662,1.3418210811104,0.958015519926497,1.04159519475694
1,12,0.436697956220086,0.435713090213458,0.723501953233855,0.446491958366925,0.524539131568883,0.494214999077833,0.653362479540956,0.777257919358071,1.21586815128648,1.14854112512712,0.627418688243532,0.630295433222915,0.323996444971878,1.15288481870226,0.890660793570554,0.859244273269483
1,13,0.345694532110744,0.30586090804077,0.47121810645678,0.249331085936391,0.361440229046475,0.655707882817153,0.295606936250234,0.321128599182772,0.476630393978485,0.40998612316041,0.591233537276088,0.530632478347069,0.583505993249916,0.388493602906285,0.607681355550458,0.725175685212517
1,14,0.311892496894666,0.22271038493495,0.352718288930437,0.318110504930968,0.435676506121121,0.302271626476984,0.486539998655242,0.32235704253136,0.361975394659769,0.418132372680795,0.310181120699077,0.40876546098825,0.218216450639468,0.547679650614567,0.41966357926696,0.518652023523267
1,15,0.40786963531619,0.389147096479113,0.379687659155348,0.506607206978295,0.822551207728062,0.360010175811404,0.39157833791577,0.437062234079121,0.509392494460754,0.538165494605925,0.679432735346645,0.698875811016007,0.693256208926506,0.649282436796377,0.734879791888692,1.14424048393525
