id,cond,k,s,k2,s2,weber1,weber2,weberR,stevens1,stevens2,stevensR,meanReproduction,stdReproduction,cvReproduction,meanDiff,stdDiff,cvDiff,meanAbsDiff,stdAbsDiff,cvAbsDiff,meanRelReproduction,stdRelReproduction,cvRelReproduction,meanSR,stdSR,cvSR,meanRelDiff,stdRelDiff,cvRelDiff,meanAbsError,stdAbsError,cvAbsError,weberVar,weberVarR,stevensVar,stevensVarR
60,4,0.04219072,0.0379708,0.03039938,0.04406856,4.934886,-2.358306,0.8783498,1.092858,0.8967699,0.9473203,6.031,3.658545,0.6066232,-0.8089027,1.260554,-1.558351,1.047986,1.062892,1.014223,0.9306039,0.1734706,0.1864065,1.110845,0.2088531,0.1880128,-0.06939615,0.1734706,-2.499715,0.1472719,1.062892,7.217203,0.3787064,0.7870608,0.5176566,0.8481231
61,4,0.01933765,0.02865807,0.01634573,0.0331811,3.0631,-0.2759033,0.5596302,1.541909,0.6312537,0.5663529,4.931366,2.844957,0.5769104,-1.908536,3.052005,-1.599134,2.226761,2.820178,1.266493,0.8378261,0.3064817,0.3658059,1.392017,0.6235961,0.4479804,-0.1621739,0.3064817,-1.889833,0.2646923,2.820178,10.65455,1.476279,0.749175,1.077827,0.877928
62,2,0.02482254,0.03859075,0.01615489,0.02856096,5.3769,-4.060763,0.8569674,0.480841,1.201204,0.9539294,5.079967,4.035663,0.794427,-1.759936,1.057569,-0.6009135,1.759936,1.057569,0.6009135,0.6830727,0.1478435,0.2164388,1.538524,0.3666191,0.2382927,-0.3169273,0.1478435,-0.4664902,0.3169273,1.057569,3.336946,0.6986716,0.8596196,0.8981375,0.8612043
63,3,0.01645862,0.03261078,0.01377994,0.02032289,4.1344,-2.606613,0.8323966,0.6510072,0.998996,0.8847265,4.421867,3.148563,0.7120438,-2.418036,1.882294,-0.778439,2.418036,1.882294,0.778439,0.6372606,0.1222693,0.1918671,1.622675,0.295537,0.1821296,-0.3627394,0.1222693,-0.3370721,0.3627394,1.882294,5.189107,0.8147804,0.406415,4.834325,0.8865253
64,2,0.05137454,0.07707026,0.04569887,0.0511967,4.668843,-3.090866,0.7468397,0.6454704,1.045197,0.8015922,4.846167,3.753709,0.7745728,-1.993736,2.027892,-1.017132,2.004325,2.017065,1.006356,0.6854385,0.2211385,0.3226235,1.657525,0.7112056,0.4290769,-0.3145616,0.2211385,-0.7030056,0.3180863,2.017065,6.341251,1.346329,0.9257867,0.9284576,0.9822357
65,1,0.02662837,0.05432108,0.01535408,0.0575809,4.380486,-2.103026,0.743507,0.9373259,0.9112371,0.8086627,5.3438,3.529757,0.6605331,-1.496103,2.033862,-1.35944,1.72044,1.841228,1.070208,0.8225335,0.1874022,0.2278353,1.282922,0.3126728,0.2437194,-0.1774665,0.1874022,-1.055986,0.2102044,1.841228,8.75923,1.322272,0.6259469,2.04464,0.9220951
66,3,0.06696289,0.05429645,0.06215154,0.05729257,5.591772,-3.572478,0.8688786,0.8640978,1.004251,0.9191977,5.933533,4.168069,0.7024598,-0.9063694,1.290008,-1.42327,1.164769,1.053795,0.9047245,0.8475407,0.1763626,0.2080874,1.237324,0.3011557,0.2433926,-0.1524593,0.1763626,-1.156785,0.1916125,1.053795,5.499617,0.865898,0.7427347,1.028152,0.9139387
67,1,0.1069274,0.04804697,0.1120419,0.146096,2.761672,-1.087408,0.7850993,0.9357758,0.7290621,0.7509286,3.607433,2.165582,0.6003112,-3.232469,2.896508,-0.8960668,3.232469,2.896508,0.8960668,0.5566238,0.1544693,0.2775111,1.949054,0.5975346,0.3065767,-0.4433762,0.1544693,-0.3483932,0.4433762,2.896508,6.532845,0.7761995,0.9116575,0.9190086,0.9845836
68,4,0.1150535,0.3207917,0.118123,0.2415744,5.670314,-3.407668,0.9107187,0.9083559,1.001038,0.9877453,6.231867,4.128384,0.6624634,-0.608036,0.6129549,-1.00809,0.637465,0.5812021,0.9117397,0.9136578,0.07508077,0.08217604,1.10164,0.09026901,0.08194055,-0.08634224,0.07508077,-0.8695718,0.09713028,0.5812021,5.983738,0.3004551,0.7776455,0.8987993,0.9328089
69,2,0.08776585,0.04547995,0.05810202,0.05183221,5.325757,-2.105687,0.8478205,1.869919,0.7119322,0.7933652,6.9481,4.018782,0.5784001,0.1081973,2.215116,20.47294,1.618583,1.486169,0.9181916,1.064055,0.3433951,0.3227231,1.031591,0.3123489,0.3027836,0.06405505,0.3433951,5.360937,0.2665111,1.486169,5.576389,0.5662102,0.6362189,0.3669308,0.5686942
70,2,0.06365333,0.03201582,NaN,NaN,3.862914,-1.683954,0.715676,0.9401176,0.8672462,0.7697278,4.883,3.172648,0.6497334,-1.956903,2.296043,-1.173305,2.227019,2.025512,0.9095172,0.7628879,0.2357504,0.3090237,1.419932,0.3799389,0.2675755,-0.2371121,0.2357504,-0.9942573,0.3029599,2.025512,6.685744,0.857709,0.4302814,0.767922,0.4785499
71,3,0.1776331,0.2867038,0.1190811,0.1210279,3.9336,-2.12952,0.8166497,0.7425235,0.947951,0.884293,4.5576,3.024387,0.663592,-2.282303,1.958121,-0.8579587,2.282303,1.958121,0.8579587,0.6867979,0.1371833,0.1997433,1.50969,0.2819609,0.1867674,-0.3132021,0.1371833,-0.4380025,0.3132021,1.958121,6.251942,0.8358052,0.9000962,0.9257555,0.9306602
72,1,0.11108,0.08306947,0.1175594,0.08915769,2.568829,-0.6925419,0.4999764,0.7228626,0.8503738,0.587688,3.674467,2.524209,0.6869594,-3.165436,3.011686,-0.9514285,3.169053,3.007749,0.9491004,0.6172535,0.2448807,0.3967263,15.01646,50.92908,3.391551,-0.3827465,0.2448807,-0.6397986,0.3845424,3.007749,7.821632,1.289196,0.7472121,0.8384339,0.6545105
73,2,0.07111993,0.07630856,0.1208789,0.03148779,6.072014,-3.748724,0.8099634,0.8284703,1.065586,0.9097416,6.5737,4.687757,0.7131079,-0.2662027,1.421489,-5.339874,0.9675914,1.060859,1.096391,0.9620209,0.1892709,0.196743,1.079627,0.2187006,0.2025706,-0.03797908,0.1892709,-4.983556,0.1533583,1.060859,6.91752,1.091648,0.7461677,1.209299,0.9431205
74,4,0.1138572,0.147029,0.06303116,0.05655218,4.847243,-2.82128,0.9093206,0.8891698,0.9473785,0.9555252,5.419034,3.531842,0.6517476,-1.420869,1.301237,-0.9158034,1.460907,1.254536,0.8587381,0.7948963,0.1537082,0.1933689,1.318338,0.3531077,0.267843,-0.2051037,0.1537082,-0.7494171,0.2209146,1.254536,5.67883,0.3283215,0.6803321,0.4957319,0.7604783
75,3,0.105349,0.06437391,0.0488735,0.04018406,5.9682,-4.317606,0.8886918,0.751747,1.064563,0.9232287,5.828333,4.398786,0.7547244,-1.011569,1.224136,-1.210136,1.277171,0.9325523,0.73017,0.7852331,0.2203393,0.2806037,1.393581,0.4809301,0.3451038,-0.2147669,0.2203393,-1.025946,0.2523208,0.9325523,3.695899,0.7692966,0.8662472,0.7950231,0.8508163
76,3,0.1124928,0.07077361,0.07258013,0.07724005,6.358986,-4.184709,0.6962948,0.78855,1.093367,0.7719103,6.625566,5.294882,0.7991591,-0.2143361,2.541176,-11.85603,1.470726,2.065787,1.404603,0.9432417,0.230478,0.2443467,1.118259,0.2560806,0.2289994,-0.05675833,0.230478,-4.06069,0.1831717,2.065787,11.27787,2.450219,0.7113022,2.070991,0.978423
77,4,0.0327994,0.03850212,0.03604579,0.0346842,5.507071,-2.517522,0.8112389,1.494772,0.8113507,0.8157417,6.8445,4.248262,0.6206827,0.004597263,1.994013,433.7391,1.478264,1.309767,0.8860175,1.045964,0.303189,0.2898656,1.030878,0.2779984,0.2696716,0.04596406,0.303189,6.596219,0.2428816,1.309767,5.392616,1.091462,0.559434,0.9058788,0.7140197
78,1,0.01742006,0.03314988,0.01573792,0.0244325,4.314486,-2.573092,0.8093976,0.8364229,0.9181757,0.8233938,4.761533,3.332062,0.6997876,-2.078369,2.056689,-0.9895685,2.175914,1.949532,0.8959602,0.6912223,0.2293787,0.331845,1.680282,0.8462211,0.5036185,-0.3087777,0.2293787,-0.7428603,0.329612,1.949532,5.914627,0.7708227,0.5224442,0.5345688,0.4487014
79,2,0.06319258,0.04702536,0.03469075,0.03961427,5.313571,-3.596871,0.768218,0.6564996,1.088976,0.8411986,5.4362,4.212203,0.7748433,-1.403703,1.802547,-1.284137,1.719718,1.492679,0.8679788,0.7650484,0.2788064,0.3644298,1.542198,0.7804678,0.5060749,-0.2349516,0.2788064,-1.186655,0.2921238,1.492679,5.109748,1.062906,0.8157797,0.696255,0.8686256
80,4,0.0501861,0.0611531,0.03592396,0.0567033,3.262686,-0.9274324,0.7641175,1.281716,0.6933713,0.7499673,4.619133,2.593344,0.5614353,-2.220769,2.665824,-1.200405,2.275301,2.61782,1.150538,0.7424469,0.2026738,0.2729808,1.463134,0.4699873,0.3212197,-0.2575531,0.2026738,-0.7869203,0.2725804,2.61782,9.603847,0.9910632,0.8292776,1.02223,0.9595277
81,3,0.0465551,0.07875454,0.03620685,0.05512398,5.465329,-3.104425,0.928961,1.050639,0.9310457,0.9703152,6.186633,3.939876,0.6368368,-0.6532694,0.9413213,-1.440939,0.8681902,0.7401465,0.8525166,0.9101346,0.1283591,0.1410331,1.119457,0.1537923,0.1373812,-0.08986544,0.1283591,-1.428348,0.1358771,0.7401465,5.447176,0.3804844,0.6158907,0.5559148,0.554894
82,3,0.07919981,0.1236687,0.0920644,0.02831224,5.121457,-3.047744,0.8689342,0.8729432,0.9757022,0.9279817,5.658733,3.817378,0.6745993,-1.181169,1.322598,-1.119736,1.210051,1.295307,1.070457,0.8289133,0.1418936,0.1711802,1.244066,0.2310378,0.1857118,-0.1710867,0.1418936,-0.8293667,0.1804751,1.295307,7.177205,0.6929288,0.6093706,1.243937,0.8218673
83,2,0.1151301,0.2784517,0.1183771,0.08198705,4.334514,-2.482208,0.6729659,0.6861525,1.015393,0.7527939,4.886467,3.671207,0.7513011,-1.953436,2.256402,-1.155094,2.097582,2.118319,1.009886,0.7308837,0.2385694,0.3264122,2.366042,5.203663,2.199311,-0.2691163,0.2385694,-0.886492,0.3011027,2.118319,7.035206,1.421925,0.7524095,1.080172,0.8673134
84,1,0.06880663,0.03926408,0.06750266,0.1345242,4.494657,-1.715784,0.8795568,1.412052,0.767822,0.8865907,5.925133,3.329888,0.5619938,-0.9147694,1.827439,-1.997705,1.380849,1.494222,1.082104,0.9293422,0.2077802,0.2235778,1.128215,0.251998,0.2233599,-0.0706578,0.2077802,-2.940655,0.1742943,1.494222,8.572983,0.7104911,0.6940311,0.6639865,0.6729092
85,3,0.1075375,0.03734661,0.1183099,0.2696723,3.769057,-1.311664,0.8186088,1.17942,0.7798054,0.8537663,5.095733,2.894407,0.5680059,-1.744169,2.153569,-1.234725,1.948918,1.963576,1.007521,0.8144947,0.2212949,0.2716959,1.314826,0.3595338,0.273446,-0.1855053,0.2212949,-1.19293,0.2490907,1.963576,7.882976,0.5606785,0.5555491,0.5071381,0.5334144
86,2,0.04476747,0.06001053,0.05050458,0.03298244,6.194071,-4.733688,0.8652896,0.5752252,1.181881,0.944135,5.796233,4.626585,0.7982054,-1.043669,1.088856,-1.043296,1.25051,0.8334955,0.6665245,0.7698469,0.210809,0.2738324,1.403019,0.4073528,0.2903402,-0.2301531,0.210809,-0.9159512,0.2582518,0.8334955,3.227453,0.6606045,0.6750045,0.5459177,0.5785186
87,1,0.08478089,0.05985055,0.04131706,0.05984128,3.932014,-1.371791,0.7732732,1.315311,0.748943,0.78056,5.312634,3.106802,0.5847952,-1.527269,2.329806,-1.525472,1.614156,2.2684,1.405317,0.8442891,0.1855455,0.2197654,1.255387,0.3465117,0.2760199,-0.155711,0.1855455,-1.191602,0.1822159,2.2684,12.44897,1.353743,0.8002056,1.473694,0.988782
88,3,0.01612051,0.02603844,0.03371096,0.03332249,5.937014,-3.724358,0.9224755,0.9021836,1.015539,0.9936139,6.368567,4.294926,0.6743945,-0.4713361,0.4109896,-0.8719673,0.5061892,0.3656061,0.7222716,0.9197494,0.08804668,0.09572898,1.098524,0.1231728,0.1121257,-0.08025054,0.08804668,-1.097147,0.08933689,0.3656061,4.092443,0.00836209,0.002164712,0.02704775,0.002176653
89,2,0.02446203,0.02103925,0.01526341,0.04106911,5.758014,-3.482124,0.7716038,0.8908079,1.014452,0.8352489,6.3065,4.554499,0.7221912,-0.5334027,1.881942,-3.528183,1.393054,1.352228,0.9706935,0.9139455,0.2411133,0.2638159,1.180065,0.3559157,0.301607,-0.08605449,0.2411133,-2.801868,0.2094851,1.352228,6.455009,1.457527,0.6571949,1.646637,0.8823755
90,4,0.1180549,0.2754109,0.1167441,0.4980609,5.689586,-4.401863,0.8115923,0.5070036,1.19641,0.8892897,5.270433,4.388102,0.8325884,-1.569469,1.503639,-0.9580558,1.652875,1.408155,0.851943,0.6967401,0.1836673,0.2636095,1.545285,0.4519611,0.2924776,-0.3032599,0.1836673,-0.6056433,0.3092416,1.408155,4.553576,1.352744,0.6542619,2.149554,0.9433662
91,1,0.1201168,0.2638816,0.1191588,0.09919171,4.622786,-2.187036,0.8294342,1.110633,0.8617094,0.8687002,5.6717,3.526775,0.6218198,-1.168203,1.781022,-1.524583,1.308776,1.676853,1.281237,0.870501,0.159031,0.1826891,1.191012,0.2461242,0.2066513,-0.129499,0.159031,-1.228048,0.1623486,1.676853,10.32872,1.130358,0.7695655,1.279626,0.9052195
95,3,0.08321597,0.04283822,0.0703607,0.03870096,3.734557,-2.044847,0.8126917,0.6997985,0.9491705,0.8764223,4.3039,2.878334,0.6687735,-2.536003,2.079088,-0.8198287,2.553219,2.057174,0.8057179,0.6460036,0.149783,0.231861,1.629421,0.3819375,0.2344007,-0.3539964,0.149783,-0.4231202,0.3625458,2.057174,5.674246,0.7656078,0.7081387,1.141928,0.9136726
96,2,0.08595179,0.06584409,0.1203723,0.2006818,5.121343,-3.39295,0.8209448,0.6982825,1.050837,0.8814728,5.313334,3.92728,0.7391368,-1.526569,1.582247,-1.036472,1.643664,1.455846,0.8857322,0.7498813,0.2185518,0.2914486,1.455629,0.4617631,0.3172258,-0.2501187,0.2185518,-0.8737922,0.2752941,1.455846,5.28833,0.8229268,0.851144,0.5578669,0.7431755
97,3,0.1236217,0.02649295,0.1176156,0.07675037,6.5682,-3.85914,0.8348091,1.115014,0.979903,0.8985522,7.3068,4.994796,0.6835819,0.4668972,1.606737,3.441308,1.199442,1.14841,0.9574533,1.076516,0.2529806,0.2349995,0.9839285,0.2570975,0.2612969,0.07651572,0.2529806,3.306257,0.2030475,1.14841,5.655867,1.009748,0.8929037,0.6978151,0.9472432
98,4,0.01581243,0.04187974,0.02323391,0.04067071,5.035814,-3.167051,0.9085078,0.9203559,0.9333335,0.9128789,5.393833,3.670882,0.6805701,-1.446069,1.494203,-1.033286,1.482991,1.456287,0.9819931,0.7642021,0.1468255,0.1921292,1.363338,0.3073557,0.2254434,-0.2357979,0.1468255,-0.6226752,0.2394996,1.456287,6.080539,0.746799,0.8679564,1.119103,0.9941473
99,2,0.03846065,0.03582789,0.03747289,0.03911258,4.626414,-2.706871,0.7983075,0.8284197,0.9567453,0.8392623,5.158033,3.597696,0.6974937,-1.681869,1.888473,-1.122842,1.84809,1.720275,0.9308394,0.7520368,0.2282266,0.303478,1.464872,0.5302476,0.3619754,-0.2479632,0.2282266,-0.9204051,0.2850521,1.720275,6.03495,0.9334512,0.8505278,0.7237862,0.8539121
100,1,0.1177449,0.2204586,0.1171652,0.2584904,4.572971,-2.810585,0.7088103,0.6244551,1.066443,0.8019844,4.963467,3.773971,0.7603498,-1.876436,2.031949,-1.082877,1.876436,2.031949,1.082877,0.7308753,0.195051,0.2668731,4.050321,14.63781,3.613988,-0.2691247,0.195051,-0.7247605,0.2691247,2.031949,7.550215,1.50385,0.8749553,1.083674,0.8811799
101,2,0.03715818,0.1421507,0.03116417,0.07339557,4.502557,-2.702447,0.6701578,0.650788,1.046181,0.7521077,4.9519,3.821516,0.7717273,-1.888003,2.251673,-1.192622,2.098727,2.049625,0.9766036,0.732593,0.2639179,0.3602518,1.541122,0.5731063,0.371876,-0.267407,0.2639179,-0.9869521,0.3289196,2.049625,6.231385,1.436012,0.6277574,1.380211,0.8743598
102,4,0.03930308,0.07291333,0.08984604,0.09714271,4.557286,-1.334786,0.7025084,1.757429,0.6995383,0.6919631,6.4126,3.777857,0.5891303,-0.4273027,2.581413,-6.041181,1.733213,1.93519,1.116533,1.031086,0.4185147,0.405897,1.140929,0.5289297,0.4635957,0.03108594,0.4185147,13.46315,0.3108761,1.93519,6.224957,0.8603612,0.3224639,0.565052,0.3936298
103,4,0.01323604,0.08703826,0.01419491,0.02398808,4.064514,-2.697808,0.8398326,0.6435798,0.9847645,0.8555242,4.211867,3.081607,0.7316489,-2.628036,2.031669,-0.773075,2.628036,2.031669,0.773075,0.5850832,0.1894595,0.3238163,1.93293,0.7619982,0.3942193,-0.4149168,0.1894595,-0.4566203,0.4149168,2.031669,4.89657,0.7904742,0.7838574,0.7993985,0.831292
104,4,0.01466473,0.02424126,0.01448933,0.02159501,6.265957,-4.091694,0.8974343,0.8775266,1.042672,0.9687852,6.560433,4.595694,0.7005168,-0.2794694,0.8088192,-2.894125,0.6773497,0.5102563,0.7533129,0.9350945,0.1322411,0.1414201,1.092049,0.1675349,0.1534133,-0.06490546,0.1322411,-2.037442,0.1168478,0.5102563,4.366846,0.5457887,0.8576387,0.7838263,0.9409191
105,4,0.07055143,0.08196141,0.06690809,0.03368458,4.4972,-2.041973,0.6894467,1.090821,0.8631415,0.7294379,5.603267,3.763196,0.6716076,-1.236636,2.347976,-1.89868,1.766167,1.966745,1.113567,0.8660704,0.2849148,0.3289742,1.271691,0.4082847,0.3210566,-0.1339296,0.2849148,-2.127348,0.2605686,1.966745,7.547894,1.36405,0.4671758,2.18503,0.7864534
106,1,0.04442437,0.06432241,0.03542401,0.05614832,8.750243,-6.042779,0.8132393,1.198025,1.039515,0.848976,8.832633,6.741801,0.7632833,1.992731,3.115022,1.563193,2.274284,2.908701,1.278953,1.21754,0.3786994,0.3110365,0.9065849,0.3209013,0.3539672,0.2175398,0.3786994,1.740828,0.3196156,2.908701,9.100623,1.956071,0.6684749,0.9528641,0.7277895
107,1,0.1232912,0.0716258,0.1193895,0.08879077,5.314614,-3.139811,0.8738287,0.89568,0.9817312,0.935204,5.895033,3.950241,0.6700965,-0.9448694,1.22026,-1.291459,1.017008,1.158717,1.139339,0.8614801,0.1460059,0.1694826,1.208591,0.3117968,0.2579838,-0.1385199,0.1460059,-1.054042,0.1567644,1.158717,7.391458,0.5712767,0.3270001,0.6234746,0.2743925
108,1,0.1162069,0.124224,0.1079479,0.09640773,5.329729,-3.124972,0.8223047,0.8791674,0.9930148,0.8963413,5.935567,4.083699,0.6880049,-0.9043361,1.46412,-1.619,1.049608,1.36015,1.295864,0.8787733,0.1712373,0.1948595,1.187326,0.2723774,0.2294041,-0.1212268,0.1712373,-1.412538,0.1613837,1.36015,8.428046,1.047703,0.7509121,1.050073,0.8562007
109,1,0.04133945,0.05264282,0.05351205,0.04007754,4.158586,-2.131962,0.7229167,0.8129442,0.9416993,0.7962586,4.937634,3.398338,0.6882524,-1.902269,2.126532,-1.117892,2.249379,1.741083,0.7740282,0.7580621,0.3200462,0.42219,1.505077,0.5128039,0.340716,-0.2419379,0.3200462,-1.322845,0.3658259,1.741083,4.75932,0.6015797,0.4362175,0.4664873,0.5112382
110,1,0.09124585,0.1633887,0.09318642,0.03523634,0.1479143,2.353746,0.001028279,2.283203,0.07658801,0.001376131,2.6052,3.204938,1.230208,-4.234703,5.245934,-1.238796,5.153003,4.312984,0.8369844,0.6061035,0.8063133,1.330323,25.00617,50.20877,2.007855,-0.3938965,0.8063133,-2.047018,0.7504725,4.312984,5.747024,0.8083484,0.07215431,0.7280436,0.1371391
111,1,0.01385553,0.02491083,0.01472786,0.03364928,4.205129,-2.350419,0.7308218,0.6180544,1.051482,0.8404504,4.7983,3.417736,0.7122806,-2.041603,1.944896,-0.9526322,2.099181,1.880421,0.8957881,0.722301,0.200443,0.2775061,1.495699,0.4353654,0.2910783,-0.277699,0.200443,-0.7217994,0.296865,1.880421,6.334264,0.8263357,0.955833,0.809123,0.9902552
112,1,0.1213586,0.0730652,0.1178721,0.07056259,5.717814,-3.528918,0.8584979,0.9668012,0.9720979,0.9023489,6.191367,4.28771,0.6925305,-0.6485361,1.413281,-2.179187,1.106591,1.079674,0.9756757,0.8955558,0.2689593,0.3003266,1.263222,0.60392,0.4780791,-0.1044442,0.2689593,-2.575147,0.2168665,1.079674,4.978521,0.3210963,0.1375956,0.4434329,0.1995048
113,1,0.07989059,0.01852276,0.09949671,0.06134615,4.193143,-2.151476,0.581391,0.7465143,0.9824156,0.6576662,4.976867,3.820943,0.7677407,-1.863036,2.638837,-1.416417,2.038275,2.501245,1.227138,0.7644373,0.2870742,0.3755367,11.53468,54.9158,4.76093,-0.2355628,0.2870742,-1.218674,0.2836307,2.501245,8.818666,1.804754,0.8299204,0.999707,0.8848911
114,1,0.0377704,0.05537612,0.1158537,0.2323173,2.653457,-1.42841,0.859023,0.5925096,0.873682,0.8692984,3.082467,1.989183,0.6453218,-3.757436,2.76236,-0.7351715,3.764724,2.752077,0.7310169,0.4555251,0.1328441,0.2916284,2.335257,0.5762457,0.2467591,-0.5444749,0.1328441,-0.2439857,0.5461009,2.752077,5.039502,0.3520446,0.3407693,0.5834919,0.3308697
115,1,0.04086988,0.05685527,0.04161385,0.05344203,5.7932,-3.766307,0.8996569,0.8053818,1.046871,0.976711,6.082133,4.243704,0.6977328,-0.7577694,0.7206906,-0.9510685,0.7976458,0.6747087,0.845875,0.869773,0.1234015,0.1418778,1.173825,0.177273,0.1510217,-0.1302271,0.1234015,-0.9475871,0.1402407,0.6747087,4.811077,0.2898057,0.7851532,0.4181499,0.7454623
116,1,0.01992588,0.02931329,0.01843442,0.02855391,5.211529,-3.600365,0.8076244,0.5800658,1.129549,0.9026287,5.259233,4.029261,0.7661309,-1.580669,1.445286,-0.9143505,1.58949,1.435243,0.9029584,0.7391791,0.2042669,0.276343,2.414476,5.71306,2.366169,-0.260821,0.2042669,-0.7831692,0.2627891,1.435243,5.461579,0.6049303,0.3279026,0.4593177,0.2761134
117,1,0.08970654,0.03918319,0.08018114,0.02030031,4.260386,-2.159222,0.8887577,1.124358,0.8082505,0.863014,5.083433,3.139946,0.6176822,-1.756469,2.036186,-1.159249,1.809943,1.987151,1.097908,0.7561419,0.1610706,0.2130163,1.395731,0.3712027,0.2659558,-0.2438581,0.1610706,-0.6605095,0.2518561,1.987151,7.890025,0.6898038,0.623783,0.9978642,0.7446713
118,1,0.05283751,0.05010304,0.05641223,0.06702262,4.493971,-2.391818,0.844212,1.075174,0.8447715,0.838525,5.247933,3.398361,0.6475618,-1.591969,1.999325,-1.255882,1.807094,1.800241,0.9962077,0.7796311,0.1810504,0.2322257,1.348635,0.3048648,0.2260543,-0.2203689,0.1810504,-0.8215786,0.2524955,1.800241,7.129793,0.9127398,0.9748747,0.7815239,0.9395602
119,1,0.116296,0.09829664,0.1239528,0.02902677,6.738857,-5.017124,0.8397692,0.5836931,1.218227,0.9493373,6.438933,5.109416,0.7935191,-0.4009694,1.291426,-3.22076,1.031261,0.856697,0.8307273,0.8733383,0.1886163,0.2159717,1.204108,0.2954806,0.2453938,-0.1266617,0.1886163,-1.489134,0.1832166,0.856697,4.675869,0.8746163,0.7959472,1.099569,0.9457708
120,1,0.04004927,0.1391331,0.05909133,0.05155925,4.314329,-1.128525,0.7242691,1.586228,0.7308138,0.7536314,6.205833,3.522316,0.5675814,-0.6340694,2.284524,-3.602956,1.618127,1.710653,1.057181,1.015982,0.3942151,0.3880139,1.10551,0.3654326,0.3305556,0.01598202,0.3942151,24.66616,0.2708188,1.710653,6.316598,0.8367373,0.4407322,0.7224056,0.6080288
121,3,0.08617287,0.08357565,0.05408002,0.06623834,4.002186,-2.434749,0.8244919,0.6361034,1.001937,0.8883841,4.368967,3.06245,0.7009553,-2.470936,1.920297,-0.7771534,2.476858,1.912387,0.7721021,0.6361179,0.1507136,0.2369272,1.661065,0.4046458,0.2436062,-0.3638821,0.1507136,-0.4141826,0.3658535,1.912387,5.227196,0.6667012,0.6608655,0.7729676,0.7099695
122,1,0.1199979,0.1923972,0.1167964,0.2851337,4.978857,-2.696524,0.8257227,1.152923,0.8561514,0.8193681,5.767533,3.806953,0.6600661,-1.072369,1.976746,-1.843345,1.608106,1.556271,0.9677665,0.8474059,0.2353556,0.2777365,1.264284,0.325783,0.2576818,-0.1525941,0.2353556,-1.542364,0.2430101,1.556271,6.404142,1.229676,0.9555995,0.8209742,0.919759
123,3,0.02695746,0.05085376,0.01504932,0.02538004,5.571386,-3.442656,0.8050273,0.7534951,1.069086,0.9041729,6.0287,4.314425,0.7156477,-0.8112028,1.409833,-1.737954,1.153242,1.1369,0.9858297,0.8800628,0.1860678,0.2114256,1.198754,0.3200853,0.267015,-0.1199372,0.1860678,-1.551377,0.1724072,1.1369,6.594272,0.9560851,0.6064044,1.393324,0.8481994
124,1,0.09864076,0.03618826,0.1169563,0.05245319,4.901571,-2.830138,0.8454652,0.8406611,0.9783019,0.9097078,5.502533,3.703842,0.6731158,-1.337369,1.481001,-1.107399,1.398887,1.420997,1.015805,0.8098149,0.1382326,0.1706965,1.269035,0.2111685,0.1664008,-0.1901851,0.1382326,-0.7268316,0.2051322,1.420997,6.927225,0.8410451,0.5705196,2.170907,0.8386267
125,2,0.02148743,0.07203504,0.02692354,0.05624456,5.335228,-2.181822,0.8062502,1.560764,0.7922246,0.8205878,6.888067,4.128413,0.5993573,0.04816393,1.954706,40.58443,1.37775,1.36368,0.989788,1.073934,0.3346821,0.3116412,1.001665,0.2560532,0.2556276,0.07393412,0.3346821,4.526761,0.2360681,1.36368,5.776639,0.7842603,0.501448,0.4176906,0.4502162
126,1,0.1151836,0.09233443,0.1213896,0.05715591,4.194014,-1.562191,0.6826828,1.155816,0.8303834,0.7391174,5.567633,3.526837,0.6334536,-1.272269,2.317036,-1.821183,1.873762,1.846913,0.9856709,0.8908916,0.367228,0.4122029,1.276244,0.4265286,0.334206,-0.1091084,0.367228,-3.365716,0.3029235,1.846913,6.096962,0.8562326,0.3667569,0.7263539,0.4925226
127,3,0.02277766,0.03438995,0.01475774,0.04688716,4.584857,-2.328391,0.839072,0.9541221,0.9152793,0.9039797,5.465867,3.477693,0.6362564,-1.374036,1.615249,-1.17555,1.543617,1.448167,0.9381644,0.834908,0.2046685,0.245139,1.269847,0.3144407,0.2476209,-0.165092,0.2046685,-1.239724,0.2278924,1.448167,6.354608,0.5492698,0.4743349,0.6967954,0.6025312
128,1,0.01971144,0.0229138,0.02450199,0.03105292,5.944943,-3.064736,0.7109798,1.007692,1.00359,0.8221154,7.041667,4.898736,0.6956785,0.2017639,2.060418,10.21202,1.595214,1.28646,0.8064497,1.092851,0.447243,0.4092441,1.065891,0.4480242,0.4203282,0.09285133,0.447243,4.816765,0.3194439,1.28646,4.027185,0.7239516,0.248283,0.4619314,0.296734
129,3,0.03978819,0.0544138,0.02698415,0.02741411,4.554743,-2.138463,0.7529023,1.199789,0.8210873,0.7584785,5.6046,3.6472,0.6507512,-1.235303,2.268106,-1.836073,1.756565,1.87909,1.069752,0.8521163,0.3426661,0.4021354,1.388571,0.6370124,0.458754,-0.1478837,0.3426661,-2.317133,0.2949784,1.87909,6.370262,0.8948768,0.7627884,0.560896,0.8403768
