id,trial,llTop,delay,ssA,llA,llRight,response,rt
21,6,0,12,22.6,38.6,1,0,0.625
21,7,1,4,21.5,25.3,1,0,0.634000000000015
22,1,1,4,24.8,37.4,1,0,1.09
22,2,0,12,29,45.1,0,0,0.782999999999987
22,3,1,6,27.7,36.9,0,0,0.442000000000007
22,4,1,1,20.2,14.8,1,0,0.662999999999982
22,5,1,6,28.2,39.2,0,0,0.668999999999983
22,6,1,1,26.5,28.6,1,0,0.687999999999988
22,7,1,6,29.7,44,0,1,0.579999999999984
22,8,0,9,21.4,33.4,1,1,0.629999999999995
22,9,0,4,20.1,24.5,0,0,1.017
22,10,1,4,29.9,36.9,1,0,0.721000000000004
22,11,1,12,28.8,29.2,1,0,0.805000000000007
22,12,0,9,21.2,21.7,1,0,0.65300000000002
22,13,0,6,28.7,40.5,0,1,1.77200000000005
22,14,1,1,20.2,32.2,1,1,0.901999999999987
22,15,0,9,26.9,42.1,0,1,0.64100000000002
22,16,0,4,24.2,46.4,1,1,0.520000000000039
22,17,0,12,23,27.3,0,0,0.88900000000001
22,18,1,6,27.2,28.8,1,0,0.79000000000002
22,19,1,4,25.6,41.3,0,1,0.729000000000042
22,20,0,6,21.7,37.8,1,1,1.89800000000002
22,21,1,1,21.5,20,1,0,1.34300000000002
22,22,0,4,27.5,40.2,1,1,1.315
22,23,1,12,22,46.1,0,1,0.697999999999979
22,24,0,6,21.1,28.7,0,0,0.543000000000006
22,1,1,4,23.7,27.8,1,0,0.711000000000013
22,2,1,2,21.2,19.3,0,0,0.600999999999999
22,3,0,1,26.7,28.3,0,0,0.925999999999931
22,4,0,2,20.7,23.4,0,0,0.932999999999993
22,5,0,4,24.1,31.3,1,0,0.461999999999989
22,6,1,4,21.4,28.7,1,0,0.66800000000012
22,7,0,9,24.5,52.3,1,1,0.68100000000004
22,8,1,4,27.2,40.6,0,1,0.547000000000025
22,9,0,6,27.7,43.2,1,1,1.37799999999993
22,10,1,2,27.3,33.9,0,0,1.12100000000009
22,11,1,9,25.2,31.2,1,0,0.538000000000011
22,12,1,1,23.3,21.7,0,0,0.587999999999965
22,13,1,12,29.4,74.1,0,1,0.764999999999873
22,14,1,6,25.8,38.6,0,1,0.878000000000156
22,15,0,1,30,32.2,0,0,0.855999999999995
22,16,1,6,24.4,29.9,0,0,0.471000000000004
22,17,0,9,23.8,48,1,1,0.510999999999967
22,18,0,12,27.4,52.7,0,-1,-11.4080000000001
22,19,1,9,26,50.8,0,1,0.444999999999936
22,20,0,9,29.8,50.3,0,1,0.578999999999951
22,21,1,1,28.1,27.3,0,0,0.621000000000095
22,22,0,1,28.3,28,0,1,0.633000000000038
22,23,0,4,22.8,24.2,0,0,0.807000000000016
22,24,0,12,23.4,41.1,1,1,0.607999999999947
22,25,0,1,21.1,19.5,0,0,0.751999999999953
22,26,1,2,22.7,29.2,0,0,0.876000000000204
22,27,0,1,21.3,27.5,0,0,0.659999999999854
22,28,0,1,27.2,39.8,1,0,0.454999999999927
22,29,0,1,20.9,38.4,1,1,0.627999999999929
22,30,0,12,29.5,46.6,1,1,0.466999999999871
22,31,1,12,29.2,44.5,1,1,1.20000000000005
22,32,1,6,26.5,65.5,0,1,0.601000000000113
22,33,0,4,23.9,27.8,0,0,0.711999999999989
22,34,1,9,29.9,81,1,1,0.907999999999902
22,35,1,4,20.9,24.4,0,0,0.555000000000064
22,36,0,1,23.3,24.4,1,0,0.902000000000044
22,37,1,4,25.6,30.2,1,1,1.32799999999997
22,38,1,6,25.7,22.9,1,0,0.597999999999956
22,39,0,4,24.5,28.8,1,0,0.490999999999985
22,40,1,6,26.6,24.8,1,0,0.666999999999916
22,41,0,1,21.9,18,0,0,1.11400000000003
22,42,1,6,25.4,25,0,0,0.724999999999909
22,43,1,12,24.9,29.4,1,0,0.573000000000093
22,44,0,4,26,31.5,1,0,0.725999999999885
22,45,1,4,24.1,23.7,1,0,0.542999999999893
22,46,0,4,22,22,0,0,1.00900000000001
22,47,0,1,28.5,25.5,0,0,0.883000000000038
22,48,0,9,21.3,32.4,1,1,0.562999999999874
22,49,1,9,23.7,28.3,1,0,1.00999999999999
22,50,0,6,25.4,42.8,0,0,0.711000000000013
22,51,0,2,23.5,26.4,0,0,0.718999999999824
22,52,1,4,24.7,39.6,0,1,1.10300000000007
22,53,0,12,26.9,65.2,1,0,0.524999999999864
22,54,0,12,28.4,50.5,0,1,0.643000000000029
22,55,0,12,26.8,46.5,0,1,1.59799999999996
22,56,0,1,24.1,21.1,1,0,0.597999999999956
22,57,1,4,22.3,22.4,0,0,1.56099999999992
22,58,1,4,26,41.4,0,0,0.596000000000004
22,59,0,9,22.8,27,0,0,0.821999999999889
22,60,0,2,26.8,38.7,0,1,0.587999999999965
22,61,0,2,23.8,22.3,1,0,1.625
22,62,1,4,22.8,28.8,1,0,0.735999999999876
22,63,1,12,27.4,70.2,0,1,1.05700000000002
23,1,0,9,24.2,33.4,0,0,1.30799999999999
23,2,1,6,21,22.2,0,0,1.43299999999999
23,3,1,4,25.1,37.6,0,1,1.09199999999998
23,4,1,4,23.1,28.5,0,0,1.16999999999996
23,5,0,6,20.7,25.6,0,0,1.03100000000006
23,6,1,12,23.5,43.6,1,-1,-8.90499999999997
23,7,1,4,23.3,33,0,0,0.951999999999998
23,8,1,9,25.7,60.6,1,0,1.38200000000006
23,9,1,6,27.7,87.4,0,1,0.885999999999967
23,10,0,12,26.1,48.6,0,0,0.927000000000021
23,11,0,4,25.4,34.1,0,0,1.09500000000003
23,12,1,2,21.6,34.4,0,0,1.47199999999998
23,13,0,1,21.1,46.7,0,1,0.876999999999953
23,14,1,6,21.9,81.9,0,1,1.15200000000004
23,15,1,12,27.2,52.1,1,0,1.01200000000006
23,16,1,2,22.4,26.4,1,0,1.17399999999998
23,17,1,4,27.7,27.6,0,0,0.97199999999998
23,18,1,9,26.6,49.6,0,0,1.11099999999999
23,19,0,4,27.9,52.8,1,0,0.871999999999957
23,20,0,12,23.1,48.1,0,0,1.25099999999998
23,21,0,1,27.4,30.2,1,0,1.07599999999991
23,22,0,12,25.4,34.3,1,0,0.801000000000045
23,23,1,2,22.8,27.7,1,0,0.618999999999915
23,24,0,12,25.2,57.3,0,0,1.09100000000001
23,25,0,9,29.4,58.6,0,0,1.56999999999994
23,1,0,6,22.1,27.8,0,0,0.719000000000051
23,2,0,1,23.1,24.4,0,0,1.01499999999987
23,3,0,4,24.3,30.4,0,0,0.789999999999964
23,4,0,1,20.1,21.6,1,0,1.1070000000002
23,5,0,4,27.2,43.6,1,0,0.770999999999958
23,6,0,1,26.3,28,1,0,0.860000000000127
23,7,0,12,25.7,45.7,0,0,1.75300000000016
23,8,1,6,25.9,26.2,1,0,0.830999999999904
23,9,0,6,20.9,47.7,1,1,1.875
23,10,1,9,22.2,29.8,0,0,0.953999999999951
23,11,0,1,21,20.2,0,0,0.666000000000167
23,12,0,4,24.9,30.6,0,0,0.615000000000009
23,13,0,9,20.7,38.6,1,0,0.783000000000129
24,1,1,1,27.8,36.2,1,1,1.55499999999938
24,2,1,9,25.8,29.9,0,0,1.26299999999992
24,3,1,1,24.6,28.8,1,0,1.03600000000006
24,4,1,1,23.9,25.1,0,0,1.36500000000069
24,5,0,9,23.9,65.9,0,1,1.19800000000032
24,6,1,1,24.7,36.5,0,1,0.88799999999992
24,7,0,4,21.4,26,1,0,0.569999999999709
24,8,0,9,25.1,56.5,0,-1,-11.3500000000004
24,9,1,4,29.1,36.3,1,0,0.821000000000822
24,10,1,9,24.4,30.7,1,0,1.70700000000033
24,11,0,6,20.2,29.4,0,0,1.05400000000009
24,12,1,6,21.8,33.1,1,0,1.39099999999962
24,13,0,9,23.3,43.3,0,0,1.25399999999991
24,14,1,1,21.8,24.1,0,0,1.14000000000033
24,15,1,12,22.4,51.2,0,0,1.5630000000001
24,1,0,1,24.7,25.8,1,0,0.755000000000109
24,2,1,12,25.5,40.8,1,0,0.960999999999331
24,3,1,12,28.7,49.9,1,0,1.15099999999984
24,4,0,6,23.8,28.6,0,0,1.43499999999949
24,5,0,6,22.8,33.3,1,0,0.677000000000589
24,6,1,9,22.2,39.6,1,0,1.65300000000025
24,7,0,4,26.3,40.3,1,0,1.52599999999984
24,8,1,9,28.6,51.8,0,-1,-8.40799999999945
24,9,1,9,22.3,28.6,1,0,1.11599999999999
24,10,0,9,22,59.3,0,0,0.876999999999498
24,11,1,9,26.1,45.3,1,0,0.789999999999964
24,12,1,1,25.7,28.1,1,0,0.98700000000008
24,13,0,6,24,37.6,0,0,1.17699999999968
24,14,0,9,25.9,33.7,0,0,1.0639999999994
24,15,1,1,29.9,33.1,0,0,0.806999999999789
24,16,1,2,28.7,29.2,0,0,1.32400000000052
24,17,0,6,23.5,32.6,1,0,1.57999999999993
25,1,1,4,28.8,43.4,1,0,1.05699999999979
25,2,1,4,23.1,27.6,0,0,0.725999999999658
25,3,0,2,28.3,31.5,0,0,0.78400000000056
25,4,1,6,25.3,83.8,1,1,1.14400000000023
25,5,1,9,24.4,37.4,1,0,0.719999999999345
25,6,0,12,20.6,37.4,1,0,0.759000000000015
25,7,0,9,27.6,47.7,1,0,0.875
25,8,1,1,21.9,30.2,0,1,0.853000000000065
25,9,0,6,22.3,29.1,1,0,0.755000000000109
25,10,0,9,26,50.2,1,0,1.06800000000021
25,11,0,4,28.9,42.1,1,0,0.867999999999483
25,1,0,2,23.4,32,1,0,1.66200000000026
25,2,1,12,23.6,36,1,0,1.35000000000036
25,3,1,9,25.5,37,1,0,1.25799999999981
25,4,1,12,25.3,23.6,1,0,1.38999999999942
25,5,0,1,24.3,44.9,0,1,1.05400000000009
25,6,0,4,22.9,20,1,0,0.954999999999927
25,7,0,9,27.9,43.6,1,0,1.37400000000071
25,8,0,2,28.9,33.1,1,0,1.10500000000047
25,9,1,9,26.7,32.1,0,0,1.07800000000043
25,10,0,6,28.7,59.2,0,1,1.33999999999924
25,11,0,4,20.1,26.8,0,0,1.38600000000042
25,12,1,9,24,43.3,1,0,1.30999999999949
25,13,0,4,26.5,32.1,0,0,1.65200000000004
25,14,0,4,20.1,25.4,0,0,1.28200000000015
26,1,0,9,23.3,43.4,1,0,1.10199999999998
26,2,0,9,29.2,43.6,1,0,0.52699999999993
26,3,0,2,25.7,20.8,0,0,1.553
26,4,0,1,25.6,21.1,0,0,1.16500000000008
26,5,1,9,21.9,36.7,0,-1,-8.76400000000001
26,6,0,6,21.5,46.4,0,1,1.14799999999991
26,7,0,4,23.3,25,1,0,1.52699999999982
26,8,1,12,29,57.9,0,0,1.82000000000016
26,9,0,2,21.5,25.8,1,0,0.93100000000004
26,10,1,9,20.1,38.8,1,0,0.742000000000189
26,1,0,2,27.5,37.7,0,0,1.03800000000001
26,2,0,4,22.6,26.8,0,0,0.922000000000025
26,3,0,4,24,72.8,0,1,1.72900000000004
26,4,1,12,20.4,32.2,0,0,0.846000000000004
26,5,1,2,20,41.1,0,0,1.44200000000001
26,6,0,9,22.3,681.8,1,1,0.902000000000044
26,7,0,4,23.8,16.5,0,0,0.903999999999996
26,8,1,4,23.8,28.8,1,0,0.699000000000069
26,9,1,1,28.7,30.4,1,0,0.856999999999971
26,10,1,4,26.1,19.4,1,0,1.0150000000001
26,11,0,9,22.9,34.8,1,0,0.738000000000056
26,12,0,9,29.6,46.5,1,0,0.770999999999958
26,13,1,6,29.6,96.1,0,1,1.26599999999985
26,14,0,12,27.7,138.9,1,1,0.809999999999945
26,15,1,4,25.7,33.4,1,0,0.908000000000129
26,16,1,9,20.4,63.3,1,0,0.752999999999929
26,17,1,4,25.1,79,0,0,0.939000000000078
26,18,0,9,27.5,43.5,0,0,1.40499999999997
26,19,0,12,21.3,38.6,0,0,0.753999999999905
26,20,1,6,23.2,18.4,0,0,1.00099999999998
26,21,1,2,25.1,29.2,0,0,0.791999999999916
26,22,1,2,28.9,33.7,0,0,0.831000000000131
26,23,0,4,20,26.8,0,0,1.29700000000003
26,24,1,6,28.6,136,1,1,1.26600000000008
26,25,0,1,29.7,22.5,1,0,1.06899999999996
26,26,0,6,25,86.9,1,1,1.48700000000008
26,27,1,12,20.7,26.2,0,0,0.644000000000005
26,28,1,1,25.6,40.3,1,1,0.669999999999845
26,29,1,2,24.6,29.7,0,0,0.871999999999844
26,30,1,12,23.9,53.4,0,0,0.794999999999845
26,31,1,12,25.4,58,0,0,0.695000000000164
27,1,0,4,29.7,34.9,0,1,0.754000000000133
27,2,1,6,21.7,21.5,0,0,0.826999999999998
27,3,1,4,23.6,26.8,0,0,0.87700000000018
27,4,1,12,26.9,51.9,0,1,0.840999999999894
27,5,1,12,26.1,38,1,0,1.18599999999992
27,6,0,2,28.8,27.9,0,0,0.701999999999998
27,7,1,2,20.8,22.6,1,1,0.854999999999791
27,8,1,6,20.4,27.9,0,1,0.625
27,1,0,2,22.7,20.5,0,0,1.43300000000022
27,2,0,4,24.8,34.8,0,1,0.783999999999878
27,3,0,4,20.4,21.3,1,0,1.32899999999995
27,4,1,2,24.5,28.8,1,1,0.916999999999916
27,5,0,9,29.1,39.4,0,1,1.01099999999997
27,6,1,1,24,24.7,0,0,1.11500000000001
27,7,0,6,24.4,29.2,0,0,0.553000000000111
27,8,0,4,28.7,35.3,1,1,0.472999999999956
28,1,1,2,23.1,25.2,0,0,1.06899999999996
28,2,0,4,29.9,36.4,1,1,1.97299999999996
28,3,0,9,27.9,29.1,0,0,1.36099999999988
28,4,1,12,26,39.3,0,-1,-10.5609999999999
28,5,0,12,22,33.3,1,0,1.19000000000005
28,6,0,1,24.9,31.3,0,1,1.33400000000006
28,7,0,6,27.5,42,1,1,0.913999999999987
28,8,0,2,23.6,25.9,1,0,1.0139999999999
28,9,0,12,26.4,42.6,0,1,1.14300000000003
28,10,0,12,26.3,41.3,1,1,1.404
28,11,1,9,25.7,35.4,1,0,1.10899999999992
28,12,1,4,28.8,30.6,0,0,1.202
28,1,0,6,22.2,27.9,0,0,1.10899999999992
28,2,0,2,20.3,22.6,1,0,1.40100000000007
28,3,1,12,28.9,38,0,-1,-10.521
28,4,1,2,21.5,24.3,0,1,0.789999999999964
28,5,1,1,21.8,29.9,1,1,0.90300000000002
28,6,0,9,27.3,53.5,1,1,0.913000000000011
28,7,1,6,29.4,38.9,1,1,1.31799999999998
28,8,0,2,25.4,23.3,0,0,1.29199999999992
28,9,0,6,28.3,36,1,0,1.43200000000002
28,10,0,4,20,24,0,0,1.27700000000004
28,11,0,12,20.8,29.1,1,0,1.32299999999987
28,12,1,4,27.7,33.9,0,1,1.18200000000002
29,1,0,12,26.4,39.6,1,1,0.956999999999994
29,2,1,4,26.3,29.7,1,0,1.38099999999997
29,3,1,12,28.4,41.1,1,1,0.687000000000012
29,4,1,1,29.4,25.2,0,0,0.830000000000041
29,5,0,9,24.8,32.2,0,1,0.765999999999963
29,6,0,6,26.1,37.7,1,1,0.772999999999911
29,7,0,1,20.5,21.1,0,0,0.751999999999953
29,8,1,9,26.1,33.1,0,1,0.874000000000024
29,9,1,1,22.5,26.6,1,0,1.51300000000003
29,10,1,6,29.2,56.5,0,1,0.961000000000013
29,11,1,1,28.1,40.4,0,1,0.651000000000067
29,12,1,9,23.4,29.2,1,-1,-9.28800000000001
29,13,1,1,23.1,23.8,1,0,0.791000000000054
29,14,1,9,29.3,28.4,1,0,0.489000000000033
29,15,0,1,26.5,27.3,0,0,0.788999999999987
29,16,1,1,22.9,29.7,0,1,0.749000000000024
29,17,1,2,28.7,30.3,1,0,0.937000000000012
29,18,1,12,24.8,33.2,0,1,1.56000000000006
29,19,0,9,29.2,36,0,1,0.690000000000055
29,20,0,6,29.1,40.8,0,1,0.735000000000014
29,21,0,12,28.7,36.6,1,1,0.91700000000003
29,22,0,4,21.2,23,1,0,0.846000000000004
29,23,1,6,29.4,33.3,1,1,1.21600000000001
29,24,0,12,29.3,31.5,0,0,0.986999999999966
29,25,1,4,28.1,30.5,0,0,0.563999999999965
29,26,0,2,24,28.6,1,1,1.07600000000002
29,27,1,2,28.6,29.8,0,0,0.675999999999931
29,28,0,6,23.1,29.6,1,1,1.125
29,29,1,6,23,28.9,1,1,0.09800000000007
29,30,0,1,21.7,22.2,1,0,1.31999999999994
29,31,0,9,24.4,26.6,0,0,1.47699999999986
29,32,0,2,26.7,27.9,1,0,0.716000000000122
29,33,0,2,26.8,28,0,0,0.902000000000044
29,34,0,1,24.4,23.2,0,0,0.563000000000102
29,1,1,12,27.5,32.2,0,1,1.60500000000002
29,2,0,4,23.9,27.4,0,1,0.765999999999849
29,3,0,4,26.1,53.8,1,1,0.72400000000016
29,4,0,9,20.1,17.9,0,0,1.23700000000008
29,5,0,9,27.7,34.7,0,1,0.651000000000067
29,6,0,1,29.7,30.4,1,0,0.807000000000016
29,7,1,12,29,38.2,1,1,1.98199999999997
29,8,0,4,21.2,23.2,1,0,0.592000000000098
29,9,0,2,23.3,24.6,1,0,0.538999999999987
29,10,0,9,29.4,36.8,1,1,0.478000000000065
29,11,0,4,21.7,18.4,1,0,0.621000000000095
29,12,0,6,26.6,30.5,1,0,0.913999999999987
29,13,0,12,23.8,31.4,0,1,0.551999999999907
29,14,0,1,29.7,30.5,0,0,0.585000000000036
29,15,1,4,21.6,31.8,1,1,0.726000000000113
29,16,0,2,23.7,24.8,1,0,0.94399999999996
29,17,1,4,26.3,24.1,0,0,0.711999999999989
29,18,0,12,26.1,28.2,0,0,1.19799999999987
29,19,0,2,20.5,24.6,0,1,1.721
29,20,1,4,23.3,25.5,0,0,0.426999999999907
29,21,1,12,29.6,34,0,1,0.642000000000053
29,22,1,12,25,26.2,1,0,0.711000000000013
29,23,0,6,29.6,40.2,1,1,0.688000000000102
29,24,1,1,27.4,31.9,0,1,0.919000000000096
29,25,1,1,24.7,28.1,1,0,1.02999999999997
29,26,1,9,29.2,43.7,0,1,0.712999999999965
29,27,0,6,27.1,36.3,1,1,0.630000000000109
29,28,0,2,26.9,32,1,1,0.621000000000095
29,29,1,1,26.5,30.3,1,1,0.740999999999985
29,30,1,4,20.9,20.5,1,0,0.909000000000106
29,31,0,4,25,27,1,0,0.687000000000126
29,32,0,2,28.7,27.4,1,0,0.538000000000011
29,33,1,2,22.4,21.5,1,0,0.507000000000062
29,34,0,6,20.3,25,0,1,0.757000000000062
29,35,0,2,29.5,28.6,0,0,1.24099999999999
29,36,0,12,26.6,30.6,1,-1,-9.68600000000015
29,37,1,9,20.9,22.9,0,0,0.635999999999967
29,38,1,1,20.3,20.7,0,0,0.510999999999967
29,39,0,9,23.1,29.5,1,1,0.655999999999949
30,1,0,4,24.1,28.3,0,0,0.963999999999999
30,2,1,6,24.8,32.9,0,1,0.489999999999952
30,3,0,12,24,55.2,1,1,0.705000000000041
30,4,1,4,27.2,40,1,1,1.13600000000002
30,5,1,2,29.4,32,1,0,1.101
30,6,0,4,24.3,33.2,0,1,1.80899999999997
30,7,1,9,22.8,32.2,1,0,1.03399999999999
30,8,0,6,20.6,26.8,0,0,0.879999999999995
30,9,0,12,20.6,37.3,1,1,0.670999999999935
30,1,1,1,24.4,25.5,0,0,0.604000000000042
30,2,0,6,28.3,50.2,1,1,0.551000000000045
30,3,1,12,23.3,37.3,1,0,0.900000000000091
30,4,1,6,29.4,40.7,1,1,1.029
30,5,1,12,24.2,50.8,0,1,0.563999999999965
30,6,0,12,26.3,51.1,0,1,0.745999999999981
30,7,1,9,29.9,39.6,0,0,0.498000000000047
31,1,0,12,26.9,31.4,0,0,0.759999999999991
31,2,1,6,24.3,37.4,1,1,0.828999999999951
31,3,0,12,26,38.5,1,1,0.72400000000016
31,4,1,12,22.4,26.9,1,0,0.83400000000006
31,5,1,6,28.4,33.8,0,0,0.809999999999945
31,6,0,12,23,33.3,0,0,1.06399999999985
31,7,1,1,23.8,22.4,1,0,0.785000000000082
31,8,0,2,25.2,29.9,0,1,1.596
31,9,1,12,21.5,29.8,0,0,0.805000000000064
31,1,1,1,28.3,29.6,0,0,0.673000000000002
31,2,1,1,21.7,22.9,1,0,1.24199999999996
31,3,1,2,20.7,23.2,0,0,0.439000000000078
31,4,1,9,29.3,37.7,1,1,0.729000000000042
31,5,0,9,21.3,29.5,1,1,0.944000000000187
31,6,1,4,28.1,65.8,1,1,0.779999999999973
31,7,1,4,28.8,23,0,0,0.625999999999976
31,8,1,2,20.2,21.7,0,0,0.847000000000207
31,9,0,2,22.1,37.3,0,1,0.603000000000065
31,10,1,12,29.2,70.9,1,1,0.639000000000124
31,11,0,4,24.7,28.2,1,0,0.711999999999989
31,12,1,12,25.8,37.5,1,1,0.689000000000078
31,13,1,6,27.6,47,1,1,0.654999999999973
31,14,1,4,26.2,24,1,0,0.642000000000053
31,15,1,12,24.9,27.6,0,0,0.74799999999982
31,16,1,9,20.9,34,1,1,0.625999999999749
31,17,1,1,29.6,30.6,1,0,0.721000000000004
31,18,0,2,21.5,22.9,0,0,1.20899999999983
31,19,1,1,24.5,22.2,1,0,0.826000000000022
31,20,0,2,23.7,22.5,1,0,0.710000000000036
31,21,0,12,24.4,34.3,0,0,0.742000000000189
31,22,1,4,25.6,33.6,0,0,1.04800000000023
31,23,1,4,22.3,31.8,0,1,0.925000000000182
31,24,1,4,27.4,38,1,1,0.997000000000298
31,25,1,4,21,24.4,1,0,0.599999999999909
31,26,0,9,22.9,27,1,0,0.934999999999945
31,27,1,9,29.7,41.4,1,1,0.671000000000276
31,28,1,1,23.3,27.4,1,1,0.97400000000016
31,29,1,4,25.9,26.9,0,0,0.621999999999844
31,30,0,9,26.2,35.8,0,1,0.954000000000178
31,31,0,1,26.9,25.5,0,0,0.771999999999935
31,32,0,12,24.3,40.3,0,1,0.894000000000233
31,33,1,4,25.3,26.6,1,0,0.93100000000004
32,1,1,1,29.7,31,0,0,0.878000000000611
32,2,0,2,28.3,25.7,0,0,1.45499999999993
32,3,1,6,28.6,46.4,0,1,0.720999999999549
32,4,0,2,29.4,32.5,0,0,1.21600000000035
32,5,0,2,25.9,32.7,0,-1,-8.71699999999964
32,6,0,12,23.8,49,0,1,0.819999999999709
32,7,0,1,25.2,26.7,1,0,1.55999999999949
32,8,1,2,24.7,27.8,1,1,1.2549999999992
32,9,0,9,29.9,43.9,0,1,0.744000000000597
32,10,1,9,25.3,28.4,0,0,0.865999999999985
32,11,0,6,22.9,28.7,0,1,0.810999999999694
32,12,1,12,22,39,1,1,1.11599999999999
32,13,0,12,20.8,25.3,0,1,1.17099999999937
32,14,1,6,23.8,27.8,0,-1,-9.75300000000061
32,15,1,4,30,33.4,1,0,0.719000000000051
32,16,1,6,23.1,22.2,1,0,1.50900000000001
32,17,1,4,20.6,23.1,1,1,0.988000000000284
32,18,0,12,29.5,39.3,1,1,1.23100000000068
32,19,0,12,20.1,26.1,0,1,0.796000000000276
32,20,0,6,20.3,27.6,1,1,0.983000000000175
32,21,0,9,23.3,27.9,1,0,0.894000000000233
32,22,1,12,21.8,27.9,0,1,1.01299999999992
32,23,1,2,28,33.4,1,1,0.9350000000004
32,24,0,2,24.6,25.7,1,0,1.15099999999984
32,25,0,12,22.2,28,1,1,0.829000000000633
32,26,1,9,22.5,26.6,0,1,1.08500000000004
32,27,1,2,26.2,24.7,1,0,1.12400000000071
32,28,1,6,28.5,29,1,0,0.908000000000357
32,29,0,9,29.2,34.3,1,1,0.820999999999913
32,1,1,12,20.8,31.2,0,1,0.808999999999287
32,2,0,1,28.2,29.1,1,0,1.25900000000001
32,3,1,4,20.6,23.6,1,-1,-9.66399999999976
32,4,1,1,26,34,0,1,0.601999999999862
32,5,1,6,23.5,24.1,1,0,1.17699999999968
32,6,0,6,23,27.9,0,1,1.0659999999998
32,7,1,9,26.6,38.9,0,1,0.591999999999643
32,8,1,6,26.5,28.8,1,0,0.742000000000189
32,9,1,4,24.3,28.9,0,0,1.4350000000004
32,10,1,2,28.6,26,0,0,0.801000000000386
32,11,1,1,26.3,27.2,1,0,0.774000000000342
32,12,0,9,27.9,36.6,1,1,0.79700000000048
32,13,1,12,23,38.4,1,1,0.943999999999505
32,14,1,4,23.2,23.3,1,0,1.05000000000018
32,15,0,2,24.6,28.6,0,1,1.3090000000002
32,16,0,9,21.9,30.3,0,1,1.53999999999996
32,17,1,2,29,32.6,1,1,1.42299999999977
32,18,1,2,24.8,26.2,1,0,1.60300000000007
32,19,1,9,21.8,26.2,0,1,0.784999999999854
32,20,0,6,28.5,32.8,0,1,0.997999999999593
32,21,1,6,28.5,32.5,0,0,1.25900000000001
32,22,1,2,29.3,28.7,1,0,0.847999999999956
32,23,1,12,22.7,29.5,0,1,0.926000000000386
32,24,0,1,29.5,30.2,1,0,1.25200000000041
32,25,0,1,22.9,23.4,1,0,0.787999999999556
32,26,1,9,22.1,28.9,1,1,0.913000000000466
33,1,0,9,24.4,33.7,1,0,1.41899999999987
33,2,1,1,24.8,26.2,1,0,1.09000000000015
33,3,1,2,22.6,25.5,0,-1,-9.84000000000015
33,4,0,9,28.4,61.6,0,1,0.845999999999549
33,5,0,12,27.5,47.7,1,0,0.783000000000357
33,6,0,1,20.4,21.9,0,0,0.837999999999738
33,7,1,4,26.5,35.1,0,0,0.91399999999976
33,8,1,12,24.6,44.2,1,0,1.19800000000032
33,9,0,2,27.3,32.6,1,1,1.75
33,1,0,9,29.2,40.3,1,1,0.985999999999876
33,2,1,2,20.7,18.5,1,0,1.11399999999958
33,3,1,9,29.5,45.6,1,1,0.975000000000364
33,4,1,12,23.5,31.8,0,0,1.14699999999993
33,5,0,6,27.7,33.7,1,0,1.36400000000049
33,6,0,4,28.4,33,0,0,0.911000000000058
33,7,0,2,20.5,22.3,1,0,0.898999999999432
33,8,1,6,25.3,27,1,0,1.57000000000062
33,9,0,1,20.4,21.4,1,-1,-9.35800000000017
33,10,1,12,27.1,41.9,0,1,0.932999999999993
33,11,0,12,24.2,36.2,0,-1,-9.0029999999997
33,12,0,4,24.1,28.1,0,-1,-19.9489999999996
33,13,0,1,25.6,24,0,0,0.757999999999811
33,14,1,9,24.6,37.8,0,1,0.806999999999789
34,1,1,12,23.7,49.5,1,0,1.01800000000003
34,2,0,1,26.4,19.7,0,0,1.09900000000016
34,3,0,6,27.9,38,1,0,0.954999999999927
34,4,0,6,24.4,35,1,0,0.961999999999989
34,5,0,6,23.9,35.9,1,0,1.19499999999994
34,6,1,1,21.3,27.5,0,0,1.31899999999996
34,7,0,6,26.7,37.5,1,0,1.20800000000008
34,8,1,6,22.6,32.8,0,0,0.998000000000047
34,9,1,6,28.5,29.2,0,0,1.12000000000012
34,10,0,4,22,30,1,0,0.90300000000002
34,11,1,9,21.8,30.6,1,0,1.38200000000006
34,12,1,4,22.6,31.9,0,0,0.999000000000024
34,13,0,12,28.1,51.7,1,0,0.846000000000004
34,1,0,12,20.4,30.6,1,0,1.27300000000014
34,2,0,12,21,26.3,0,0,1.04900000000043
34,3,1,6,20.9,34.9,1,0,0.911999999999807
34,4,1,6,22.4,31.4,1,0,1.57400000000007
34,5,0,9,21.6,24.8,0,0,1.31700000000001
34,6,1,6,27.7,61.3,1,0,1.48399999999992
34,7,1,2,24.9,64.6,0,0,1.57799999999997
34,8,1,9,20.8,31.6,0,0,1.06899999999996
34,9,0,6,25.7,1008.2,0,1,1.08799999999974
34,10,0,4,22.9,168.2,1,1,1.01300000000037
34,11,1,1,22.6,70.2,0,1,0.884000000000015
34,12,1,9,23.2,36.7,1,0,0.925999999999931
34,13,0,9,29.6,48.2,0,0,0.937999999999647
34,14,0,6,20.3,29.7,0,0,0.963000000000193
34,15,0,4,24.5,20.9,0,0,0.835000000000036
34,16,0,2,20.3,16.8,0,0,0.932000000000244
34,17,0,4,27,37.1,1,0,0.936000000000149
34,18,1,12,22.1,30.8,1,0,1.34700000000021
34,19,1,6,25.5,61.3,0,0,0.903000000000247
34,20,1,2,29.4,35,0,0,0.798999999999978
