A	DA	B	DB	R	ID
22	0	12	1	0	90
23.5	0	25.5	1	0	90
28.9	0	31.4	1	0	90
27	0	53.2	12	0	90
27.6	0	32.4	2	0	90
26.3	0	518.2	1	1	90
20.3	0	-58.3	12	0	90
24.3	0	48.7	12	0	90
29.7	0	40.2	4	0	90
29.1	0	31.7	1	0	90
23.7	0	25.9	1	0	90
22.5	0	-65.3	9	1	90
26.8	0	31.7	2	0	90
28.2	0	777.8	1	1	90
27.2	0	15.4	1	0	90
24.6	0	29.2	2	0	90
29	0	53.1	9	0	90
21.4	0	16.6	12	0	90
21.7	0	26	2	0	90
29.5	0	63.4	12	0	90
23.3	0	18.8	12	0	90
27.6	0	38.8	4	0	90
22.7	0	-108	9	1	90
26	0	-102.1	12	1	90
27.6	0	21.3	6	0	90
29.1	0	25.1	9	0	90
27.9	0	33.9	2	0	90
21.7	0	49.6	12	0	90
20	0	30	12	0	91
22.9	0	24.2	1	0	91
28.9	0	53.1	6	0	91
21.7	0	32.4	9	0	91
29	0	36.4	4	0	91
23.3	0	29.9	4	0	91
22.1	0	17.8	1	0	91
29.8	0	44.4	6	0	91
24	0	45.6	4	0	91
20.3	0	53.5	2	1	91
26.8	0	158.4	9	0	91
21.8	0	433.2	6	1	91
28	0	44.6	9	0	91
23.4	0	66.9	1	1	91
26.9	0	29	1	0	91
20.1	0	23.3	2	0	91
26.1	0	234.5	9	1	91
23.6	0	152.3	9	0	91
24.1	0	31.3	4	0	91
28.6	0	48	9	0	91
20.8	0	15.9	4	0	91
25.7	0	38.9	6	0	91
29.3	0	22.6	2	0	91
22.1	0	26.4	2	0	91
28.4	0	60.8	12	0	91
22.6	0	36.4	6	0	91
29.9	0	56	2	1	91
28.9	0	80.1	6	0	91
29.2	0	23.4	2	0	91
21.2	0	25.7	2	0	91
24.6	0	44.9	1	1	91
21.9	0	24.3	1	0	91
29.8	0	57.8	2	0	91
22.8	0	19.7	4	0	91
25.8	0	19.8	1	0	91
24.9	0	48.7	9	0	91
25.7	0	42.5	6	0	91
20.9	0	120.7	9	0	91
25.4	0	49.5	9	0	91
26.9	0	52.9	9	0	91
28.9	0	23.7	2	0	91
25.4	0	29.7	12	0	91
23.3	0	32.9	4	0	91
24.3	0	25.8	1	0	91
27.6	0	43.2	9	0	91
27.3	0	51.8	12	0	91
22.5	0	26.7	2	0	91
25.2	0	76	12	0	91
25.6	0	271.2	12	1	91
21.8	0	45.2	2	1	91
28	0	46.2	1	1	91
28.3	0	50.2	9	0	91
24.4	0	37.7	2	0	91
28.5	0	27.3	9	0	91
28.3	0	30.7	1	0	91
28.4	0	56.6	12	0	91
21.1	0	20.9	4	0	91
26.6	0	23.4	1	0	91
20.8	0	40	9	0	91
20.2	0	39.9	9	0	91
29.6	0	26.7	2	0	92
28.5	0	27	2	0	92
29.6	0	30.9	1	0	92
23.4	0	25.4	4	0	92
25.1	0	38	9	0	92
24	0	34.6	6	0	92
27.7	0	49.6	12	1	92
21.2	0	24	2	0	92
24	0	25.7	1	0	92
25	0	47	6	1	92
22.2	0	27.2	6	0	92
21.7	0	26	1	1	92
27.4	0	36.2	4	0	92
27	0	31.9	2	0	92
29.4	0	71.1	12	1	92
27	0	45.3	6	0	92
22.8	0	49.7	12	1	92
26.4	0	60	9	1	92
23.3	0	46.5	12	1	92
27.9	0	51	6	1	92
28.7	0	70.2	12	1	92
26.4	0	28.4	1	0	92
23.6	0	33.7	9	0	92
28.8	0	56	12	1	92
29.6	0	31.8	1	0	92
25.1	0	57.4	12	1	92
23.9	0	25	2	0	92
23.8	0	27.8	12	0	92
23.2	0	44.6	12	1	92
20.9	0	21.6	4	0	92
21.4	0	29.2	6	0	92
21	0	22.2	1	0	92
29.5	0	43.2	4	1	92
23.8	0	32.5	6	0	92
24.1	0	33.6	6	0	92
28	0	36.4	1	1	93
27	0	50.8	12	1	93
24.9	0	26.8	2	0	93
22.9	0	24	1	1	93
24.1	0	28.1	4	0	93
21.3	0	23.3	2	1	93
20.6	0	33.6	9	1	93
27.8	0	35.7	4	1	93
24.7	0	25.3	2	1	93
21.1	0	25.6	6	1	93
25.8	0	37.2	4	1	93
21.7	0	23	9	1	93
20.4	0	33.3	4	1	93
28.8	0	50.8	9	1	93
29	0	32	4	1	93
29.1	0	35.4	9	1	93
23.2	0	25.3	4	1	93
29.6	0	39.9	4	1	93
28.3	0	26.3	4	0	93
25.3	0	30.5	2	1	93
27.3	0	27.8	1	0	93
26.5	0	32.8	12	1	93
27.9	0	28.4	1	1	93
20.5	0	23.5	1	0	93
25.5	0	30	9	1	93
21.6	0	27.9	4	1	93
27	0	32.9	12	1	93
27.6	0	28.1	1	1	93
27	0	27.2	9	0	93
29.7	0	34.3	9	0	93
20.6	0	19.5	4	0	93
24.2	0	33.8	12	0	93
24.7	0	25.7	2	1	93
22.1	0	27.3	12	0	93
20.3	0	24.1	9	0	93
20.9	0	20	6	0	93
28.9	0	28	6	0	93
21.6	0	22.6	2	1	93
26.4	0	31.3	1	1	93
24.1	0	31.6	6	1	93
28.3	0	30.7	4	0	93
20.5	0	23.1	6	1	93
25.7	0	23.5	1	0	93
23.4	0	21.5	1	0	93
26.4	0	27.5	2	1	93
30	0	34.8	2	1	93
26.3	0	31	9	0	93
24	0	24.4	6	0	93
25.3	0	28.5	6	0	93
28.4	0	29.1	6	0	93
21.6	0	24.3	1	1	93
29.4	0	35.1	9	1	93
27.9	0	42.1	4	1	93
23.9	0	40.4	9	1	93
24.8	0	25.5	4	1	93
24.2	0	25.9	2	1	93
20.5	0	19.9	12	0	93
21.1	0	39.5	9	1	93
24.7	0	21.6	2	0	93
29.6	0	30.5	1	0	93
28.8	0	34.1	6	0	93
21.5	0	19.2	2	0	93
29	0	35.7	1	0	93
27.7	0	22.7	2	0	93
28	0	26.2	6	0	93
23.9	0	24.8	1	1	93
22.9	0	24.6	2	1	93
26.1	0	34.3	9	1	93
22.3	0	29	1	1	93
28.6	0	32.2	4	1	93
27.9	0	28.7	1	1	93
20.6	0	22.9	4	0	93
23.3	0	34.5	6	1	93
26.1	0	32.8	2	1	93
21.6	0	28.8	12	0	93
20.5	0	24.4	6	0	93
21.6	0	25.4	12	0	93
23.4	0	26.6	4	0	93
26.3	0	37.6	12	0	93
25.1	0	31.1	6	0	93
26.2	0	40.1	6	1	93
26.5	0	27.6	1	1	93
27.9	0	46.1	9	1	93
24.7	0	39.7	9	1	93
28.2	0	34.3	2	1	93
29.7	0	39.8	9	0	93
21.3	0	31.5	12	0	93
23.6	0	25.9	9	0	94
27.6	0	32.5	4	0	94
29.2	0	56.8	9	1	94
20.4	0	27.2	6	0	94
25.9	0	29	4	0	94
23.3	0	42	9	1	94
26.3	0	29.7	1	0	94
23.7	0	21.9	2	0	94
25.7	0	35.3	6	0	94
29.7	0	32.6	4	0	94
28.7	0	37	4	0	94
27.2	0	26.7	1	0	94
21.2	0	21.3	1	0	94
27.5	0	28.7	1	0	94
20.7	0	48.1	12	1	94
24	0	30	1	1	94
29.9	0	57.5	12	1	94
20.1	0	28.9	6	0	94
25.2	0	27.8	9	0	94
28.4	0	31.6	2	0	94
21.1	0	23.7	2	0	94
24.4	0	24.5	2	0	94
25.3	0	29.7	1	0	94
24.7	0	61.4	9	1	94
25.1	0	42.8	12	0	94
21.1	0	22.6	1	0	94
20.3	0	26.1	4	0	94
27	0	31.2	2	0	94
28.9	0	29.6	2	0	94
26.4	0	35.3	4	1	94
27.1	0	45.9	6	1	94
22.4	0	32.8	6	1	94
27.4	0	31.4	2	1	94
28.2	0	30.2	1	1	94
20.8	0	23.6	2	1	94
27.5	0	46.5	6	1	94
20.6	0	39.1	9	1	94
28.6	0	33.7	1	1	94
23.7	0	26.8	2	0	94
24.1	0	38.8	9	1	94
21.8	0	21.3	1	0	94
25	0	31.5	4	1	94
28.3	0	30	1	0	94
20.7	0	36	12	0	94
29.6	0	40.8	9	0	95
21.9	0	19.2	1	0	95
20.5	0	21.7	1	0	95
27.6	0	38.3	6	0	95
26.1	0	40.6	12	0	95
22.1	0	23.7	2	0	95
24.1	0	38.7	9	0	95
20.1	0	23.6	4	0	95
29.4	0	42	2	0	95
20.5	0	22.6	2	0	95
28.6	0	30.2	1	0	95
21.2	0	25.9	4	0	95
25.1	0	24.9	12	0	95
25.5	0	56.8	4	0	95
29.4	0	39.3	6	0	95
25.7	0	182.8	6	1	95
22.6	0	16.8	4	0	95
20.4	0	35.5	12	0	95
27.4	0	101.1	6	0	95
27.3	0	192.7	4	1	95
23.5	0	25.1	1	0	95
23.7	0	41.9	12	0	95
20.3	0	29	6	0	95
27.6	0	67.9	1	1	95
23.6	0	23.8	12	0	95
25.4	0	57	2	1	95
25.4	0	29.8	2	0	95
20.9	0	19.4	4	0	95
23.9	0	43.7	9	0	95
25.1	0	25.7	4	0	95
24	0	45.9	9	0	95
29.6	0	71.3	6	0	95
29.1	0	35.1	2	0	95
28.7	0	31.7	1	0	95
21.8	0	24.1	1	0	95
27.9	0	62.9	12	0	95
29.8	0	33.1	1	0	95
22.4	0	107.7	12	0	95
22.8	0	21.4	4	0	95
23	0	33	4	0	95
25.5	0	31.2	2	0	95
28.7	0	31.9	1	0	95
28.4	0	45.4	1	1	95
21.9	0	19.1	1	0	96
20.1	0	23.6	4	0	96
20.8	0	27.8	12	0	96
20.7	0	25.7	4	0	96
26.9	0	44.1	9	0	96
21.3	0	36.6	6	0	96
23.9	0	28.4	2	0	96
20.2	0	24.4	2	0	96
21.3	0	23.1	2	0	96
26.4	0	35.4	2	1	96
24.1	0	28.3	4	0	96
21.6	0	26.7	12	0	96
28.6	0	47.8	6	0	96
21.9	0	38.4	12	0	96
27.8	0	47.8	2	0	96
23.7	0	26.6	2	0	96
20.4	0	124.9	6	1	96
27.7	0	25.5	12	0	96
27.1	0	150.4	9	1	96
21.6	0	39.1	12	0	96
27.8	0	32.4	2	0	96
28.9	0	34.1	2	0	96
23.1	0	42.7	9	0	96
20.7	0	31.7	9	0	96
23.5	0	54.3	12	0	96
21.2	0	23.1	2	0	97
29.2	0	35.7	12	1	97
22.3	0	19.4	12	0	97
23.9	0	19.8	6	0	97
27.3	0	21	1	0	97
24.6	0	22.4	6	0	97
23.3	0	41.1	6	1	97
22.2	0	33.3	4	1	97
26.6	0	35.2	9	1	97
21.1	0	18.6	1	0	97
22.8	0	20.5	1	0	97
27	0	30.7	12	0	97
28.3	0	37.2	6	1	97
24.7	0	23.3	1	0	97
30	0	33.5	9	1	97
29.8	0	35.5	9	1	97
23.3	0	28.5	6	1	97
25.8	0	28.2	1	1	97
26.6	0	30.3	4	1	97
21.6	0	21.9	4	0	97
22.6	0	24.8	9	1	97
25.2	0	24.2	1	0	97
22.6	0	34.1	4	1	97
29.7	0	37.2	6	1	97
26.4	0	24.6	2	0	97
29.7	0	40.6	12	1	97
27.1	0	33.2	9	1	97
25.3	0	29.8	4	1	97
26.9	0	28.9	1	1	97
23.6	0	24.6	2	0	97
27.5	0	32.2	12	0	98
22.2	0	23.2	1	0	98
22.8	0	20.9	1	0	98
24.3	0	25.7	1	0	98
25.4	0	38	12	1	98
28.4	0	29.6	1	0	98
24.5	0	39.6	4	1	98
24.8	0	29.5	12	0	98
21.1	0	25	4	0	98
29.1	0	30.8	1	0	98
23.1	0	34	4	1	98
24.2	0	23.4	1	0	98
27.7	0	42.4	6	1	98
23.1	0	26.5	4	0	98
22	0	29.2	4	1	98
25.5	0	43.9	12	1	98
25.5	0	39.7	12	1	98
21.1	0	24.5	4	0	98
28.6	0	33.5	4	1	98
20.9	0	30.8	12	1	98
29.3	0	47.7	12	1	98
29.4	0	46.6	12	1	98
29.1	0	38.2	6	1	98
28.6	0	32.2	6	0	98
27.4	0	29.8	2	0	98
20.6	0	33.4	12	1	98
22.1	0	32.7	12	1	98
25.6	0	35.9	12	1	98
27.9	0	40.4	2	1	98
24.9	0	27.8	4	0	98
24.1	0	25.6	12	0	98
21.5	0	35.2	9	1	98
28.4	0	30.1	2	0	98
21.2	0	23.9	4	0	98
29.4	0	41.9	6	1	98
23.1	0	26.1	4	0	98
28.8	0	47.2	12	1	98
25.1	0	28.5	4	0	98
20	0	21.4	2	0	98
26.2	0	27.9	4	0	98
21.6	0	29.6	2	0	99
20.9	0	50.6	2	0	99
29.7	0	19.5	6	0	99
25.1	0	26.3	1	0	99
24.5	0	31.4	6	0	99
23.3	0	33.4	9	0	99
24.9	0	-524.5	12	1	99
21.5	0	26.1	4	0	99
28.2	0	19.9	4	0	99
22.1	0	445.9	12	1	99
20.9	0	53.6	2	1	99
23.9	0	29.6	4	0	99
28.9	0	50.3	12	0	99
24.3	0	26.1	1	0	99
27.7	0	46	9	0	99
30	0	32.6	1	0	99
20.2	0	18.4	2	0	99
21.1	0	23.1	1	0	99
26.9	0	29.5	1	0	99
28.9	0	37.4	1	0	99
20.7	0	70.6	6	0	99
20.9	0	27.1	4	0	99
21.1	0	35.4	9	0	99
22	0	62.4	2	1	99
28.8	0	33.8	2	0	99
29.4	0	212.7	9	1	99
21.4	0	24.7	12	0	99
28.6	0	91.8	6	0	99
27.6	0	338.6	9	1	99
26.9	0	41.2	6	0	99
28.6	0	27	6	0	99
22.3	0	26.6	12	0	99
25.2	0	200	12	0	99
23.4	0	688.6	12	1	99
22.8	0	49.1	12	0	99
25	0	22.8	4	0	99
23	0	26.5	9	0	99
25.5	0	36.5	4	0	99
21.6	0	26.3	2	0	99
25.7	0	51	9	0	99
20.1	0	27.5	2	0	99
25.4	0	18	2	0	99
27.8	0	80.9	6	0	99
28.9	0	22	12	0	99
23.1	0	25.5	2	0	99
26.4	0	38.2	9	0	99
21.2	0	31.4	9	0	99
26.1	0	39.6	9	0	99
21.9	0	38	12	0	99
24.4	0	66.6	2	0	99
29.7	0	21.6	9	0	99
20.7	0	23.4	2	0	99
22.1	0	16.9	9	0	99
25.1	0	32	4	0	99
21.4	0	27.6	4	0	99
29.3	0	42.4	6	0	99
26.1	0	20.2	4	0	99
24.6	0	23.3	9	0	99
28	0	117	6	1	99
27	0	54.8	12	0	99
27.4	0	54.3	2	0	99
23.3	0	21.1	9	0	99
21.8	0	60	2	0	99
20.1	0	29.9	6	0	99
21.1	0	28.3	4	0	99
22.7	0	70.9	1	1	99
26.2	0	148	4	1	99
29.5	0	53	9	0	99
29.1	0	21.6	2	0	99
29.7	0	46.7	6	0	99
23.4	0	50.7	1	1	99
26.6	0	25.6	6	0	99
22.9	0	25.3	1	0	99
21.5	0	40.2	1	1	99
20.4	0	33.3	6	0	99
26	0	31.6	2	0	99
20.3	0	29.2	4	0	99
27.2	0	31.9	4	1	100
27.7	0	35.9	9	0	100
27.6	0	37.7	9	1	100
20.8	0	21.6	1	0	100
24.2	0	29.8	6	1	100
23.9	0	47.4	12	1	100
24.8	0	25.7	1	0	100
25.8	0	42.3	9	1	100
20.4	0	28.8	12	0	100
22.6	0	26.4	12	0	100
26	0	30.7	4	1	100
25.5	0	36.4	6	1	100
21	0	24.7	2	0	100
26.4	0	47.4	4	1	100
22.5	0	21.2	6	0	100
23.5	0	29	6	0	100
24.5	0	25.6	1	0	100
22	0	23.1	1	0	100
23.6	0	32.6	1	1	100
28.4	0	43.9	4	1	100
21.1	0	27.1	6	1	100
29.3	0	28.8	4	0	100
21.3	0	36.3	9	1	100
29.5	0	40.3	9	1	100
25.6	0	29.2	9	0	100
24.5	0	28.2	4	0	100
20.1	0	20.9	1	0	100
22.7	0	25	6	1	100
25.6	0	26	6	0	100
23.2	0	24.1	1	1	100
25.7	0	31.3	6	1	100
26.2	0	28	2	1	100
23.5	0	25.1	2	1	100
25.6	0	26.4	1	0	100
22.6	0	28.2	2	1	100
27.8	0	32.8	1	1	100
22	0	21	2	0	100
25	0	26.6	6	0	100
23.4	0	24.9	2	0	100
23	0	29	4	1	100
24.3	0	28.4	2	0	100
26.5	0	26.9	4	0	100
24.4	0	34.4	12	1	100
24.6	0	33.1	6	1	100
25.7	0	28.9	4	0	100
26.8	0	39	9	1	100
24	0	29.8	4	0	100
24.8	0	28.4	9	0	100
23.1	0	34.3	9	1	100
22.4	0	26.4	2	1	100
27.9	0	36	9	1	100
29.6	0	34.1	9	1	100
24.4	0	25.6	6	0	100
26.3	0	40.3	12	1	100
23	0	25.6	4	0	100
25.8	0	32.4	9	0	100
27.2	0	31.9	4	1	101
20.1	0	34	9	1	101
26.1	0	30.4	12	1	101
20.4	0	24	6	0	101
26.8	0	72.7	9	1	101
27.5	0	50.2	4	1	101
22	0	49	12	1	101
22.4	0	40.1	9	1	101
29.7	0	31.5	2	0	101
26.5	0	37.1	4	1	101
23.9	0	40.4	12	1	101
29.7	0	30.6	1	0	101
24.5	0	27.7	4	0	101
26.6	0	26.4	2	0	101
27	0	36	12	1	101
23.2	0	23.9	1	0	101
29.6	0	29.8	6	0	101
20.8	0	24.3	12	0	101
28.5	0	45.1	12	1	101
23.3	0	31.6	12	0	101
24.2	0	25.9	2	0	101
27.9	0	39.8	12	0	101
20.1	0	21	1	0	101
27.3	0	26.6	4	0	101
23.1	0	28.1	9	0	101
27.7	0	37.3	6	1	101
29.5	0	30.9	1	0	101
20.6	0	25.6	2	0	101
26.6	0	42.1	12	1	101
20.2	0	23.7	4	0	101
21.9	0	16.7	1	0	101
22.8	0	32.2	9	0	101
25.6	0	27	1	0	101
26.2	0	29	2	0	101
21.9	0	29.2	6	0	101
21	0	26.2	4	0	101
27.5	0	34.8	4	0	101
24.3	0	34.7	6	0	101
27.1	0	39.9	6	0	101
27.4	0	48.5	9	1	101
20.8	0	41.8	4	1	101
25.4	0	84.9	12	1	101
23	0	57.6	9	1	101
26.5	0	38	12	1	101
21.7	0	23.1	1	0	101
23.3	0	24.8	9	0	101
20.6	0	38.6	4	1	101
24.6	0	43.7	12	1	101
22.4	0	26.9	12	0	101
25.5	0	22.1	1	0	101
20.5	0	21.8	1	0	101
29.2	0	32.2	6	0	101
21.5	0	23	1	0	101
21	0	33.8	9	0	101
26	0	27.9	1	0	101
20.9	0	24.1	2	0	101
26.6	0	26.1	2	0	101
27.6	0	38.2	2	1	101
23.8	0	27.6	2	0	101
29	0	45.8	12	0	101
22.8	0	33.4	9	0	101
26.1	0	32.8	6	0	102
21.6	0	22.8	6	0	102
28.8	0	30.2	4	1	102
20.4	0	15.1	1	0	102
26.1	0	33.3	6	1	102
27.3	0	22.5	4	1	102
27.9	0	30.2	2	1	102
20.8	0	14.9	6	0	102
23.7	0	16.9	4	0	102
22.1	0	29.8	9	1	102
20.2	0	71.6	9	1	102
27.1	0	30.9	4	1	102
27.3	0	58.3	4	1	102
28.3	0	39	12	1	102
25.2	0	26	1	1	102
21.4	0	22.7	2	1	102
20.6	0	38.4	6	1	102
25.9	0	37.1	1	1	102
28.4	0	31.3	4	1	102
29.5	0	32.4	4	1	102
25.8	0	33.7	2	1	102
26.2	0	28.5	4	1	102
23	0	21.1	2	1	102
29.3	0	37.4	12	1	102
25.6	0	21.2	2	0	102
24.7	0	24.3	12	0	102
26.8	0	38.5	6	1	102
28.1	0	28.7	1	1	102
28.6	0	25.2	1	0	102
24.3	0	30.4	4	1	102
25.8	0	27.7	12	1	102
27.8	0	24.3	2	0	102
26.9	0	25.3	6	0	102
22.5	0	24.2	4	1	102
20.5	0	20.9	1	1	102
21.5	0	26.9	4	1	102
21.5	0	22.6	12	0	102
21.8	0	22.2	1	1	102
28.8	0	29.8	2	1	102
29.7	0	34	9	1	102
23.9	0	23	4	0	102
23.7	0	36.1	6	1	102
23.4	0	24.3	4	1	102
28.1	0	30.2	2	1	102
28	0	42.9	2	1	102
23	0	24.5	2	1	102
25.5	0	34	12	1	102
29.8	0	32.7	4	1	102
20.9	0	25	9	1	102
23	0	25.7	6	1	102
26.1	0	31.5	12	1	102
20.3	0	22.2	6	1	102
23.5	0	25.6	2	1	103
28.2	0	34.1	6	1	103
28.7	0	33.7	6	1	103
22.4	0	28.5	4	1	103
27.1	0	28.4	2	1	103
20.4	0	19.8	2	0	103
26.7	0	33.6	9	1	103
29.9	0	30.5	1	0	103
27.2	0	29.6	6	1	103
26	0	29.6	2	1	103
20.4	0	24.8	12	1	103
22.5	0	23.2	2	1	103
21.1	0	20.3	4	0	103
21.2	0	27.2	2	1	103
29.5	0	30.8	1	1	103
28.2	0	39.5	12	1	103
21.4	0	24.6	2	1	103
22	0	28.9	9	1	103
28.7	0	36.4	9	1	103
25.1	0	29.3	6	1	103
27	0	28.7	4	1	103
24.1	0	29	12	1	103
26.7	0	36.8	9	0	104
28	0	41.8	9	1	104
29.3	0	37.2	6	1	104
20.4	0	16.9	1	0	104
22.8	0	26.5	4	0	104
22.5	0	26.4	4	0	104
27.5	0	48.2	9	1	104
21.2	0	34.5	9	0	104
29	0	26.7	6	0	104
21.1	0	47.9	9	1	104
27.6	0	37.1	1	1	104
26.7	0	32	4	0	104
28.1	0	39	2	0	104
20.5	0	30	9	0	104
22.6	0	25.2	2	0	104
21.1	0	32.1	9	0	104
29	0	36.5	4	0	104
25.8	0	24	4	0	104
26.1	0	47.5	12	1	104
25.9	0	32.6	4	0	104
23.9	0	52	6	1	104
25.8	0	30.5	9	0	104
22.3	0	37.5	4	1	104
26.7	0	37.4	12	0	104
20.7	0	19.3	1	0	104
20.7	0	38.4	12	1	104
23.2	0	39.5	6	1	104
25.2	0	34.1	9	0	104
26.8	0	31.3	12	0	104
23.9	0	25.7	6	0	104
28.4	0	38.1	4	1	104
24.9	0	27	2	0	104
28.4	0	33.8	6	0	104
26.7	0	38.5	6	1	104
20.9	0	23.1	2	0	104
20.1	0	27.1	6	0	104
20	0	20.9	1	0	105
20.3	0	29.6	9	1	105
29.7	0	43.4	12	0	105
26.2	0	24.8	4	0	105
28.7	0	30.6	6	0	105
28.4	0	26.6	1	0	105
29	0	33.2	1	0	105
24.2	0	34.8	1	1	105
27.7	0	49.3	6	1	105
23.9	0	30.9	6	0	105
26.5	0	28	1	0	105
29.7	0	35.2	9	0	105
23.1	0	31.4	12	1	105
25.1	0	56.9	9	1	105
24.5	0	26.9	2	0	105
21.2	0	22.3	1	0	105
20.6	0	26.9	6	0	105
25	0	26.1	6	0	105
24.7	0	37.6	9	1	105
27.5	0	33.2	4	1	105
24.2	0	23.5	4	0	105
24.4	0	25.6	1	0	105
20.2	0	27.2	2	1	105
28.1	0	26.7	2	0	105
24.7	0	35	4	1	105
20.5	0	21.6	4	0	105
20.8	0	27	6	1	105
21.2	0	25.2	4	0	105
23.9	0	28.6	4	1	105
28.5	0	28.1	2	0	105
22.6	0	24.2	4	0	105
22.1	0	31.6	9	1	105
28.5	0	50.3	12	1	105
26.3	0	39.7	4	1	105
29.5	0	55.3	12	1	105
23.7	0	34.1	12	1	105
27.9	0	29.5	2	0	105
25.7	0	35.6	6	1	105
20.4	0	21.7	2	0	105
21.2	0	33.5	12	0	105
24.4	0	25.4	1	0	105
27.4	0	24.4	2	0	105
22.6	0	29.7	2	1	105
25.1	0	42.2	9	1	105
27.4	0	41.9	12	1	105
20.9	0	30	6	1	105
25.5	0	33	4	1	105
26.8	0	33.9	4	1	105
29.9	0	43.3	9	1	105
24.3	0	34	12	1	105
26.5	0	28.1	2	0	105
23.9	0	22.9	1	0	105
28.8	0	36.7	9	1	105
20.2	0	23	2	0	105
25.5	0	31.9	9	0	105
25.2	0	26.6	6	0	105
29	0	30.8	2	0	105
27.4	0	33.7	12	0	105
20.5	0	22.4	6	0	105
23.8	0	35.9	4	0	106
21.9	0	74.7	6	1	106
29.9	0	42.6	9	0	106
24.5	0	36.6	9	0	106
25.6	0	92.9	9	1	106
25.3	0	32.1	4	0	106
22.8	0	37.9	9	0	106
24.6	0	54.2	6	0	106
20.8	0	22.3	1	0	106
22.9	0	23.5	12	0	106
23	0	26	12	0	106
21.4	0	20.6	4	0	106
29.6	0	53.3	9	0	106
26.9	0	29.6	1	0	106
25.2	0	30.4	2	0	106
24.6	0	23.6	1	0	106
24.5	0	57	12	0	106
21.9	0	36.1	6	0	106
29.9	0	43.7	9	0	106
24.5	0	37.9	9	0	106
25.6	0	93.8	9	1	106
25.3	0	33.2	4	0	106
22.8	0	40.5	9	0	106
24.6	0	50.2	6	0	106
20.8	0	22.4	1	0	106
22.9	0	25.3	12	0	106
23	0	28.6	12	0	106
21.4	0	22.3	4	0	106
29.6	0	56	9	0	106
27.6	0	57.4	6	0	106
26.9	0	29.5	1	1	106
25.2	0	29.9	2	0	106
24.6	0	19.9	1	0	106
24.5	0	53.1	12	0	106
21.5	0	31.9	12	0	106
25.4	0	99.5	12	1	106
29.6	0	42.8	4	0	106
23.1	0	38.1	6	0	107
24.9	0	27.6	2	0	107
28.4	0	54	1	1	107
27.9	0	43.2	9	0	107
28.3	0	48.6	2	0	107
26.2	0	2190.8	12	1	107
22.6	0	23.9	1	0	107
20.8	0	14.3	1	0	107
20.9	0	23.6	2	0	107
26.1	0	55.5	2	0	107
21.4	0	26.2	4	0	107
21.4	0	24	2	0	107
25.9	0	29.2	2	0	107
22.7	0	19.2	9	0	107
26.1	0	37.2	6	0	107
20.6	0	39.5	12	0	107
26.5	0	62.4	4	1	107
27.5	0	28.3	4	0	107
29.1	0	65.2	6	1	107
25.1	0	30.3	2	0	107
20.4	0	34	9	0	107
26.2	0	27.4	1	0	107
26.1	0	31.6	4	0	107
28.3	0	43.9	9	0	107
21.5	0	29.5	2	0	107
22.5	0	37.6	12	0	107
20.2	0	22.9	2	0	107
22.8	0	20.3	4	0	107
27.4	0	51.4	12	1	107
24.3	0	46.2	2	1	107
20.2	0	18.5	4	0	107
27.7	0	49.6	12	1	107
27.5	0	34	4	0	107
20.8	0	28.6	6	0	107
24.4	0	35.5	1	1	107
22.3	0	28.4	4	0	107
21.4	0	43.9	6	0	107
21.9	0	55.4	4	1	107
20.6	0	100.8	12	1	107
24.4	0	28.2	2	0	107
24.8	0	28.8	2	0	107
23	0	20.4	2	0	107
26.2	0	35.3	4	0	107
29.7	0	112.5	12	1	107
24.4	0	29	6	0	107
27.4	0	27.2	2	0	107
26	0	31.2	2	0	107
24	0	28.1	4	0	107
24.3	0	76.1	12	1	107
29.8	0	26.9	2	0	108
25	0	32	2	1	108
24.7	0	35.4	6	0	108
24.5	0	54.2	9	1	108
20	0	25.2	1	1	108
28	0	31.9	2	1	108
27.2	0	43	12	1	108
25.3	0	43.4	9	1	108
22.8	0	22.6	4	0	108
24.9	0	25.8	1	0	108
29.3	0	30.5	1	0	108
26.9	0	31.9	9	0	108
26.2	0	33.1	6	1	108
29.6	0	41.3	6	1	108
28.1	0	37.9	6	1	108
26.7	0	28.7	2	0	108
20.6	0	25.9	9	0	108
20.4	0	27.9	2	1	108
23.8	0	22.5	2	0	108
26.1	0	45.8	12	1	108
24.9	0	31.8	12	0	108
24	0	30.1	4	1	108
27.6	0	27.4	1	0	108
24.6	0	25.6	1	0	108
29.6	0	32.3	2	0	108
24.9	0	26	1	1	109
21.1	0	22.6	2	0	109
22	0	37.7	6	1	109
28.9	0	36.1	6	1	109
21	0	34.4	9	1	109
24.4	0	37	9	0	109
28.9	0	78.8	12	1	109
22.7	0	22.8	9	0	109
30	0	46.2	4	1	109
27.6	0	32	4	1	109
27.6	0	34.6	1	0	109
28.6	0	53.8	4	1	109
21	0	51.8	12	0	109
24	0	20.3	9	0	109
20.5	0	24	4	0	109
28.2	0	26.5	12	0	109
23.8	0	28.2	4	0	109
24.6	0	59.4	6	0	109
24.2	0	20.1	9	0	109
24.7	0	29.9	4	0	109
22.8	0	148.8	12	1	109
22.1	0	24.5	2	1	109
27.8	0	40.6	9	1	109
22.1	0	46.8	2	1	109
29.3	0	97.9	9	1	109
28.8	0	22.5	2	0	109
24.5	0	20.9	4	0	109
24.1	0	31.3	6	1	109
25.9	0	30.8	4	1	109
23.9	0	30.3	6	1	109
