Var1
-1.4615336252823
-1.11960871433803
-1.05932713117256
-1.23445666788744
-1.13946116315693
-0.219992719282183
-1.78426352316426
-2.16525828914118
-1.2493847390893
-1.75990348837209
-1.28319947506562
-1.85296192180919
-1.50810013636086
-1.5805334685955
-1.32367017212965
-1.34977583299762
-1.64622235335409
-1.73273970701337
-1.08537262723555
-1.99720616095953
-1.64832053409022
-1.8852717194653
-1.17452554587072
-1.28629425532564
-1.38306582249893
-1.14207147799548
-1.88999276738082
-1.61107341622413
-1.69199932796191
-1.79075634163462
-1.78967492766892
-2.062068
-1.63935394494293
-0.961926688152353
-2.41296588536898
-1.54420041811634
-1.80327521626076
-1.66434452444607
-2.12236632545932
-1.50775626716719
-1.8579622937191
-1.3489435503876
-1.3508863197827
-1.74708289855338
-1.3655181877556
-1.29646544369163
-1.26512041952023
-1.75399112097906
-1.74162645748642
-1.37004493078191
-1.34009733052554
-0.466017430263078
-1.5753859860221
-1.51176958286028
-1.62994214429592
-1.96097685716902
-1.84194936397485
-1.87289943844229
-1.39373508221937
-1.72085254751877
-2.14250740828908
-2.11356025453214
-2.2444482750412
-1.73748084233657
-2.20111896233901
-1.71024237917353
-1.45450159311481
-0.733841851309284
-1.67987073338216
-1.69769640639687
-0.9583672838308
-1.43754592834035
-1.60211560166026
-1.30419032924373
-1.48893539864494
-1.51597708185314
-1.85441029994506
-2.30745877873405
-1.8910225709577
-1.70899296392602
-1.81497670908869
-1.7063080362571
-0.853901365867057
-1.49440293389489
-0.990908926936458
-1.81938086608069
-1.72126534883721
-2.07738144479033
-2.17307776548862
-1.17353974836721
-1.08590527646951
-1.65239672343283
-1.945502849295
-1.52377068595495
-0.861746096563511
-1.09943072294452
-2.17255641762803
-1.83069991759751
-0.968961737899042
-2.04665900689739
-1.87291508698041
-2.44917422450101
-2.32996152096686
-1.80688018494781
-1.87205323872307
-1.22874049099676
-1.38643619739974
-1.77231272569127
-1.48669248922664
-2.45476745528902
-1.45998409357261
-1.49055604724409
-0.888781063541476
-1.75096723738021
-1.99477584197033
-1.68985202221815
-1.7780164748825
-1.23641449758896
-1.64849216919978
-1.87199569004456
-1.0344686901056
-2.06900390587804
-1.55674612720503
-2.03368744369163
-1.51875375419642
-2.13942284258072
-1.97749712689984
-1.89433819508027
-2.14187636513459
-1.64378428676067
-1.76714791393518
-1.71646213788683
-1.47434795330526
-1.76083420679973
-1.21622320875298
-1.59995864164072
-1.33263544437527
-1.97324881785998
-2.26531527803211
-1.15297495879875
-2.34332639687481
-2.10435659586156
-1.11710156662394
-1.67168476121589
