Sample,meanrr,sdnn,meanhr,sdhr,rmssd,nn50,pnn50,sdann,sdnni,hrvtri,tinn,vlfpeakfft,lfpeakfft,hfpeakfft,vlfpowfft,lfpowfft,hfpowfft,vlfpowprfft,lfpowprfft,hfpowprfft,lfpownufft,hfpownufft,totpowfft,lfhffft,vlfpeakar,lfpeakar,hfpeakar,vlfpowar,lfpowar,hfpowar,vlfpowprar,lfpowprar,hfpowprar,lfpownuar,hfpownuar,totpowar,lfhfar,edr,sd1,sd2,apen,sampen,d2,dfa1,dfa2,rplmean,rplmax,rprec,rpadet,rpshen,mse-1,mse-2,mse-3,mse-4,mse-5,mse-6,mse-7,mse-8,mse-9,mse-10,mse-11,mse-12,mse-13,mse-14,mse-15,mse-16,mse-17,mse-18,mse-19,mse-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,724.262095,75.163292,83.926405,8.74736,60.825614,579,40.774648,31.049266,73.648244,18.697368,370,0.003906,0.046875,0.285156,2109.706963,1308.28653,1835.479811,40.146083,24.895675,34.927754,41.594062,58.355001,5255.07547,0.712776,0.003906,0.042969,0.308594,2483.40379,1219.324197,1714.285566,45.824571,22.499365,31.632553,41.530571,58.389113,5419.371582,0.711273,0.201806,43.025468,97.158597,1.511126,1.76317,4.387298,0.799168,0.874671,8.418037,167,23.767082,96.93589,2.890552,1.76317,1.727734,1.584867,1.720532,1.643814,1.65808,1.664447,1.73189,1.805043,1.4804,1.462135,1.417844,1.994099,1.59719,1.680708,1.701542,1.416853,1.424134,1.253163,1.586218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,709.773205,72.098396,85.399939,8.484439,35.279853,210,13.333333,17.180592,70.617739,20.205128,360,0.003906,0.074219,0.171875,1449.172553,3255.324314,481.895616,27.939801,62.762101,9.290866,87.096763,12.8932,5186.767598,6.755248,0.039062,0.070312,0.152344,1278.351278,3512.350809,506.566898,24.129926,66.298493,9.561864,87.384247,12.602946,5297.783749,6.933637,0.151833,24.954567,98.885748,1.120685,1.103311,3.578672,1.561804,0.47792,12.515775,603,36.482123,99.208449,3.349394,1.103311,1.37653,1.651975,1.87401,1.591714,1.67872,1.49512,1.703244,1.53988,1.712861,1.692199,1.283793,1.30479,1.1645,1.447094,1.183337,1.1184,0.960132,1.067104,1.124065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,666.732051,51.101619,90.552143,7.230041,30.949059,218,10.148976,0.982973,47.199175,12.868263,285,0.007812,0.046875,0.179688,1368.98433,492.702183,177.200835,67.113613,24.154421,8.687162,73.448083,26.415677,2039.801269,2.780473,0.003906,0.042969,0.152344,1516.89967,607.43265,181.698235,65.75572,26.331452,7.876393,76.892993,23.000609,2306.871069,3.343085,0.166482,21.88943,68.859813,1.399382,1.543394,1.632704,1.194296,1.207188,17.894022,652.5,46.779135,99.116483,3.74623,1.543394,1.389604,1.345201,1.328315,1.43147,1.380797,1.302015,1.216924,1.333535,1.219217,1.280015,1.089978,1.358666,1.222151,1.305221,1.120764,1.220002,1.048222,1.102513,1.414937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,753.988128,45.915861,79.886553,5.06271,34.17114,163,14.248252,6.725801,43.073944,12.311828,250,0.003906,0.109375,0.214844,732.29175,383.681785,404.129656,48.145635,25.225743,26.570119,48.647289,51.239889,1520.993022,0.949403,0.003906,0.042969,0.210938,999.170505,373.968682,440.919094,55.052546,20.60502,24.29387,45.842463,54.049492,1814.939679,0.848157,0.196223,24.173293,60.251144,1.544171,1.771662,3.572285,0.954063,1.008042,11.070005,387,34.997113,97.62991,3.187061,1.771662,1.695864,1.671657,1.55814,1.391134,1.372085,1.271737,1.209244,1.164905,1.234723,1.278537,1.133389,1.1996,1.238911,1.037526,1.15908,1.211133,1.207831,1.206332,1.071762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,910.182527,82.439449,66.578142,6.741133,45.640585,242,25.854701,13.640184,57.498646,17.351852,390,0.003906,0.046875,0.164062,2196.574622,1251.299645,854.893776,51.034502,29.07229,19.862325,59.373009,40.563918,4304.097316,1.46369,0.003906,0.042969,0.152344,3914.976932,1264.296684,736.615114,66.159589,21.365477,12.448133,63.135985,36.784816,5917.474688,1.71636,0.172963,32.290031,112.002459,1.360833,1.443816,4.563294,1.129145,1.142708,15.015456,757,43.522406,99.016563,3.579955,1.443816,1.52987,1.606069,1.541294,1.623097,1.526534,1.266945,1.36101,1.338611,1.465412,1.554233,1.293459,1.276579,1.067604,1.225402,1.188376,0.943445,1.116165,0.933273,1.071058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,533.33513,2.66448,112.502468,0.564909,3.796435,0,0,0.013301,2.691646,1.454732,10,0.023438,0.125,0.25,0.000333,1.028249,2.329307,0.009907,30.578084,69.268982,30.581114,69.275845,3.362699,0.44144,0.039062,0.148438,0.160156,0.051165,0.56399,2.509521,1.630637,17.974349,79.978364,18.272304,81.30414,3.137749,0.22474,0.119579,2.684863,2.644695,0.517786,0.420286,0,0.651337,0.067653,168.894503,561.666667,12.32899,93.002576,2.535287,0.420286,0.590332,0.274471,0.40507,0.069039,0.473394,0.290033,0.313404,0.474593,0.093109,0.380373,0.471033,0.334868,0.112753,0.004766,0.018184,0.042498,0.110196,0.1318,0.356484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,788.293194,70.870267,76.776776,7.198435,46.544443,330,27.138158,31.553679,68.124822,17.897059,340,0.003906,0.089844,0.234375,2440.300229,1851.063901,915.343491,46.852813,35.539705,17.574238,66.870341,33.067109,5208.43908,2.022262,0.003906,0.042969,0.257812,2189.249634,1670.480334,919.817133,45.792315,34.94127,19.239723,64.458148,35.492611,4780.823229,1.8161,0.174806,32.925518,94.63738,1.483447,1.641674,3.787604,1.226678,0.911707,11.916702,395,35.183656,98.539064,3.305893,1.641674,1.624104,1.669499,1.559015,1.341761,1.351525,1.453141,1.293899,1.359371,1.269846,1.212872,1.308912,1.172237,1.321149,1.439167,1.326568,1.590568,1.10568,1.472983,1.862999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,671.007597,39.828961,89.737261,5.40111,22.582938,48,2.981366,1.344858,39.03444,10.74,195,0.015625,0.089844,0.164062,608.969047,783.716962,138.568864,39.75644,51.164827,9.046445,84.929953,15.016451,1531.749448,5.655794,0.039062,0.050781,0.152344,447.501917,891.103511,144.124345,30.174249,60.085507,9.718045,86.050643,13.917567,1483.058985,6.18288,0.14355,15.973517,54.019798,1.458019,1.524514,1.398612,1.495142,0.666027,10.371259,279,32.548028,98.66791,3.169923,1.524514,1.555583,1.836093,1.629342,1.943197,1.903538,1.791318,1.712651,1.97614,1.919091,2.028672,1.409007,1.692154,1.425176,1.953123,1.678658,1.75636,1.492011,1.906305,1.430578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,788.454726,73.891422,76.868989,8.162476,40.865169,337,22.878479,17.943051,66.975885,16.942529,375,0.003906,0.109375,0.308594,3241.233153,1203.55279,502.141988,65.504725,24.32358,10.148197,70.512787,29.419093,4948.09064,2.396838,0.003906,0.042969,0.152344,2832.187629,1312.208403,590.226567,59.802448,27.707654,12.462802,68.92871,31.003883,4735.905837,2.223228,0.150597,28.906078,100.29384,1.446905,1.553379,4.639627,1.228619,0.957492,13.814785,784,45.336586,98.804246,3.473841,1.553379,1.61699,1.591356,1.599367,1.628394,1.647832,1.267238,1.389791,1.499191,1.352974,1.425473,1.403718,1.450045,1.263991,1.6066,1.303965,1.165343,1.325921,1.643941,1.64516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,694.772107,43.10443,86.760833,5.381867,24.106823,63,4.608632,23.421234,43.457969,12.90566,255,0.003906,0.105469,0.28125,785.650028,573.133864,292.639553,47.569768,34.702277,17.718825,66.187532,33.795054,1651.574235,1.958498,0.003906,0.042969,0.152344,752.374122,728.871359,313.150987,41.921834,40.612275,17.448585,69.926924,30.043278,1794.707063,2.32754,0.274406,17.052367,58.483016,1.377497,1.458181,2.976628,1.169809,0.765095,9.603284,512,29.923397,98.303343,3.060392,1.458181,1.85296,1.823064,1.672794,1.893179,1.574157,1.651755,1.829632,1.554132,1.349551,1.686094,1.568091,1.621813,1.553009,1.316065,1.528177,1.168574,1.309689,1.618623,1.057374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,761.964918,73.753423,79.480303,7.488002,40.983221,245,17.896275,23.417261,73.672903,18.513514,410,0.003906,0.089844,0.179688,2620.600622,1884.139508,562.827824,51.70523,37.174633,11.10476,76.974448,22.993712,5068.347317,3.34763,0.003906,0.042969,0.152344,2868.496906,1929.243164,595.898824,53.169789,35.760001,11.045441,76.360963,23.586145,5394.9752,3.237535,0.152033,28.990117,100.17037,1.260395,1.254178,3.474798,1.309957,1.052652,13.796248,891,38.401109,99.071938,3.468908,1.254178,1.408629,1.48428,1.660479,1.616792,1.518499,1.566215,1.668396,1.457642,1.684443,1.659159,1.800009,1.477231,1.489093,1.805203,2.49267,1.517949,1.572054,1.598004,2.079025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,761.576335,50.016042,79.145485,5.387742,40.647983,22,23.157895,,,10.666667,225,0.019531,0.042969,0.261719,406.288539,56.269346,1310.296739,22.913281,3.173398,73.896246,4.11666,95.86119,1773.157377,0.042944,0.003906,0.042969,0.253906,824.607704,510.689203,1035.516893,34.775651,21.536968,43.670189,33.019828,66.953814,2371.221452,0.493173,0.137856,28.900464,62.477185,0.629045,1.255931,2.633247,0.835343,0.947582,10.182692,86,28.907385,96.800731,2.804164,1.255931,1.189131,2.49937,1.520534,1.271978,1.248309,   NaN,0.907992,   NaN,1.119232,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,878.480542,78.246511,68.861047,6.270576,52.200126,384,32.241814,34.392113,74.348152,16.108108,415,0.003906,0.042969,0.308594,2841.773495,2019.422072,782.79689,50.342838,35.774645,13.867473,72.043273,27.92643,5644.84169,2.579752,0.003906,0.042969,0.152344,2964.090386,2079.14193,890.91079,49.936765,35.027819,15.009395,69.96715,29.980873,5935.687656,2.333726,0.146705,36.926597,104.315463,1.484718,1.629364,4.304409,1.122285,0.88768,11.082502,509,33.614946,98.307919,3.230924,1.629364,1.683435,1.826548,1.705962,1.575874,1.407523,1.610767,1.503631,1.372919,1.743284,1.880386,1.459128,1.608909,1.762982,1.638149,1.65334,1.430938,1.476743,2.599452,1.845831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,759.651036,49.062254,79.373834,5.296184,28.480848,103,7.341411,16.440165,45.892353,12.208696,280,0.007812,0.089844,0.179688,1554.806015,464.62678,226.057867,69.207405,20.681431,10.06227,67.163651,32.677565,2246.589102,2.055344,0.003906,0.042969,0.152344,1418.929548,502.45066,246.260433,65.40481,23.160199,11.351245,66.946298,32.811628,2169.457474,2.040322,0.16577,20.146323,66.328384,1.481883,1.633399,1.651221,1.168365,0.893507,14.540737,990,43.722056,98.923579,3.527645,1.633399,1.579764,1.461351,1.658336,1.603094,1.480869,1.48365,1.766754,1.714654,1.570784,1.392683,1.986434,1.531299,1.649653,1.465634,1.254796,1.188376,1.30239,1.364389,1.364104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,659.998596,29.732127,91.098721,4.215077,15.535816,0,0,0.35511,28.470222,7.373134,150,0.003906,0.109375,0.277344,548.480873,163.753342,143.867827,64.064311,19.126911,16.80422,53.225392,46.761925,856.141065,1.138221,0.003906,0.042969,0.28125,444.5956,210.683814,168.323758,53.975651,25.577842,20.435165,55.574588,44.400769,823.696594,1.251658,0.199072,10.991051,40.543609,1.286052,1.369504,0.482699,1.143325,1.083405,12.988787,978,42.231916,99.021662,3.40439,1.369504,1.631573,1.680889,1.606801,1.493048,1.671042,1.598485,1.783597,1.657156,1.700924,1.586581,1.467672,1.643835,1.335118,1.418513,1.774675,1.677579,1.303078,1.779553,1.652489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,823.157885,50.022497,73.201779,4.661985,35.177031,187,14.678179,20.267196,47.188548,12.623762,290,0.003906,0.09375,0.292969,731.221993,1165.75842,240.56841,34.197026,54.518971,11.250652,82.851834,17.097482,2138.261964,4.84585,0.039062,0.0625,0.152344,621.699365,1320.207925,280.363783,27.96382,59.382491,12.610665,82.434259,17.506016,2223.227581,4.70891,0.15607,24.883695,66.196133,1.56627,1.848156,3.521769,1.403551,0.587109,9.219836,287,28.745694,97.010336,2.985145,1.848156,1.786977,1.83123,1.909513,1.828204,1.634268,1.767268,1.714477,1.435852,1.450547,1.363695,1.435366,1.323081,1.555343,1.364503,1.166358,1.744384,1.680267,1.346689,1.057374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,691.063963,36.278958,87.060652,4.537729,27.088517,113,6.562137,3.380708,35.911636,11.116129,190,0.007812,0.0625,0.324219,671.968369,271.834401,177.082538,59.912517,24.236681,15.788631,60.459473,39.385438,1121.582613,1.535072,0.003906,0.042969,0.304688,686.514608,300.791415,186.756542,58.415925,25.594515,15.891222,61.548838,38.214682,1175.218249,1.610607,0.178322,19.160077,47.539667,1.573889,1.80341,0.986862,0.998735,0.946392,9.241572,190,30.033572,97.405697,3.031882,1.80341,1.697292,1.5992,1.642428,1.612362,1.535979,1.66364,1.73556,1.618572,1.483773,2.154217,1.536696,2.004586,1.705824,1.464485,1.758701,1.574039,1.990764,1.779553,2.183385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,834.087222,66.085628,72.432515,6.331495,42.827801,277,18.678355,16.775814,62.323982,14.693069,330,0.003906,0.054688,0.320312,2106.970981,1011.48127,763.678772,54.247072,26.042076,19.662035,56.918927,42.974376,3884.027093,1.324485,0.003906,0.042969,0.316406,2040.749978,1069.031408,692.868729,53.642287,28.100106,18.212453,60.615816,39.286781,3804.367923,1.542906,0.150406,30.294222,88.275437,1.460886,1.659356,3.848119,1.026636,0.92851,11.49051,221,41.039996,98.539125,3.279239,1.659356,1.567809,1.517276,1.328735,1.471529,1.553185,1.404495,1.343432,1.217747,1.327108,1.405368,1.447697,1.409638,1.236156,0.955487,0.913869,0.808571,1.229563,1.421913,1.133747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89b,692.340406,60.073977,87.344051,7.788886,25.301117,68,4.563758,30.674595,56.653439,16.384615,315,0.003906,0.0625,0.167969,2442.915158,754.861653,478.930394,66.436288,20.528837,13.024749,61.163785,38.806045,3677.079552,1.576141,0.003906,0.042969,0.183594,2255.846867,698.797848,513.575132,65.037572,20.146809,14.806714,57.624169,42.35036,3468.528728,1.360654,0.194115,17.896728,83.030185,1.083898,1.081152,3.638132,1.322852,1.021868,15.64872,879,41.424282,99.44988,3.597673,1.081152,1.542778,1.555587,1.674091,1.486309,1.389802,1.686372,1.52273,1.559424,1.53784,1.286464,1.341551,1.66483,1.55685,1.611219,1.819325,1.732263,1.697217,2.229078,2.192354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89c,772.725331,63.67967,78.197939,6.316279,47.607798,236,28.886169,16.328715,64.707307,17.404255,335,0.003906,0.109375,0.261719,699.203883,984.765108,1256.333664,23.776244,33.486678,42.721295,43.932076,56.047219,2940.766777,0.78384,0.039062,0.0625,0.246094,785.36788,1886.44932,1319.178553,19.675106,47.259495,33.048178,58.835428,41.143132,3991.683186,1.430018,0.143926,33.684631,83.49868,1.320629,1.46225,3.947992,1.196803,0.713119,9.985256,353,27.706228,97.852558,3.097779,1.46225,1.871877,1.6602,1.579503,1.424274,1.520671,1.47334,1.338669,1.596318,1.502215,1.46049,1.249534,1.137874,1.148371,0.936463,1.345889,1.138981,1.217713,1.050417,1.665701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90c,644.696007,46.274324,93.540271,6.63597,37.729556,30,18.518519,,,10.866667,200,0.035156,0.136719,0.152344,247.201375,688.586296,361.338986,19.030834,53.010916,27.817734,65.470498,34.35596,1298.951884,1.905652,0.039062,0.082031,0.152344,273.981674,1129.037591,540.139254,14.093737,58.078187,27.784999,67.606464,32.343392,1943.995932,2.090271,0.234602,26.763376,59.739921,0.818259,1.933526,3.558184,1.39562,0.756215,7.085873,99,22.398381,96.310241,2.571947,1.933526,2.074903,1.261187,1.606277,1.320715,1.867469,0.466576,   NaN,0.977363,1.471452,0.938527,   NaN,1.601139,1.175573,   NaN,   NaN,0.83155,   NaN,   NaN,   NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,639.093572,28.178844,94.063519,4.124543,30.844425,10,11.494253,,,7.333333,110,0.039062,0.121094,0.269531,13.686297,247.118293,388.90621,2.104404,37.996882,59.798176,38.813678,61.083622,650.364667,0.635419,0.039062,0.113281,0.289062,33.938778,235.996815,337.376089,5.583155,38.823046,55.500611,41.118771,58.782531,607.878148,0.699507,0.149297,21.936805,33.5188,0.511275,2.076939,1.366847,1.14157,0.130849,4.457143,16,11.504567,86.908078,1.985996,2.076939,1.142523,   NaN,   NaN,   NaN,   NaN,0.907992,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,0.652325,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,637.116188,49.796904,94.732117,7.300455,34.858035,7,16.666667,,,7.166667,185,0.039062,0.042969,0.152344,741.818816,1218.588876,1007.181892,24.995166,41.059665,33.936426,54.742692,45.245652,2967.849072,1.2099,0.003906,0.042969,0.152344,393.803831,979.219824,547.295121,20.501997,50.9796,28.492976,64.126894,35.841121,1920.807187,1.789199,,24.949922,66.544283,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,Sample,meanrr,sdnn,meanhr,sdhr,rmssd,nn50,pnn50,sdann,sdnni,hrvtri,tinn,vlfpeakfft,lfpeakfft,hfpeakfft,vlfpowfft,lfpowfft,hfpowfft,vlfpowprfft,lfpowprfft,hfpowprfft,lfpownufft,hfpownufft,totpowfft,lfhffft,vlfpeakar,lfpeakar,hfpeakar,vlfpowar,lfpowar,hfpowar,vlfpowprar,lfpowprar,hfpowprar,lfpownuar,hfpownuar,totpowar,lfhfar,edr,sd1,sd2,apen,sampen,d2,dfa1,dfa2,rplmean,rplmax,rprec,rpadet,rpshen,mse-1,mse-2,mse-3,mse-4,mse-5,mse-6,mse-7,mse-8,mse-9,mse-10,mse-11,mse-12,mse-13,mse-14,mse-15,mse-16,mse-17,mse-18,mse-19,mse-20
95,590.237086,24.590544,101.868745,4.227053,18.061895,8,0.601504,8.206549,26.400218,6.52451,205,0.003906,0.089844,0.15625,676.134259,1047.226303,354.051323,32.537646,50.39573,17.038031,74.702003,25.255614,2078.006039,2.957838,0.003906,0.042969,0.152344,583.840992,851.783042,299.059147,33.647013,49.088632,17.23491,73.981043,25.974581,1735.194101,2.848209,0.186787,12.776499,32.344796,1.374059,1.462326,0.413527,0.948767,0.997367,13.771321,608,40.512544,99.110756,3.479832,1.462326,1.572626,1.547561,1.651942,1.529021,1.617082,1.591349,1.539441,1.570266,1.535889,1.535546,1.767219,1.398163,1.37131,1.407472,1.138579,1.669349,1.166589,1.45432,1.855881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,714.598264,39.031227,84.217398,4.665449,29.111079,97,8.227311,0.727842,37.111249,11.346154,200,0.003906,0.089844,0.152344,290.696084,655.428007,252.992183,24.228849,54.628414,21.086316,72.096588,27.82895,1199.793213,2.590705,0.003906,0.042969,0.152344,429.296669,685.099996,251.507513,31.406097,50.119925,18.399559,73.067608,26.823898,1366.921444,2.723974,0.146127,20.593584,51.137074,1.588496,1.872876,2.999534,1.281182,0.668243,7.644399,246,25.436395,96.657406,2.800246,1.872876,1.893108,1.753253,1.787177,1.862809,1.796131,1.943846,1.891167,1.948588,1.667251,1.634185,1.428893,1.365679,1.377061,1.142725,1.238573,1.154185,1.473208,1.359761,1.419164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,732.170928,51.489656,82.371192,6.028677,31.776274,237,10.977304,7.989354,51.644821,14.794521,255,0.019531,0.042969,0.175781,1535.27088,686.824265,273.336148,61.505533,27.515335,10.950306,71.478675,28.44644,2496.150847,2.512746,0.003906,0.042969,0.152344,1362.296443,777.393608,285.965857,56.138112,32.035178,11.784207,73.036478,26.866621,2426.687311,2.718484,0.157886,22.47443,69.275892,1.44279,1.586292,2.755271,1.241421,1.14787,12.683916,727,37.579894,98.656139,3.38719,1.586292,1.577513,1.659209,1.589922,1.641487,1.800991,1.771287,1.645643,1.461807,1.971044,1.618214,1.583646,1.658161,1.674379,1.736564,1.626508,2.263002,1.555201,2.008088,1.953253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,689.788725,35.521961,87.223159,4.584172,17.457738,9,0.555213,3.766323,32.373948,10.33121,195,0.003906,0.078125,0.214844,623.007593,320.845716,119.224362,58.581986,30.169422,11.210778,72.841305,27.067396,1063.479815,2.691109,0.003906,0.042969,0.152344,684.347716,377.167819,116.641973,58.074827,32.007056,9.898422,76.343288,23.609734,1178.389599,3.233551,0.160659,12.348313,48.694493,1.450493,1.606031,0.557002,1.201343,1.087663,13.574523,563,40.996007,98.9901,3.468271,1.606031,1.60672,1.615101,1.544724,1.50422,1.658688,1.653472,1.555022,1.686483,1.903944,1.703563,1.876419,1.494623,2.064457,2.030415,2.107008,1.928211,2.390364,1.395479,1.450416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,717.931325,48.773113,83.980518,5.920324,49.802776,410,24.332344,10.643567,48.575065,13.488,255,0.003906,0.0625,0.328125,1011.674399,590.21333,263.444623,54.198161,31.61934,14.113448,69.035089,30.814151,1866.621268,2.24037,0.003906,0.042969,0.152344,832.948299,677.849871,280.600007,46.440691,37.793242,15.644738,70.563348,29.21012,1793.574304,2.415716,0.16971,35.226338,59.322641,1.475225,1.670823,4.405002,0.940404,0.95884,7.932123,79,23.30989,96.174243,2.844288,1.670823,1.562325,1.538823,1.70569,1.794423,1.70389,1.417869,1.532924,1.554132,1.500468,1.314098,1.438715,1.742441,1.106202,1.281178,1.758701,1.592057,2.042057,1.384429,1.590178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,792.378836,66.620463,76.324415,6.995784,35.821151,227,13.909314,17.544973,64.030253,14.324561,310,0.011719,0.09375,0.164062,2002.048722,1349.322699,339.881447,54.216807,36.540553,9.204215,79.812155,20.103916,3692.671787,3.96998,0.003906,0.042969,0.152344,2146.198453,1442.730632,361.334347,54.311676,36.509726,9.143923,79.910408,20.013698,3951.633642,3.992786,0.142877,25.337171,90.694221,1.402201,1.499506,2.894911,1.444758,0.947235,12.959541,568,36.692289,99.023166,3.42284,1.499506,1.445436,1.511051,1.681027,1.615236,1.552712,1.663766,1.739197,1.659084,1.380588,1.513227,1.544076,1.677902,1.471461,1.559198,1.478399,2.007675,1.754375,1.50084,1.964095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,743.832093,58.498239,81.19433,6.585941,38.614446,248,20.097245,19.760749,54.497129,13,315,0.003906,0.066406,0.277344,1547.85091,623.14074,603.325142,55.756524,22.446711,21.732915,50.73451,49.121175,2776.089317,1.032844,0.003906,0.042969,0.152344,1884.199396,615.974822,561.674475,61.508038,20.107958,18.335371,52.23937,47.634286,3063.338471,1.096676,0.160174,27.315953,77.932265,1.578552,1.814095,4.035346,0.970439,0.807536,7.875068,151,24.402875,96.634343,2.811713,1.814095,1.738573,1.777,1.813148,1.707576,1.663682,1.74142,1.775565,1.597215,1.41478,1.817016,1.594376,1.947235,1.740509,1.398458,1.689708,1.461243,2.15984,1.276072,1.414049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,533.337229,3.563866,112.504281,0.757297,5.561756,0,0,0.009178,3.545402,1.954938,10,0.039062,0.125,0.375,0.000289,0.565511,4.28593,0.005958,11.649016,88.286349,11.64971,88.291609,4.854579,0.131946,0.039062,0.148438,0.378906,0.041183,0.275081,3.461478,1.078675,7.204932,90.663233,7.283497,91.651859,3.817951,0.079469,0.125386,3.933721,3.152869,0.613783,0.53019,0,0.44007,0.038507,5.506365,459,13.95058,91.911793,1.938186,0.53019,0.661314,0.334048,0.532018,0.056888,0.414407,0.408197,0.352522,0.320506,0.145001,0.253285,0.145107,0.084931,0.03315,0.002172,0.02999,0.069986,0.13315,0.053234,0.067973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
