id,condition,k,s,k2,s2,hyperbolic,hTemp,exponential,eTemp,qhDelta,qhBeta,qTemp,weber1,weber2,weberR,stevens1,stevens2,stevensR,meanReproduction,stdReproduction,cvReproduction,meanDiff,stdDiff,cvDiff,meanAbsDiff,stdAbsDiff,cvAbsDiff,meanRelReproduction,stdRelReproduction,cvRelReproduction,meanSR,stdSR,cvSR,meanRelDiff,stdRelDiff,cvRelDiff,meanAbsError,stdAbsError,cvAbsError,weberVar,weberVarR,stevensVar,stevensVarR,HRV,meanHR,cleanTD,cleanDR,cleanHR,cleanOther,logK,logE,logHRV,ptHRV,ptHR,filter,meanNN,SDNN,RMSSD,VLF,LF,HF,fftVLF,fftLF,fftHF,logAccuracy
31,2,0.040541548,0.032590203,0.038772885,0.061207652,0.0384502758279654,1.20570508206925,0.0319755842391877,1.36697001921778,0.667096079491746,0.968530221915891,0.911899831638703,4.3939142,-2.6773877,0.88771528,0.79334676,0.94539875,0.91432446,4.7922668,3.2402592,0.67614335,-2.047636,1.7095454,-0.83488733,2.047636,1.7095454,0.83488733,0.69030768,0.15118824,0.21901573,1.5362427,0.4476431,0.29138827,-0.30969232,0.15118824,-0.48818853,0.30969232,1.7095454,5.5201416,0.54587448,0.87101942,0.62808108,0.8619771,47.2934855251158,116.949933506902,0,0,0,0,-3.25838940937701,-3.44278265993474,3.85637255927095,0.0658269464259108,77.1202374483649,1,771.481365562404,84.6747147914804,66.0636646624437,1751.72284310768,828.675410908455,711.563434078286,5545.33107347705,2444.60130788697,2277.14954378301,-0.397190497814579
32,1,0.018448509,0.060380496,0.023784598,0.043586221,0.0181835764288861,1.24108336545907,0.0160443750704883,1.33830788625621,0.665739621674519,0.984083641598288,0.890963444660755,3.1476715,-1.6542081,0.80695075,0.74133664,0.85388887,0.80958003,3.6968334,2.4346185,0.65856862,-3.1430695,2.5703287,-0.81777662,3.1430695,2.5703287,0.81777662,0.54977506,0.12275156,0.22327596,1.912243,0.4496398,0.23513737,-0.45022494,0.12275156,-0.27264497,0.45022494,2.5703287,5.7089877,0.92650235,0.81457651,1.1402091,0.8879745,59.3557735258637,106.822524446443,0,0,0,0,-4.00723648631923,-4.13239695373051,4.08354939561439,0.0376616615716761,86.5626411961878,1,691.140741387337,49.7400582623006,40.1182070049005,517.303081158417,224.756979970649,367.90226727259,1418.27510926029,652.916340585419,1038.19989034713,-0.622819142708181
33,4,0.089647189,0.029991455,0.041654326,0.039612487,0.0617023635191221,2.94181210209103,0.999999926818878,42.968656093757,0.666613442140704,0.953366382714763,2.140189820817,6.8446999,-5.0850902,0.73327065,0.49983227,1.2908407,0.86520892,6.5509,5.5537624,0.84778613,-0.28900275,2.2183418,-7.6758509,1.4560165,1.6776044,1.1521877,0.89811587,0.24650386,0.27446777,1.1968297,0.33137047,0.27687353,-0.10188413,0.24650386,-2.4194531,0.21262787,1.6776044,7.8898611,1.7125068,0.69918609,1.602657,0.91047674,11.4097812751933,86.6836658167092,0,0,0,0,-2.78543304217365,-7.31811247288631e-08,2.43447099411911,0.0945823663399379,87.4246068198919,1,684.709821428571,81.8258883092036,67.8786211981035,1968.66341198543,429.003078315766,408.046117526587,5489.46550961958,1127.14122852748,1136.90478614256,-0.14344768704379
34,2,0.11510827,0.079882473,0.11775877,0.35300696,0.782047288816916,2.31238770860007,0.322276755476216,5.13478706076755,0.666271403195943,0.724497647448179,3.42116179004566,4.7168145,-1.8058176,0.74668157,1.1870446,0.86873305,0.84177107,6.2127666,3.7926791,0.61046541,-0.62713605,1.7978444,-2.8667533,1.1937969,1.47133,1.2324793,1.0095729,0.33578622,0.33260223,1.094027,0.36736712,0.33579344,0.0095728859,0.33578622,35.076801,0.22433832,1.47133,6.5585313,1.0588121,0.78392327,0.93590146,0.89674717,3.65697112653532,77.0982580499208,0,0,0,0,-0.245840068632277,-1.13234461353037,1.29663524373966,0.158763727735385,82.2289988280699,1,726.920963765009,155.21566958007,131.600231134011,4549.22912188995,3378.80790354164,2448.50415665233,14155.3763061288,9391.80689485391,7140.17730041538,-0.0399694011385627
35,3,0.014610481,0.045109469,0.018079635,0.034410413,0.000945688743009657,0.0530760781014311,0.000874811930336655,0.0531178448904586,0.928097753931719,0.998715241690001,0.049056144645593,3.6277714,-1.8789448,0.79247588,0.78195566,0.89634955,0.83333796,4.2882667,2.8314695,0.66028303,-2.551636,2.2525034,-0.88276827,2.551636,2.2525034,0.88276827,0.64780301,0.15552409,0.24007928,1.6459699,0.47581181,0.28907686,-0.35219696,0.15552409,-0.44158268,0.35219696,2.2525034,6.3955784,0.91738564,0.93275017,0.88508153,0.94573891,4.93916006961272,81.3486155106772,0,0,0,0,-6.96359706735546,-7.04150163146698,1.59719529034952,0.0824196290452897,82.3162583518931,1,728.386867455896,85.2993734230037,52.1150929405131,1889.10059851801,964.714111110418,587.419418736208,5452.03764872628,2988.22663527004,1695.28170244022,-0.464329705773367
36,4,0.076005928,0.028989339,0.072216272,0.054880835,0.0715207140574207,0.57118874268077,0.9999998588745,22.273150404593,0.66801468786646,0,15.6010807152949,4.0674,-1.7940466,0.87955207,1.1470494,0.79905218,0.88420445,5.1205335,3.0133607,0.58848572,-1.7193694,2.0086508,-1.1682485,1.7970829,1.9370025,1.0778593,0.78841019,0.17739446,0.22500275,1.3296626,0.28908408,0.21741161,-0.21158983,0.17739446,-0.83838838,0.23639725,1.9370025,8.1938457,0.47013617,0.46896493,0.41535586,0.40214539,24.224675125736,92.7451160231129,0,0,0,0,-2.63776816414238,-1.41125509911025e-07,3.18737174698457,0.111062057013838,93.3193130038556,1,611.444938696172,172.630317235962,197.490575362963,2850.55353320762,3181.37446026699,3901.91247435173,7177.69976241067,7867.21263247416,9764.38340342073,-0.261603778817676
37,3,0.042777546,0.042496428,0.026147565,0.06690646,0.0291504196607042,1.3618270959815,0.0252590864073935,1.50766862824553,0.665382684414617,0.975057248518678,1.00317665115127,3.6973429,-0.25608286,0.66723967,2.1252704,0.57323331,0.62594092,6.0293999,3.1449506,0.52160257,-0.81050271,2.9380136,-3.6249273,1.9456514,2.3227987,1.1938412,1.0090215,0.43101129,0.4271577,1.1859678,0.55443978,0.46749985,0.0090215225,0.43101129,47.775894,0.3113685,2.3227987,7.4599671,0.6294564,0.379334,0.37117136,0.40690872,1.90634962431245,84.9009672961769,0,0,0,0,-3.53528596969564,-3.67856933027547,0.645190221942377,0.0798287210552146,84.9465737361494,1,666.259765625,368.469281962409,430.838824858041,11950.3383574763,17301.2712199691,9430.96276636776,35416.6333742465,44801.4173016292,25325.5454096699,-0.0780928302219175
38,4,0.075671509,0.079928271,0.077029511,0.071941666,0.0773335669035723,2.19770460578147,0.056475679146654,2.60017490749909,0.662277654687703,0,17.9806376488531,3.8803287,-1.6043252,0.88289028,1.0150422,0.84174317,0.94325197,4.9922333,2.8693278,0.57475835,-1.8476694,1.8522898,-1.0025007,1.8833971,1.8146842,0.96351647,0.78710449,0.14382511,0.18272683,1.3119857,0.24239764,0.18475629,-0.2128955,0.14382511,-0.67556667,0.2273012,1.8146842,7.9836097,0.42817819,0.72902,0.80973047,0.8444106,1.47311312657406,85.9223822125119,0,0,0,0,-2.55962717568368,-2.87394519108455,0.387377934649682,0.177793060923117,86.6236613269976,1,1303.42060810811,3696.80684133234,3693.81327165208,842858.428941344,1985550.58594982,3940691.22795903,4500091.69168538,10359204.3703233,19535214.4712095,-0.255411443302446
39,1,0.03582108,0.070698723,0.018083634,0.08128462,0.0141085808643839,2.224818545893,0.01345773285077,2.21079071972358,0.666630493889811,0.986632410263688,1.47378000700196,4.2623,-2.1366765,0.73762172,0.93107784,0.89553678,0.78213608,5.1092334,3.4481978,0.67489535,-1.7306694,2.1768332,-1.2577984,1.978739,1.9459395,0.98342407,0.77722239,0.24012572,0.3089537,1.4092672,0.43794447,0.31076041,-0.22277762,0.24012572,-1.0778719,0.28378403,1.9459395,6.8571143,1.1544449,0.91833645,0.78551364,0.96226233,43.2736521800919,100.064441584549,0,0,0,0,-4.2609720947607,-4.30820140500228,3.76754395511432,0.0213932421123977,121.123576202175,1,507.891193340795,160.402389293511,221.87302866823,543.750396510186,1523.45844806471,3279.22139894856,1091.92493234907,3342.47399757919,6762.63903944121,-0.297470335664042
40,2,0.080871463,0.054402113,0.063629106,0.039117739,0.0750751090071158,1.40367674706736,0.0586175193807797,1.85971308618715,0.666447638733273,0.943067395276194,1.23940136368265,3.6253858,-0.95725566,0.85950077,1.5672678,0.65415114,0.80996209,5.2059002,2.7170405,0.52191561,-1.6340027,2.4969335,-1.5281086,1.9499028,2.2502182,1.1540155,0.83110499,0.23132755,0.27833733,1.2919543,0.35179412,0.2722961,-0.16889498,0.23132755,-1.3696532,0.24736825,2.2502182,9.096633,0.54256779,0.48365319,0.57730132,0.47793368,15.9805428893433,82.1022887821418,0,0,0,0,-2.58926621313756,-2.83672166153815,2.77137191281133,0.128734289512253,86.6884302550766,1,698.450539731495,155.956123868325,149.777098170765,5535.41818420434,1645.87647993548,2123.78485845587,15239.3367571582,5105.6309565678,5934.00488231102,-0.22086479740234
41,4,0.05314805,0.065980434,0.035867833,0.10030239,0.0373596670644334,2.5205043014892,0.0307580555436325,2.69986483487056,0.666396467336798,0.96971014714668,1.79918038889975,3.1758571,-1.4412237,0.77182239,0.92788959,0.77882236,0.75366765,3.9577334,2.5116973,0.6346302,-2.8821695,2.6847281,-0.93149561,2.8821695,2.6847281,0.93149561,0.60305828,0.15835185,0.26258135,1.7783786,0.49219608,0.27676675,-0.39694172,0.15835185,-0.39892972,0.39694172,2.6847281,6.7635322,0.89143479,0.60436177,0.97937518,0.63947922,7.46825839826115,81.331779371865,0,0,0,0,-3.28716357721277,-3.48160335013885,2.01066182581216,0.130003017823204,87.9430090128347,1,656.740087469174,159.419417546651,183.785265908179,2060.68806052394,2182.58829724251,4873.42835063001,5014.95281458339,6641.81320056169,12882.2445529315,-0.540095481098178
42,1,0.11594113,0.097715043,0.10128146,0.018331382,0.210419140024258,2.72503061448698,0.124252737071987,2.45513946936886,0.666485847878937,0.883156594337321,1.63631628969902,4.0111713,-2.0813248,0.76864231,0.75823253,0.95447749,0.85031062,4.7376666,3.1788797,0.67098004,-2.102236,1.9972405,-0.9500553,2.1406691,1.9545535,0.91305727,0.72535259,0.20048797,0.27640069,1.4882067,0.43341172,0.29123086,-0.27464738,0.20048797,-0.72998315,0.29373264,1.9545535,6.6541924,0.75256926,0.51067841,0.85439545,0.61195076,NaN,NaN,0,0,1,0,-1.55865383255903,-2.08543758549964,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.358680900520527
43,1,0.10969673,0.1898427,0.06213877,0.046677232,0.195590002563629,6.83571073218013,0.999999929087692,23.7796266239601,0.666448051299958,0.895809080320018,5.2095285327082,4.0681143,-1.2113943,0.82666063,1.5234344,0.71156931,0.81970948,5.7044001,3.1088126,0.54498506,-1.1355027,2.2057433,-1.9425257,1.722073,1.769558,1.0275743,0.91124302,0.28748941,0.3154915,1.1925911,0.35877308,0.30083495,-0.088756993,0.28748941,-3.2390621,0.22034211,1.769558,8.0309572,0.40615466,0.23424353,0.32454094,0.20625556,NaN,NaN,0,0,1,0,-1.63173463432555,-7.09123105398614e-08,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.135138348736847
44,4,0.044808216,0.031679738,0.036084391,0.046990722,0.0381394402046357,0.707950869630964,0.0323344973516266,0.784539705053027,0.665655408322126,0.968182669027219,0.522232798798692,2.9808142,-0.22075096,0.85368443,1.5388556,0.62358695,0.86296088,4.8466334,2.2415645,0.46249932,-1.9932694,2.6067626,-1.3077824,2.3027492,2.3280537,1.0109888,0.82646811,0.28121582,0.34026214,1.3273654,0.38048881,0.28664964,-0.17353189,0.28121582,-1.6205425,0.28758717,2.3280537,8.0951242,0.052325301,0.035808261,0.059502706,0.035525907,8.29607877354908,84.6366741937352,0,0,0,0,-3.26650635629997,-3.4316205892291,2.11578296624727,0.0817226884052486,84.6867787273451,1,708.589322689625,65.1718195878929,40.3172888577502,916.037217139258,783.554856150761,269.653210912648,2631.71793948705,2299.13707949412,752.186356874348,-0.239555147933359
45,3,0.1190244,0.060637951,0.1076591,0.036228195,0.185165391420471,0.74351840121526,0.100748075690147,1.14438133761976,0.666687114398558,0.90416076648452,0.762946213453933,4.316,-2.6383333,0.74080038,0.63139009,1.0372119,0.81787002,4.6988668,3.4841421,0.74148566,-2.141036,2.0176852,-0.94238728,2.187608,1.9653265,0.89839065,0.6859706,0.21135397,0.30810937,2.589478,6.0295143,2.3284669,-0.31402937,0.21135397,-0.6730389,0.32421029,1.9653265,6.0618882,1.0181017,0.70463353,0.75667793,0.68085283,NaN,NaN,0,0,1,0,-1.68650584561244,-2.29513217818741,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.477877006754646
46,4,0.11942797,0.10326072,0.12205892,0.064200401,0.274719284098328,2.40122273706793,0.153428854289601,3.00289708550916,0.667641363495427,0.85776178104501,2.00485842851459,5.5599713,-3.3976848,0.87385887,0.85892713,1.0136325,0.95022798,6.0542665,4.1325388,0.68258286,-0.78563607,1.0414176,-1.3255725,0.92064673,0.91991341,0.99920344,0.88376498,0.12126968,0.13721938,1.1517473,0.15460236,0.13423289,-0.11623504,0.12126968,-1.0433143,0.14038631,0.91991341,6.5527287,0.73663157,0.7359001,1.2422552,0.91283244,42.5290379293975,91.8358733880422,0,0,0,0,-1.29200548776849,-1.87451830936959,3.75018708802209,6.86830013483367,67.3584475342603,1,926.789562807882,6590.60109605503,9323.77369220253,1689185.87849277,4456726.2692773,9618201.59549284,6708841.14334545,16458063.8440597,36165580.5475924,-0.132486734268213
47,3,0.12363312,0.054683276,0.10940384,0.095633805,0.131647665996418,2.82900940161697,0.0899406194786475,3.20372934428965,0.66662365261325,0.91398545065875,2.13568228532536,6.019043,-3.6212728,0.82428998,0.92351681,1.0195946,0.90483063,6.6111002,4.6063023,0.69675279,-0.22880274,1.4284494,-6.2431483,1.0942578,0.92516685,0.8454743,0.97066265,0.20327127,0.20941496,1.0717034,0.20998873,0.19593921,-0.029337354,0.20327127,-6.9287529,0.16808307,0.92516685,5.5042238,0.96577787,0.78643167,0.71993953,0.77343595,1.74283364637407,88.8954029144001,0,0,0,0,-2.02762612205062,-2.40860560997542,0.555512321004372,0.0716756644140516,88.8323976406331,1,668.258773201856,78.5729175166837,75.9626783188605,400.700947266949,1217.92876658237,877.997108069577,1107.87976049058,3231.29005796759,2461.42877712809,-0.049954148140773
48,2,0.056770045,0.050872471,0.070702098,0.042732768,0.0611962048367688,0.632445955658409,0.0482937754487667,0.876223981075981,0.666495393727098,0.952853813764369,0.583999587879406,3.5259142,-0.95632088,0.8798092,1.4461106,0.67700487,0.85294098,5.0377336,2.6118157,0.51845056,-1.8021694,2.4109952,-1.3378295,1.9290582,2.3071892,1.1960185,0.81084472,0.18148796,0.22382578,1.3006651,0.32502395,0.24989058,-0.18915528,0.18148796,-0.9594655,0.21849677,2.3071892,10.559374,0.58862239,0.81984675,0.6573422,0.7761749,8.37414882699928,76.6116524159873,0,0,0,0,-2.79367010385781,-3.03045259932475,2.12514943994909,0.0908001694938025,76.5555298549384,1,784.045437222838,93.1335399556799,65.6299688174779,1277.9796096175,1780.82665096579,1118.26778529489,4100.78886656199,5543.62183736565,3598.66704239411,-0.235302741323877
49,1,0.051720124,0.089425609,0.068557933,0.033502832,0.053625882399166,1.98047653886954,0.0437219198121822,2.19220085886347,0.666811780834556,0.957220099921784,1.46178470818426,4.4383287,-2.1616585,0.75449866,1.019255,0.87760031,0.79429936,5.3835001,3.5502198,0.65946311,-1.4564028,2.1051898,-1.4454722,1.7328385,1.8761138,1.0826824,0.82265311,0.24203584,0.29421371,1.3216729,0.39782771,0.30100313,-0.17734689,0.24203584,-1.3647594,0.25662717,1.8761138,7.3106589,1.0891079,0.44865865,1.7206826,0.74280709,2.83937661350766,87.5884706615234,0,0,0,0,-2.92572344687324,-3.12990570510581,1.04358452579293,0.0728089086861433,88.4165457529554,1,677.908978690229,78.4103855278079,62.9250378965886,1381.8392208678,722.037127618608,468.468230193559,3758.58913888775,2097.74747543026,1267.30121757917,-0.236749769285832
50,2,0.099340424,0.053748783,0.099526055,0.049499083,0.107141070978547,0.0675070999458009,0.097920416653563,0.0716470752413541,0.664233310195023,0.906494056779978,0.0474525406072976,3.8575001,-1.2401167,0.71681666,1.393325,0.72163075,0.71375918,5.3176332,3.1656792,0.5953173,-1.5222694,2.5533032,-1.6773006,1.888872,2.2859795,1.2102352,0.85113192,0.26308355,0.30909845,1.2983283,0.45940548,0.35384387,-0.1488681,0.26308355,-1.7672257,0.25077665,2.2859795,9.1155996,1.2641835,0.84041691,0.92567122,0.89868289,5.05041460257494,77.2624202744719,0,0,0,0,-2.23360889251295,-2.3236002051867,1.61947033943708,0.131025480776128,81.1298088536047,1,684.293562279152,187.588088490505,182.140693934181,3955.3645768034,5741.3220105924,4422.11873180212,10801.3231018327,16318.1892403869,12058.2293559759,-0.20894647100733
51,4,0.11475213,0.080527581,NaN,NaN,0.243186247264291,0.0511847612750762,0.151058929178803,1.45925212491671,0.666504631907204,0.859797023472504,0.972598292649223,5.8533144,-4.1742344,0.81108385,0.54386431,1.1992654,0.93163651,5.7764001,4.5157924,0.78176594,-1.0635028,1.2463686,-1.1719468,1.1261873,1.1880412,1.0549233,0.80588943,0.18598814,0.23078617,4.6101432,18.557211,4.0253005,-0.19411054,0.18598814,-0.95815575,0.19832329,1.1880412,5.990427,0.57985711,0.25205365,0.48509803,0.1983601,12.5666585753009,91.044293566117,0,0,0,0,-1.41392767956684,-1.89008525883636,2.53104716191039,0.101595880621938,92.9530676623962,1,643.771797497786,80.1156663750148,73.4638526597254,1279.68383488527,584.728055554732,724.35951168504,3179.4870367789,1647.35393870936,1953.3843719541,-0.339356669586776
52,3,0.11432669,0.20459841,0.22007999,1.0589343,0.999999964147373,5.80188568452773,0.999999997030827,6.32936975475493,0.669602063394446,0,4.2470238584164,5.3611002,-4.0166368,0.69824964,0.47822335,1.2042702,0.78157693,5.0972333,4.4577279,0.87453872,-1.7426695,2.1745961,-1.2478534,2.2481487,1.6254325,0.72300935,0.68860328,0.24025232,0.34889799,1.6038517,0.4784503,0.29831329,-0.31139672,0.24025232,-0.77153134,0.35593855,1.6254325,4.5666099,1.9470186,0.82594472,1.2057221,0.90060085,5.20361767265516,80.224093834609,0,0,0,0,-3.58526276210664e-08,-2.96917302297125e-09,1.64935408997579,0.191486805017071,93.8933509331635,1,668.433812766146,170.983949794928,166.039959278862,6259.92524201215,1863.37994853178,3529.42447424709,16691.4610849683,5233.95325902945,9570.1893169441,-0.425366863199693
53,2,0.098229103,0.036787406,0.10609888,0.083979584,0.108575985831285,1.90912303416198,0.0818071600251201,2.82629818491382,0.665489498843199,0.921449614165603,1.88087238126774,4.2104716,-3.0029016,0.80831409,0.50090533,1.0930947,0.86535245,4.1549001,3.253911,0.78315026,-2.6850028,1.8990055,-0.70726395,2.6850028,1.8990055,0.70726395,0.57011843,0.14859504,0.26063889,1.8640587,0.45603895,0.24464838,-0.42988157,0.14859504,-0.34566504,0.42988157,1.8990055,4.4175086,1.1002924,0.918118,1.1645333,0.97979432,NaN,NaN,0,0,1,0,-2.22030502087615,-2.5033905083346,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.592983075865029
54,4,0.11349798,0.046449162,0.11707918,0.018958062,0.123749035747429,0.867316692030809,0.0806300973505443,1.52220870184509,0.666389110240031,0.922534869598348,1.01438326389098,2.3490715,1.0530119,0.59404355,2.2766378,0.4432779,0.56571025,5.0464334,2.1176398,0.41963097,-1.7934694,3.3402805,-1.8624687,2.5217898,2.8117979,1.115001,0.91517997,0.3905856,0.42678559,1.3194335,0.61956084,0.46956584,-0.084820062,0.3905856,-4.6048732,0.33653709,2.8117979,8.3550911,0.57656944,0.79734331,0.44556952,0.82002819,30.7306069501038,108.889242669713,0,0,0,0,-2.08949966950366,-2.5178832829122,3.42525912700832,0.063762976808745,93.9759533089979,1,628.244149279911,90.2837934318838,84.0283246751765,724.789469579694,1614.58862032986,917.626184520292,1951.34839806638,3954.2472140473,2475.33359698282,-0.180002434849025
55,2,0.091217369,0.2551955,0.085286863,0.29369619,0.104823787609408,0.0589266148716502,0.0905423819667579,0.0524288686801431,0.671768651609593,0.913561070219336,0.0350717633137134,2.3426857,0.85990095,0.40275073,2.1797853,0.44525814,0.3705973,4.8424668,2.5648437,0.52965641,-1.997436,3.7037008,-1.8542274,2.7732694,3.1445978,1.1338955,0.8594808,0.52607572,0.61208546,1.5262972,0.95969963,0.62877637,-0.1405192,0.52607572,-3.7437994,0.36274242,3.1445978,8.6689558,0.60941607,0.18848322,0.30651936,0.17671898,60.2535537770554,79.6240769747147,0,0,0,0,-2.25547455184568,-2.40193722887376,4.09856155448283,0.211699280799724,109.172979189079,1,554.99751984127,243.424135602476,295.665348927404,4309.19567234348,5968.75874360245,6883.22729228306,8418.13814216201,15507.8207337813,15155.6301574304,-0.28400758460625
56,4,0.030474784,0.047074448,0.030290578,0.049701195,0.0311528661648748,0.039902461247613,0.0274583412940476,0.0399992884889692,0.669731247790758,0.972916718829235,0.0267281335666003,6.3126144,-4.1326108,0.89249027,0.84652907,1.0610319,0.97564489,6.5988336,4.6427202,0.70356685,-0.24106941,0.73268545,-3.0393133,0.57693601,0.50260663,0.87116534,0.94296908,0.11319235,0.12003824,1.07666,0.14105283,0.13100962,-0.057030927,0.11319235,-1.9847538,0.098155625,0.50260663,5.1205082,0.46258578,0.51180476,0.8868233,0.61057568,13.6351211798191,89.1382284557114,0,0,0,0,-3.46884902626802,-3.59508528490783,2.61264890366687,0.351758336445877,96.4443572884793,1,657.716368675828,280.608150772949,343.528967800591,7331.48266385608,6795.26923394385,11319.3814696707,19517.8280653815,18264.0287933764,31186.7558138825,-0.0660730084283215
57,2,0.049543463,0.046015564,0.031815603,0.047529332,0.0386974237092657,1.29705364410417,0.0321034422624166,1.57748470764612,0.666343806244259,0.968406393398214,1.05114729391129,4.0689859,-0.24784239,0.54558033,2.2495582,0.59430903,0.53140461,6.6694331,3.8275585,0.57389557,-0.1704694,3.225445,-18.920961,1.8493966,2.6258996,1.4198684,1.128374,0.39931071,0.35388154,3.937067,16.499517,4.1908145,0.128374,0.39931071,3.1105263,0.30255607,2.6258996,8.6790514,2.007164,0.56323177,1.6186885,0.79619867,44.885263175273,118.199224385035,0,0,0,0,-3.25198225198234,-3.43879201900619,3.80410952651491,0.23966109154925,140.354188252172,1,802.357849671862,326.663610560691,366.945787498311,16700.5446458228,9465.44302912048,15356.1817273465,51962.9654750647,34263.2408191457,48981.7573452321,-0.0393719089564386
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.52694572758949,79.3131407705632,1,1,0,1,NaN,NaN,1.26043226343762,0.0700253879992188,77.7846549575982,0,768.5664081253,83.4571073999621,71.2319632925999,1531.48944022396,893.539559892032,627.722655323285,4783.57767295919,2772.41183597514,1958.92341346871,NaN
59,2,0.11557053,0.043867186,0.11593572,0.043092594,0.117118196893566,2.03697536115985,0.0782586522345311,2.33741185334033,0.666475979538348,0.92472520758927,1.55782876030881,4.5240712,-2.974288,0.71959323,0.5449295,1.1058847,0.80220532,4.7166333,3.7055352,0.78563136,-2.1232693,2.0453889,-0.96332055,2.2140412,1.9432791,0.87770683,0.67048115,0.20007724,0.29840845,1.6216561,0.47884509,0.29528153,-0.32951888,0.20007724,-0.60717988,0.34667236,1.9432791,5.6055212,1.3167883,0.76794899,1.2303485,0.90380329,2.2140666342685,76.9097168551957,0,0,0,0,-2.14457162426362,-2.54773588398717,0.794830930612453,0.0622372525321394,77.2292285637115,1,772.818652701465,74.819628930208,66.8260187928336,1052.97159964477,504.757855943258,962.679291982687,3248.14118569085,1589.20376348522,3062.07614688944,-0.441718664647063
60,4,0.042190716,0.037970804,0.030399378,0.04406856,0.0366772567882858,0.677979929990635,0.030876607436979,0.78432321772765,0.666713791006125,0.969595200807597,0.522918840816993,4.9348855,-2.3583057,0.87834984,1.0928651,0.89676696,0.94732034,6.0310001,3.6585445,0.60662323,-0.80890274,1.2605543,-1.5583509,1.0479856,1.0628916,1.0142235,0.93060386,0.1734706,0.18640651,1.1108449,0.20885305,0.18801279,-0.069396153,0.1734706,-2.4997151,0.14727195,1.0628916,7.2172031,0.3787064,0.7870608,0.51765358,0.84812313,3.6898852276413,80.3760336128005,0,0,0,0,-3.30559842206003,-3.47775642265305,1.30559535394846,0.0807612655276388,81.3453838233612,1,735.675323761261,87.6267595518764,67.2936682555574,1934.02338474639,760.354104348951,784.926110239752,5484.63253124336,2558.30617469512,2343.99120025841,-0.0884741158968513
61,4,0.019337647,0.028658072,0.01634573,0.033181105,0.0171378754954174,0.201464325912687,0.0157071133732102,0.236238668194147,0.667384455020261,0.984415583420598,0.157661521760362,3.0631001,-0.27590334,0.55963016,1.5419257,0.63124877,0.5663529,4.9313664,2.8449566,0.57691038,-1.9085361,3.0520051,-1.5991341,2.2267609,2.8201778,1.2664933,0.83782607,0.30648169,0.36580589,1.3920165,0.62359613,0.4479804,-0.16217393,0.30648169,-1.8898333,0.26469234,2.8201778,10.654551,1.4762785,0.74917495,1.0778421,0.87792802,60.5745527907207,96.4045242847638,0,0,0,0,-4.06646432358728,-4.15364158814193,4.10387488393858,0.0959044251508023,102.399717440073,1,573.206546532847,128.871197932644,156.298206373781,627.555485979745,1653.41805618043,2845.7070783781,1483.54436401335,3760.12508284793,6680.32096503953,-0.24834702442965
62,2,0.024822537,0.038590752,0.016154887,0.028560955,0.015897335903531,0.512263393011687,0.0143801687024832,0.553352602401149,0.665689847215474,0.985722724330629,0.368360551950897,5.3768997,-4.0607634,0.85696739,0.48084104,1.2012036,0.95392936,5.0799665,4.0356627,0.79442698,-1.7599361,1.0575693,-0.60091347,1.7599361,1.0575693,0.60091347,0.68307269,0.14784347,0.21643884,1.538524,0.36661908,0.23829271,-0.31692728,0.14784347,-0.46649018,0.31692728,1.0575693,3.3369462,0.69867158,0.85961962,0.89811552,0.86120427,20.7581240859555,47.1026668565268,0,0,0,0,-4.14160373703161,-4.24190519501374,3.03293769226661,0.180850371866684,47.6732428881367,1,1228.68098542332,247.015541888452,132.052281978697,24820.2006672667,2820.172687293,2672.95796067743,121873.747666885,14208.6079107078,13225.8695463196,-0.405197268572247
63,3,0.016458619,0.032610781,0.013779943,0.020322885,0.0103813718068001,0.489755103582363,0.00995932286246722,0.493766957329112,0.665789759477771,0.990090106758016,0.328745059783698,4.1343999,-2.6066134,0.83239657,0.65101403,0.99899167,0.88472646,4.4218669,3.1485629,0.71204382,-2.418036,1.8822936,-0.77843899,2.418036,1.8822936,0.77843899,0.63726062,0.12226932,0.19186707,1.6226747,0.29553702,0.18212956,-0.36273941,0.12226932,-0.33707207,0.36273941,1.8822936,5.1891069,0.81478035,0.40641499,4.8341875,0.88652527,77.90089489666,66.4317672301816,0,0,0,0,-4.56774225132532,-4.60924619539282,4.35543744057272,0.231960027493023,126.094792242574,1,687.879407728041,295.614524276185,358.497340616512,8342.02572993403,7819.13133583939,13049.3732051407,22108.3632404629,22589.0060774629,36814.258393291,-0.467611429136728
